pipeline,mean_T_LOO,std_T_LOO,rel_std_pct,tstat,pvalue
A_baseline_StandardScaler,-0.3530458942105008,0.08600580099298318,24.361082341736367,-18.35770632951342,1.5028796034980988e-13
