pipeline,mean_T_LOO,std_T_LOO,rel_std_pct,tstat,pvalue
B_winsor1-99_StandardScaler,-0.37023870587717556,0.08748529132209101,23.6294287801658,-18.92612807780333,8.66423662891601e-14
