pipeline,fraction,match_frac,unstable_frac,median_T,std_T
C_MinCovDet_proj,0.5,0.8533333333333334,0.1466666666666666,-1.5861193535802292,1.2575733994755893
C_MinCovDet_proj,0.75,0.6366666666666667,0.3633333333333333,-0.5918410887581926,1.3320182916460879
C_MinCovDet_proj,1.0,0.5555555555555556,0.4444444444444444,-0.29882373929086736,1.5092502205484708
