pipeline,fraction,match_frac,unstable_frac,median_T,std_T
B_winsor1-99_StandardScaler,0.5,0.8511111111111112,0.14888888888888885,-1.5634495206815633,1.2594353094240345
B_winsor1-99_StandardScaler,0.75,0.6388888888888888,0.36111111111111116,-0.6071276895878963,1.3309527756355364
B_winsor1-99_StandardScaler,1.0,0.5555555555555556,0.4444444444444444,-0.31796182750481566,1.5067781302188938
