series,window_size_months,stride_months,k_core_min,k_core_max,d_core_mean,d_core_std,d_core_min,d_core_max,n_k_core,n_windows
S0,60,1,10,18,16.574888057542775,0.7335236589385963,15.580763957133705,17.935438558962186,9,3206
S0,60,6,10,18,11.169843238205054,0.9713195420504228,9.843058190742447,12.963493672220206,9,535
S0,60,12,10,18,8.417730321518256,0.7063065402090438,7.421633093842626,9.59093106984587,9,268
S0,132,1,10,18,13.75338128540672,0.26993168921660593,13.511195583320445,14.42175081022543,9,3134
S0,132,6,10,18,10.700252113880467,0.8981864907465982,9.500173526882437,12.354230566192278,9,523
S0,132,12,10,18,8.35296880952912,0.5529917413422611,7.4782322338905365,9.29129498284463,9,262
S0,264,1,10,18,9.0164483577227,0.2965656849456888,8.662486096921876,9.669331044476037,9,3002
S0,264,6,10,18,9.84138909267725,0.6344574839099351,9.050301611301391,11.028094064250112,9,501
S0,264,12,10,18,9.059071062340445,0.9034851600820852,7.840452795939843,10.642913947931685,9,251
