n,N_ds_samples,Tlog_mean,Tlog_median,Tlog_std,Tlog_95ci_lo,Tlog_95ci_hi,Tlog_min,Tlog_max,bias_used
3265,150,-30.578871479612268,-30.56521555655284,0.0709793845173509,-30.740031627082228,-30.483265099269616,-30.854293972200747,-30.431059627732683,0.0
