lambda_max_for_fit,n_points_fit,slope,intercept,r_value,p_value,stderr_slope,d_s_est,d_s_se
0.1,10,0.11841938763174979,2.097511344879283,0.846432514586314,0.0020128568060695014,0.026339154857756508,0.23683877526349958,0.052678309715513016
