eig_index,eigval
1,3.2129902711269156e-09
2,0.003290253216764701
3,0.010941014087851192
4,0.02476504284507904
5,0.04075050014516959
6,0.05454130684416775
7,0.07067669192722154
8,0.07739146906077467
9,0.09046287337069892
10,0.09360486700561634
11,0.1129309442087581
12,0.11482489101203043
13,0.1288432739976634
14,0.14184983641403334
15,0.15176309380918646
16,0.15679332350455621
17,0.16732003004516163
18,0.16854713870388682
19,0.1882005805601708
20,0.19229995324158214
21,0.20069566327173152
22,0.21323573521839911
23,0.21391146302761713
24,0.22056807045488758
25,0.22478609438709415
26,0.2304384343016728
27,0.2314325399976608
28,0.23348543859638904
29,0.2368558843404769
30,0.24187100968576913
31,0.2474827035908727
32,0.2560340733028344
33,0.25815443962963297
34,0.2684890615122364
35,0.2690673777299483
36,0.274292555585713
37,0.2771748013473337
38,0.278521309183908
39,0.2819770382453327
40,0.28678229516215437
41,0.29023570741041904
42,0.29468648646394857
43,0.29652521530513276
44,0.2974656793618321
45,0.3022789387592626
46,0.3043952687460445
47,0.30458026162242596
48,0.3108968899183568
49,0.3113509081521586
50,0.31431206786025034
51,0.315533355616055
52,0.3201968164695462
53,0.3240145002918523
54,0.325982114475125
55,0.327868477811658
56,0.32878663108160433
57,0.3315715407353016
58,0.3332641860073766
59,0.3358831802697118
60,0.3395752774680774
61,0.34336776670285757
62,0.3437967018318908
63,0.34539230617953365
64,0.3479909052974345
65,0.3487253076952949
66,0.35210509342074925
67,0.35460728430782273
68,0.35682844849229783
69,0.3595582012914042
70,0.36226971551721765
71,0.36423536028074605
72,0.36553556200326737
73,0.36731879116133986
74,0.3676307065253336
75,0.37018709776951036
76,0.3739467776362121
77,0.3752197353021464
78,0.37667729653539395
79,0.37773000077296814
80,0.38092408953786017
81,0.38378496389072797
82,0.384700898331298
83,0.38701807686664286
84,0.39273353345980966
85,0.3940784450702622
86,0.3945573602047415
87,0.39726501720406004
88,0.398558982917929
89,0.40008914107717514
90,0.40136572671724235
91,0.4029189337801543
92,0.4045370007544536
93,0.4065813360619645
94,0.40708413066971744
95,0.4101143585247419
96,0.411284680458073
97,0.4148791619806182
98,0.4154723033648299
99,0.41697988694773264
100,0.4175381301709115
