lambda,N_lambda
4.474906488256604e-10,1
0.13092189261443155,2
0.13189220430132506,3
0.13338489531448175,4
0.13605984150975906,5
0.13840174166634026,6
0.14371322838369285,7
0.14825536539241396,8
0.15269391357962822,9
0.1550094440449494,10
0.18865168805313293,11
0.24536452238159576,12
0.24975774040381327,13
0.25248118128532554,14
0.2543133568358385,15
0.2609916246952175,16
0.2621152650436798,17
0.2640283874317003,18
0.2663806840030581,19
0.2667512412893538,20
0.2693392669189761,21
0.2730721666014424,22
0.27442823399913796,23
0.2775537460605418,24
0.28398226436000107,25
0.28478539649719115,26
0.28612033944755755,27
0.2918310297902615,28
0.2941232016344747,29
0.29619196946588305,30
0.3003137458662904,31
0.30388178357779616,32
0.30433454710910907,33
0.30671528897992767,34
0.30715182565659305,35
0.3120186159751165,36
0.3134136458991727,37
0.3184578631896047,38
0.31941047202347583,39
0.32096898127715456,40
0.32502309841679494,41
0.32853034613930615,42
0.3292558680608113,43
0.3312418889094717,44
0.33273470030683244,45
0.33539840502571266,46
0.33791846807555975,47
0.339709398262133,48
0.34052804749973914,49
0.3438975520347284,50
0.3479852685927239,51
0.35144080255342547,52
0.3518384386618766,53
0.3562488264342392,54
0.35704994750539976,55
0.3618149849403845,56
0.36457273472043183,57
0.36658027110030805,58
0.37006962042353475,59
0.3711406631945224,60
0.37437133464213124,61
0.3774104895775677,62
0.3783651451009111,63
0.38055417603383446,64
0.38430670915926146,65
0.38539313572890654,66
0.3861728549568116,67
0.38727788351399395,68
0.3914265191891029,69
0.39371867445745146,70
0.39586474833509155,71
0.39799562373357694,72
0.39929224209915065,73
0.4022688094766951,74
0.4032710959304064,75
0.4040377850431008,76
0.4073272477705241,77
0.4093680296512694,78
0.411240879848098,79
0.41373023798287484,80
0.4145447075306945,81
0.41715673339661913,82
0.41996555444973815,83
0.42159766190032644,84
0.42169961082746366,85
0.42325695615486636,86
0.4264346772925871,87
0.428175486949932,88
0.42981425978152826,89
0.43139034374524915,90
0.4328635308705388,91
0.43412057624735123,92
0.43588426975565375,93
0.4367574645875006,94
0.4376004197886147,95
0.43919880592044314,96
0.44070817701322634,97
0.44276796585918843,98
0.44292219645909015,99
0.4435518540049896,100
0.4442171940729961,101
0.4465787917781546,102
0.4482866002829519,103
0.4500234772020066,104
0.4510040642254623,105
0.4519200777360313,106
0.4544044627975704,107
0.4553762383255666,108
0.4568325096653458,109
0.4578082624969251,110
0.4588833292096627,111
0.460937078045368,112
0.46207537275442934,113
0.463154990502224,114
0.46317311052741017,115
0.4651365366058082,116
0.46632015801446114,117
0.46860657713642795,118
0.4696119211116033,119
0.4704840534272165,120
0.4722606729361382,121
0.47277000943542824,122
0.4757959648010528,123
0.47614493402745217,124
0.47745174629394227,125
0.4781596618825643,126
0.4795117608495347,127
0.4801592399502778,128
0.4818248267584058,129
0.4838696246129105,130
0.48497638654496883,131
0.48759072046000895,132
0.4881362954669126,133
0.4901730553539344,134
0.49084345227797493,135
0.4930649379812135,136
0.49386449212587225,137
0.4945886317749358,138
0.49653780096000205,139
0.49764780869031466,140
0.49811435535280946,141
0.4992910942342386,142
0.5000967404387628,143
0.5020072564742896,144
0.5034733936552154,145
0.5043593686366421,146
0.504981076018425,147
0.5064565464562186,148
0.5069429585762466,149
0.5081810469917459,150
0.5094267686654125,151
0.5107051080834708,152
0.5109165721478399,153
0.5124340292469218,154
0.5127924247429219,155
0.5147369409157287,156
0.5158430573277757,157
0.5170623514293926,158
0.5178459621261675,159
0.5196271553034365,160
0.5202081891728937,161
0.5215489033131366,162
0.5225982177267946,163
0.5227742707360512,164
0.5240558979210447,165
0.5250450534244283,166
0.5277552235490134,167
0.5282291292088337,168
0.5289615510756841,169
0.5299600743878435,170
0.5312414120325142,171
0.5331008978911389,172
0.53345809220042,173
0.5347564367829782,174
0.5350546148403671,175
0.5361265829202838,176
0.5379774253840852,177
0.5383128676002356,178
0.5392823686979044,179
0.53982035003733,180
0.5404059281049843,181
0.5426005933175264,182
0.5437871435848172,183
0.5449788561675036,184
0.5454820278260052,185
0.5467291823722101,186
0.5482985754550661,187
0.5498832227982703,188
0.5505739377495436,189
0.5509517158041005,190
0.5532323323313095,191
0.5534566508578951,192
0.5539448118878925,193
0.5550534342097373,194
0.5560899665004991,195
0.5561473282336256,196
0.5580810462065356,197
0.5584931336145595,198
0.559028601208031,199
0.5606515421900481,200
