n_boot,k_neighbors_id,subsample_frac,n_nodes_full,n_valid,median,mean,std,lo95,hi95
150,20,0.6,3256,150,7.940163216034022,7.941067057564375,0.052632893277797646,7.8378467052303975,8.034212323420723
