null,n_boot_valid,d_s_median,d_s_mean,d_s_std,d_s_2.5%,d_s_97.5%,Tlog_median,Tlog_mean,Tlog_std,Tlog_2.5%,Tlog_97.5%
temporal_shuffle,80,13.486604827544777,13.56002017359441,2.5681063528787047,9.209936163822276,18.04487181315506,76.75626235442854,77.35026702360847,20.77858712985397,42.153671867837694,113.63726909913383
phase_randomized,80,1.4675751170415405,1.4722309579622692,0.03747141914280217,1.4021314688328839,1.5471594506264112,-20.48988782001893,-20.452217341097498,0.3031818159186521,-21.01939336205958,-19.845969779899228
