d_s,T_log
0.294021768853751,-29.985125612456084
0.299676275185996,-29.939374916668445
0.29773873083617747,-29.955051617146808
0.30049918075341064,-29.932716775344584
0.2949972712599276,-29.977232807814485
0.27947114304071063,-30.102854944775697
0.279151682521581,-30.105439704641206
0.3052376541572567,-29.894377715759322
0.2982736645848499,-29.95072346013998
0.31113920247564525,-29.846628199545858
0.3079362430961607,-29.872543392063257
0.2967893641325256,-29.962732957426155
0.2902247765366378,-30.015847134407107
0.2985713270987315,-29.94831506826281
0.29223100976237565,-29.999614671200487
0.2979490426082357,-29.953349981435636
0.30200033083207206,-29.92057094747827
0.2979937264982408,-29.952988443409485
0.2968957133604636,-29.961872484223232
0.28687452440184785,-30.042954074823218
0.2853442941917711,-30.055335190470228
0.2877596889082292,-30.035792195487694
0.29910734048928683,-29.94397817585727
0.3089050417379711,-29.86470482767998
0.30738718979708274,-29.876985790564795
0.2972472466377582,-29.95902822318898
0.3045642822766741,-29.89982597777378
0.30172623041722735,-29.92278869805772
0.2988208700371373,-29.946296012594615
0.2948955636693699,-29.978055725459548
0.3178672064378662,-29.79219181828684
0.29382453049706675,-29.986721470966824
0.2943583639352542,-29.982402216588678
0.2944880640553052,-29.98135281096643
0.29319075391297483,-29.991849366841794
0.3015514813513463,-29.924202595378286
0.29157904033616816,-30.004889765634665
0.2985490321472641,-29.94849545705049
0.2971597951170855,-29.959735794758164
0.2993575038886412,-29.94195410003021
0.29014741044824927,-30.016473104591977
0.30350065986771974,-29.908431762683332
0.25473628841894896,-30.302985025574895
0.28966432914599227,-30.02038172267491
0.3002973705599797,-29.934349624655205
0.3071742098235278,-29.87870901473441
0.2925343439742672,-29.997160389529405
0.29357035284593797,-29.98877802616537
0.3118114704937137,-29.841188868899604
0.30164764185082854,-29.92342455933056
0.2833041631404004,-30.071841921493927
0.3025478780432279,-29.916140734756762
0.3072628467710429,-29.877991851858816
0.2824738309637591,-30.07856015162475
0.28450304286990763,-30.062141767569283
0.31106363141070104,-29.84723964616904
0.2976180690874088,-29.956027893171054
0.3025400472939964,-29.916204093466582
0.271709763816378,-30.16565238082419
0.2973292678625542,-29.958364588225415
0.3065367526707815,-29.883866690145727
0.27938647038041314,-30.103540032543787
0.29801498874277665,-29.952816410269122
0.3038705958112772,-29.90543860539954
0.29733771359200606,-29.958296253701384
0.2968192356578049,-29.9624912664658
0.29897879379218706,-29.945018249117066
0.3156018356586439,-29.81052096733658
0.2900577858424082,-30.017198258625946
0.2895625628769312,-30.02120511508862
0.29872907301580554,-29.947038743674995
0.30507215959188033,-29.895716734777103
0.30001057802540404,-29.936670067366308
0.2859036874473637,-30.050809131224998
0.2939564836651347,-29.985653835899182
0.30884713945616604,-29.865173315913015
0.2967237867397099,-29.96326354509782
0.29328906680830746,-29.991053915726862
0.28882667102164833,-30.027159227158787
0.2983193091795101,-29.95035414903801
0.29636246294112545,-29.966187021387096
0.29836151276229383,-29.950012679214893
0.3079282064712305,-29.872608416516453
0.2950820010396346,-29.9765472578924
0.30122062154266244,-29.926879587067045
0.2937595270823217,-29.987247414573286
0.3021014331946423,-29.919752926741964
0.3112368332868478,-29.845838267183886
0.2970429112649568,-29.960681503763873
0.3063396526046415,-29.88546142974559
0.30100032662040965,-29.928661996596606
0.3067541011114473,-29.882108120643007
0.2964385096129261,-29.965571726621683
0.3012957560585959,-29.926271672568475
0.2858701229669109,-30.051080701941206
0.2961110481600001,-29.96822122216289
0.27980818249949974,-30.100127953444986
0.2946183341158735,-29.98029879394689
0.2996907435416926,-29.939257852984873
0.3000920307291742,-29.936011032314916
0.2976335394064018,-29.955902722587382
0.27490426156648545,-30.13980565147736
0.31500022914564724,-29.815388574682427
0.29290574318454754,-29.994155392932548
0.29495932672892045,-29.97753981758562
0.2946249685652214,-29.980245114517423
0.2964334468878611,-29.96561268920634
0.30434308055686465,-29.90161572421601
0.29583376897719105,-29.970464692201748
0.3003798640202767,-29.9336821688271
0.29126486441463323,-30.007431767741547
0.29474368470091883,-29.979284580477803
0.2942096687851459,-29.983605311284833
0.2961922497121862,-29.967564219182744
0.2904617790436031,-30.01392954355833
0.3072803366662495,-29.877850340853623
0.3018687422662121,-29.921635632543964
0.27845763261817585,-30.111055272849356
0.28152954254805995,-30.086200403399886
0.29034955034960674,-30.014837587609566
