d_s,T_log
1.4308205874170863,-20.78726927206138
1.4858263023166616,-20.342217205428874
1.4400576839171577,-20.712531785337568
1.5363541363673108,-19.93339574010002
1.4080504486139984,-20.971502807619
1.4599515565352978,-20.551570162746323
1.428678028301317,-20.804604750094825
1.5111465672112812,-20.137350561306413
1.3733198756853948,-21.25250839559156
1.4672732762415401,-20.49233001847193
1.4643215205135243,-20.51621271846676
1.4018408804408777,-21.02174451711025
1.4478948419851911,-20.649121221524847
1.465652608257785,-20.505442867506112
1.4669182652012174,-20.495202418139158
1.4961283606497102,-20.2588630964956
1.4510917612653527,-20.623254899541926
1.4532379292559336,-20.6058902220481
1.5529374679380368,-19.7992197549196
1.5208549412515935,-20.058799960915696
1.504970563741553,-20.187320698277638
1.4718672443672787,-20.45516015326544
1.4979675912636876,-20.24398185393273
1.4021389198172942,-21.01933307603264
1.483379539634966,-20.362013999089967
1.4393710373013902,-20.718087453434087
1.4502938759702413,-20.629710601466233
1.4953285101735814,-20.265334698729077
1.4712132792446495,-20.46045139490939
1.553828602196319,-19.79200957423166
1.5098059473382783,-20.148197536864096
1.4558262948081786,-20.584947717431437
1.454262615579661,-20.597599469589788
1.4822795966319442,-20.370913654472446
1.5208145202088073,-20.05912700818088
1.450458283144381,-20.628380380547302
1.4452505957004902,-20.67051585798835
1.4124794448442752,-20.93566773250015
1.4879660569258704,-20.324904418700196
1.4827922779787335,-20.36676554198397
1.4677118380374226,-20.488781608384727
1.492200428809246,-20.29064405209961
1.424914381820181,-20.835056470385375
1.4627100462268652,-20.52925118115945
1.4515594357275243,-20.619470938433874
1.5123918897260868,-20.12727463810734
1.5022963875199729,-20.20895749831063
1.4977159571706262,-20.2460178291647
1.4570956908373347,-20.57467701506565
1.5049265719766987,-20.187676636308787
1.5041576346980803,-20.193898119396223
1.4890674849115912,-20.31599274830037
1.4217898981283188,-20.860336714933812
1.4980274858490512,-20.24349724594164
1.4487775687261697,-20.64197906618587
1.5247557944748444,-20.027238098810866
1.4887772931088534,-20.318340694541302
1.4081732225359718,-20.970509441969586
1.4994647715603195,-20.231868145632536
1.4812872541783773,-20.378942712190785
1.4662966995154545,-20.500231515452075
1.4621336735623354,-20.533914621057793
1.4203736254237675,-20.8717957986895
1.4674383960456583,-20.490994031653127
1.5097495197976878,-20.14865409294378
1.4651553984909549,-20.509465799208417
1.464179503027649,-20.517361784081164
1.4624441546843376,-20.5314025136295
1.4282848560807087,-20.80778591244575
1.4565424274854886,-20.579153477167466
1.5470112963363696,-19.84716849848845
1.4623392516052756,-20.53225128602012
1.528614184015149,-19.99601981100348
1.4949996941468828,-20.267995154147048
1.4095641799108667,-20.95925518492693
1.4711752346525777,-20.460759214276095
1.4791773318060555,-20.39601412584208
1.5007666416453325,-20.22133469519234
1.4756464069596922,-20.424582891885155
1.534131289527924,-19.951380827312917
