levina,spectral_d_s_sampled
7.857043971850329,0.2152025239687288
7.934000908921758,0.2274435384178846
7.909685042831706,0.2114981099501858
7.854209524996003,0.2224507032960904
7.885969596415817,0.227285624881068
7.8978693826725825,0.2389070504929849
7.936886581485673,0.2262890944968165
7.9115227265961,0.226447298762051
8.001736138992808,0.2376424333193925
7.905897087766707,0.2216759159208822
7.905676779529381,0.200766697759061
7.877492808755293,0.2285938934254708
7.958388791426202,0.2249041590568259
7.9412294499297165,0.1975654094145963
7.957421497724733,0.2252049171045265
7.9801778516651884,0.2287266677034629
7.98615991998836,0.2278746280156794
7.995052321990249,0.2312285609209655
7.922971036731622,0.2204082417455392
7.955622156450095,0.2168847892327548
7.930485904485899,0.2259351745124769
7.95466806370073,0.2300476269527364
7.869913047815265,0.2250591586761078
7.9765567324574675,0.2237000371918349
8.012839157037629,0.2096245742889018
8.007720764647399,0.2280091213514733
7.912461066226154,0.2098378002270415
7.97836414621192,0.2214768475639401
7.861878476498112,0.2238529240220708
8.064445152894214,0.2223202111896197
7.871167544239357,0.2047932829492135
7.827397132579647,0.227090151234287
7.927625349783027,0.2203695999739456
7.90218330938506,0.2154261446481168
7.8615142366724795,0.2296591897361039
7.955752151525118,0.2136762223621447
7.953332004955717,0.2269494145273616
7.977343613546656,0.2207841575107351
7.968022614497558,0.2091224109868575
7.873850168242122,0.2184605483406712
7.9876144182637745,0.2005968879902694
7.9378677364298795,0.2255239959652953
7.992511455306,0.2159700076239225
7.879946387234554,0.2307104860770472
7.956613159711417,0.2160864928651502
7.920921171603077,0.2252723094413354
7.9387102494076744,0.2290202819787902
7.954417647928173,0.2301796625817911
7.99842146196833,0.2223321843419517
7.918341991999484,0.1992309867223084
7.877699434195957,0.2245715252938089
7.890868725343124,0.210090063177324
7.948769443940886,0.202225842434568
7.960678417037432,0.2260255583794828
7.9553183172920505,0.2040538205947143
7.923251775769425,0.2226960471773849
7.935703574493408,0.2116827247320142
7.841810336235854,0.2289741353456101
7.934618450736899,0.2102667338889241
7.947828299080699,0.2294049860791747
7.938693274638643,0.2334052743781884
7.788593264355143,0.2272743978557905
8.022024970458514,0.2076861624063653
8.038525491408322,0.2262743272146201
7.940395057128586,0.2222585301478041
7.875755386311846,0.2046464989131795
7.914944577992495,0.2289844290286485
7.981433914725656,0.2213350488332471
7.899687007101974,0.2227934172415334
7.855492001982073,0.2241193048246691
8.025147157701117,0.2258196019477248
7.986541747162774,0.2225338574454973
7.90805959976335,0.2163008571970499
7.886875795083735,0.2059350248933437
7.961259392712542,0.2211570635288357
7.995780979892477,0.2190933365262743
7.923475163896207,0.2202873833888982
7.888186443369595,0.2072031720250841
7.869538215499785,0.2239406094297209
8.010003136907176,0.2120525322839504
7.9577686614767345,0.2302132920833318
7.9658887086998895,0.2233267962847107
7.93562556524655,0.2232342997109565
7.8749903955030405,0.2123568056082769
7.9214675100079095,0.2298550626999788
7.98777711409444,0.2120826952498914
7.936243291079245,0.2179087476005054
7.8754989526009425,0.211331086524789
7.941234957814359,0.209412041545275
7.892937691023063,0.2203054976763196
7.807363772104534,0.2213150938261293
8.014652312508215,0.212821635430406
7.950616297035759,0.2271057887059582
7.921807645474348,0.2266861214423136
7.943807893927961,0.2298392585938385
7.988478130007402,0.2135215642528452
7.938530740134319,0.2320942384568241
7.945635110766038,0.2281315178234159
7.907360628680482,0.2278722928796324
7.981593354575467,0.2276507629282462
7.897929221113626,0.215669763696076
7.9244818005774125,0.2296943661767511
7.951888225763228,0.2215998528134362
7.984616935622644,0.2256072747290382
7.9312558518801595,0.2192441073474582
7.967887636937665,0.2143257523172984
7.905868630041345,0.217379134293654
7.942738786145612,0.2229165784857845
8.003552010032275,0.2255585938130342
7.981257069949162,0.2151252082132961
7.995093691551481,0.2278871726145004
7.8988417054826705,0.2149476206011176
7.956053948014691,0.2045658841849144
7.9402408913359475,0.2173294262439762
8.016001464345683,0.2224353481730108
7.971925671272528,0.2190891024739218
7.883633622285084,0.2194826388737133
8.02495532251313,0.2210285781613352
7.908955402945107,0.2300388372169429
7.897384849624844,0.2109123011053287
7.90021076653581,0.2251294543326942
7.968829448651215,0.2166309192676783
7.980927790584729,0.215555605113118
7.992109037706336,0.2293295253529511
7.996844688860067,0.2221197384102662
7.9291298060448305,0.2274072387967582
7.909152196207451,0.2274696427148687
7.951352536746369,0.2080718858042979
8.005614820319174,0.2138002915385368
7.901550217369087,0.2250550077463132
7.821491194049116,0.2282047507107684
7.940085540732096,0.2220783798074815
7.969399727522219,0.2176548689252745
7.935096551041584,0.2307568098770506
7.880084209355111,0.2314621237795127
7.8989106985589235,0.2219280486840511
7.982308579603174,0.2247919700114792
8.017379134038434,0.2191617467492035
7.990717237039076,0.2091143416310515
8.032576294184048,0.2235754362557986
7.959388014819786,0.2319469486018
8.084957078191803,0.2372993480959888
7.933230176580849,0.2286187847642959
7.926412134993213,0.2135444725746843
7.893522154423302,0.2217497361253943
7.991439495625553,0.2169634342563141
8.049729217555004,0.214674776275783
8.018409694386818,0.2285697278738427
7.93076345426158,0.1865978726844877
8.019736022282547,0.2233859268841324
