W,G,k,n_min,n_max,mean_min,mean_max,median_min,median_max,std_min,std_max,diff_means,cliffs_delta,p_perm,q_fdr,significant_fdr_0_05,q_fdr_wg,significant_fdr_wg
60,1,5,24,25,29.18231193823372,22.6319590332703,24.26266457978256,17.906126239351675,23.976568155430865,16.14910169117098,6.550352904963422,0.1733333333333333,0.2723638180909545,0.7427229781335748,False,0.1834082958520739,False
60,1,6,24,25,23.49165250055671,20.13433869918932,16.274435253394042,18.60856649028647,25.6402875633485,12.716598552413451,3.3573138013673898,0.0033333333333333,0.6756621689155422,0.9355322338830584,False,0.1834082958520739,False
60,1,7,24,25,23.15570558410772,18.54054350973217,15.91731739320451,18.4336151808029,24.32870625346354,8.705971434679046,4.615162074375547,-0.0133333333333333,0.4717641179410294,0.8817869546239537,False,0.1834082958520739,False
60,1,8,24,25,17.977845281431502,17.468633240493876,14.183765130259776,18.25515412291989,10.775609370530685,6.700800678987277,0.5092120409376264,-0.1266666666666666,0.8530734632683659,0.9509138560490747,False,0.1834082958520739,False
60,1,9,24,25,16.887470704660718,16.173013137904128,15.403738725989442,16.05408017654896,7.249554703030642,6.469145357829344,0.7144575667565896,0.0266666666666666,0.7206396801599201,0.9509138560490747,False,0.1834082958520739,False
60,1,10,24,25,15.469605145835631,16.618541418630603,14.31800192039395,16.073143706042686,5.586211982279103,7.162549159974588,-1.1489362727949717,-0.05,0.55872063968016,0.9281889667411192,False,0.1834082958520739,False
60,1,11,24,25,14.58629620909638,16.10773927704829,13.374973281525026,16.70079897570712,5.280880168948519,5.809578033604569,-1.5214430679519086,-0.2066666666666666,0.328335832083958,0.7699007639037624,False,0.1834082958520739,False
60,1,12,24,25,14.47090420461385,16.011220465647185,13.168069761418352,15.823677802413616,4.907799402355044,5.981849883313735,-1.5403162610333343,-0.1733333333333333,0.336831584207896,0.7699007639037624,False,0.1834082958520739,False
60,1,13,24,25,14.262011785022825,16.029806538967055,13.552683281264915,15.651973782985412,4.392309444461168,5.7352713724950295,-1.7677947539442318,-0.2066666666666666,0.2293853073463268,0.7427229781335748,False,0.1834082958520739,False
60,1,14,24,25,14.046189674682024,15.966415545527903,13.047503237530298,15.423085267573947,4.201336172532057,5.582827249786007,-1.920225870845881,-0.2033333333333333,0.1834082958520739,0.7157502329916123,False,0.1834082958520739,False
60,1,15,24,25,13.930736022357506,15.602780077245612,12.698725136400853,14.431570865312496,4.281870468039835,5.380234486467998,-1.672044054888106,-0.2033333333333333,0.2228885557221389,0.7427229781335748,False,0.2377477927702815,False
60,1,16,24,25,13.922019705412708,15.782867424685838,12.787594261555776,15.36423116073119,4.597361794302602,5.621744093404153,-1.8608477192731296,-0.19,0.2008995502248875,0.7427229781335748,False,0.7063135099117107,False
60,1,17,24,25,13.896213283989027,15.660842306712636,12.687730232951637,13.329268882679225,4.708600765410401,5.870493641576269,-1.764629022723609,-0.1666666666666666,0.2648675662168915,0.7427229781335748,False,0.7063135099117107,False
60,1,18,24,25,13.890923514507108,15.22677514703109,13.188241096088934,13.389058325987463,4.273008752125042,5.554477523477634,-1.3358516325239815,-0.1033333333333333,0.3608195902048975,0.7725548990210778,False,1.0,False
60,1,19,24,25,13.618738003630094,14.83542319694325,13.032535574695816,13.33423993347626,4.354400447967123,5.364657937598262,-1.2166851933131555,-0.0966666666666666,0.3948025987006496,0.7946026986506747,False,1.0,False
60,1,20,24,25,13.687813176456538,15.035059374057935,13.256669533410276,13.545110976704546,4.613802187504791,5.524344647824404,-1.3472461976013967,-0.1,0.3648175912043978,0.7725548990210778,False,1.0,False
60,6,5,24,25,17.705283615307785,18.385060516208327,13.962978808612323,14.772903676275998,12.635701262879248,10.995996762658924,-0.6797769009005421,-0.05,0.8515742128935532,0.9509138560490747,False,0.046745857840310524,True
60,6,6,24,25,15.943003466863315,17.952876864071822,13.261609411108658,13.268081695348062,9.539111932030744,12.271187707654304,-2.009873397208505,-0.0366666666666666,0.5417291354322838,0.9281889667411192,False,0.046745857840310524,True
60,6,7,24,25,11.710315690601904,14.630629166876531,10.3591657459741,12.477877906986905,5.291713876002519,9.252731460587295,-2.920313476274627,-0.1333333333333333,0.1819090454772613,0.7157502329916123,False,0.046745857840310524,True
60,6,8,24,25,11.221500436130931,13.988165580039636,10.76503256447419,10.836207244794355,4.195718698194812,9.23223616999146,-2.7666651439087038,-0.1166666666666666,0.2113943028485757,0.7427229781335748,False,0.046745857840310524,True
60,6,9,24,25,10.71490888821323,13.724609266033664,10.343067184473902,11.434916078370865,3.815756605909763,7.399407896169878,-3.009700377820435,-0.25,0.0814592703648176,0.421503533947312,False,0.046745857840310524,True
60,6,10,24,25,10.116963066794115,12.557994078051196,10.009415929992112,11.686921572830906,3.2627617223265686,4.277444504984784,-2.441031011257081,-0.33,0.0289855072463768,0.2497574742040744,False,0.046745857840310524,True
60,6,11,24,25,9.349776946215476,11.470818545691568,9.362281153516449,10.30425587022815,2.354602821579201,4.1699759909651934,-2.121041599476092,-0.2466666666666666,0.0349825087456271,0.2590704647676162,False,0.046745857840310524,True
60,6,12,24,25,9.216573815354922,11.150792807465852,9.190808329940808,9.741677548097718,2.355571103664557,3.703657137611307,-1.934218992110932,-0.2633333333333333,0.0379810094952523,0.2604412079674449,False,0.046745857840310524,True
60,6,13,24,25,9.206190383396583,10.737940460093586,9.165883776289174,9.466284658490736,2.3669737105834576,3.169170242665872,-1.5317500766970031,-0.2133333333333333,0.0614692653673163,0.3432130088801753,False,0.054639346993169996,False
60,6,14,24,25,9.192660078629537,10.449159348615582,8.953458357685887,9.553070826075173,2.656484273616988,3.06853654753866,-1.2564992699860476,-0.1833333333333333,0.1249375312343828,0.5622188905547226,False,0.054639346993169996,False
60,6,15,24,25,8.544079396316041,10.104117243972151,8.499029376377106,9.441973871590452,2.217718246886213,2.75003147255462,-1.56003784765611,-0.32,0.0409795102448775,0.2682295216028349,False,0.054639346993169996,False
60,6,16,24,25,8.727250129880135,10.010256944616488,8.988386976032086,8.930252449925202,2.20562066303841,2.8362450199475675,-1.2830068147363534,-0.22,0.0819590204897551,0.421503533947312,False,0.097951024487756,False
60,6,17,24,25,8.472078468567302,9.867919887017878,8.409937881589038,9.097828826694716,2.132415943354117,2.6561082735446355,-1.3958414184505763,-0.2266666666666666,0.0484757621189405,0.3035004237011929,False,0.097951024487756,False
60,6,18,24,25,8.216174796752524,9.653668243492891,7.801943603452299,9.21058391898424,2.0275629270795084,2.432967305870553,-1.437493446740369,-0.3066666666666666,0.024487756121939,0.2350824587706147,False,0.097951024487756,False
60,6,19,24,25,7.945101798936414,9.090755625731749,7.895223544511396,8.770690663278293,1.7461003859736592,1.999716696619143,-1.145653826795333,-0.3066666666666666,0.0359820089955022,0.2590704647676162,False,0.2878560719640176,False
60,6,20,24,25,7.856841260020339,9.025583034064146,7.882712915971647,8.662268567181627,1.709433436591701,1.934781384369136,-1.1687417740438075,-0.3533333333333333,0.0294852573713143,0.2497574742040744,False,0.4717641179410288,False
60,12,5,24,25,10.51677471000963,13.829652696448845,9.311692713461648,11.651357667053174,4.35420901003706,8.391717120413068,-3.3128779864392133,-0.2533333333333333,0.0964517741129435,0.4749625187406297,False,0.0008884446665555555,True
60,12,6,24,25,9.830164586974462,12.328018372247737,9.785698977658662,12.109832810480004,3.025124231180337,4.195064424924977,-2.497853785273275,-0.3766666666666666,0.024487756121939,0.2350824587706147,False,0.0008884446665555555,True
60,12,7,24,25,9.08001726719408,10.80422177002435,8.582476685272145,11.114605185894924,2.7165526461276737,3.310704554743144,-1.7242045028302702,-0.28,0.0569715142428785,0.3418290854572713,False,0.0008884446665555555,True
60,12,8,24,25,7.949037844003997,10.34014655424745,7.982194182468447,10.76814270146049,1.71400598770101,3.077156672071978,-2.3911087102434534,-0.4933333333333333,0.000999500249875,0.015992003998001,True,0.0008884446665555555,True
60,12,9,24,25,7.405034938251557,9.751936168050454,7.475409636820487,9.378999765473528,1.7375287390331164,2.8126395060145817,-2.346901229798897,-0.4833333333333333,0.000999500249875,0.015992003998001,True,0.0008884446665555555,True
60,12,10,24,25,7.4817520227860514,9.04269594845179,7.802636130435669,9.149778906288953,1.920719166473904,2.794423918308504,-1.5609439256657387,-0.36,0.0324837581209395,0.2590704647676162,False,0.0008884446665555555,True
60,12,11,24,25,7.283427243269454,8.820282047037258,7.416915231235112,9.226241069404567,2.0079752551008405,2.5904793231532097,-1.5368548037678045,-0.3833333333333333,0.0239880059970015,0.2350824587706147,False,0.0008884446665555555,True
60,12,12,24,25,6.666410454263848,8.805780938082682,6.710223387810906,9.164075915691551,1.6485898995063657,2.358231032875647,-2.1393704838188343,-0.52,0.0019990004997501,0.0261687338149107,True,0.0008884446665555555,True
60,12,13,24,25,6.3439854157244655,8.796311806282889,6.352378441646028,9.424401323774484,1.6294592027946868,2.485863556522284,-2.452326390558423,-0.5566666666666666,0.0014992503748125,0.0215892053973013,True,0.0008884446665555555,True
60,12,14,24,25,6.141646549006872,8.646165143186842,5.928229931639714,9.146062948409586,1.538574237039029,2.4388107434188497,-2.50451859417997,-0.5966666666666667,0.0004997501249375,0.0119940029985007,True,0.0008884446665555555,True
60,12,15,24,25,5.9398946642639485,8.372894269218131,5.52050229860007,9.046402552177062,1.6186236827343825,2.417074446388402,-2.4329996049541824,-0.6033333333333334,0.000999500249875,0.015992003998001,True,0.0011422859998571429,True
60,12,16,24,25,5.772862587007338,8.169517805278709,5.407321294827288,8.792444149447691,1.4972398790652983,2.3484906948856925,-2.3966552182713707,-0.6033333333333334,0.0004997501249375,0.0119940029985007,True,0.0011422859998571429,True
60,12,17,24,25,5.719224312728277,7.98582656128407,5.240447813668105,8.252959378461686,1.6240447703558625,2.3888069535311147,-2.266602248555793,-0.56,0.0004997501249375,0.0119940029985007,True,0.0013326669998333332,True
60,12,18,24,25,5.280694818339181,7.876924305596015,5.0441684259488415,8.219813146231324,1.4059582649582651,2.398839708634224,-2.596229487256834,-0.6533333333333333,0.0004997501249375,0.0119940029985007,True,0.0013326669998333332,True
60,12,19,24,25,5.122349603574787,7.738425784151969,4.875225623925701,8.07806477544963,1.388485181529577,2.411417167822529,-2.6160761805771813,-0.6533333333333333,0.0004997501249375,0.0119940029985007,True,0.0026653339996666665,True
60,12,20,24,25,5.112401609346169,7.572484735180076,4.847672568418412,7.711083271571781,1.384222054821665,2.5476249232885584,-2.460083125833907,-0.6333333333333333,0.0004997501249375,0.0119940029985007,True,0.007996001999,True
132,1,5,19,19,16.263771951474425,16.38604175977284,11.86766050357982,11.967360413920408,19.63335274440463,16.831923035321125,-0.1222698082984159,0.0193905817174515,0.9750124937531236,0.9958401081149564,False,0.41143064831220744,False
132,1,6,19,19,16.43822767646131,17.197927279780693,12.00887274047274,12.83795456615472,16.79399053255178,13.931923665290842,-0.7596996033193832,-0.0360110803324099,0.8650674662668666,0.9509138560490747,False,0.41143064831220744,False
132,1,7,19,19,15.842007869561996,18.354232177391868,11.976594329083468,14.620566541935249,14.73474268938818,16.52657795885304,-2.512224307829872,-0.1191135734072022,0.6216891554222889,0.9281889667411192,False,0.41143064831220744,False
132,1,8,19,19,17.236484924897592,18.54039461767773,12.951619437077124,15.231179796483175,16.935175370070763,17.5106278032111,-1.3039096927801417,-0.0360110803324099,0.7411294352823589,0.9509138560490747,False,0.41143064831220744,False
132,1,9,19,19,14.935837805358508,16.284885059826507,12.781459533680785,13.895896014655207,8.347042502337363,9.43673929276484,-1.3490472544679992,-0.0969529085872576,0.6596701649175413,0.9355322338830584,False,0.41143064831220744,False
132,1,10,19,19,14.600502958327402,17.228049839419803,12.702513110485729,14.958446062917444,7.887674330292473,9.914907585054614,-2.6275468810924014,-0.1634349030470914,0.3813093453273363,0.7844077961019491,False,0.41143064831220744,False
132,1,11,19,19,13.909710345946438,15.142220839482276,13.126735159649233,14.13396832287684,7.677146036923725,6.09125621273481,-1.2325104935358393,-0.1689750692520775,0.6181909045477262,0.9281889667411192,False,0.41143064831220744,False
132,1,12,19,19,13.45588511475598,14.90717497696402,12.144532612372906,14.099284772255588,7.27830794138457,6.317517305307719,-1.451289862208041,-0.185595567867036,0.5347326336831584,0.9281889667411192,False,0.41143064831220744,False
132,1,13,19,19,13.47505671082076,14.655329696813132,11.803129550438554,14.323947465280186,7.52336808531116,6.105442862687412,-1.1802729859923726,-0.2077562326869806,0.6126936531734133,0.9281889667411192,False,0.41143064831220744,False
132,1,14,19,19,13.610563627229816,14.598503903957806,12.150012407541745,14.300889868515888,7.830251580407622,5.83958369696431,-0.987940276727988,-0.1800554016620498,0.688655672163918,0.9355322338830584,False,0.41143064831220744,False
132,1,15,19,19,13.749323685079904,14.52307940270718,11.9762789244437,13.575938665043136,7.764117868861733,5.842375888703671,-0.7737557176272745,-0.1634349030470914,0.7531234382808596,0.9509138560490747,False,0.41143064831220744,False
132,1,16,19,19,13.325975028142482,14.24930088930522,12.338323308554637,13.635741916626582,5.776839279314692,5.160067290699915,-0.9233258611627376,-0.1412742382271468,0.5992003998001,0.9281889667411192,False,0.41143064831220744,False
132,1,17,19,19,12.53129429179374,14.40758470023376,11.990634662029557,13.97662351161734,4.894163114742902,5.195077062821176,-1.8762904084400205,-0.1966759002770083,0.2423788105947026,0.7427229781335748,False,0.41143064831220744,False
132,1,18,19,19,12.4486219553387,14.164614243327238,11.888987656598816,12.752905310778456,4.740184259995369,4.98564665987248,-1.715992287988538,-0.2132963988919667,0.2828585707146426,0.7542895219057137,False,0.41143064831220744,False
132,1,19,19,19,12.44156620787232,13.93086132790895,12.138426871235453,12.55518895190096,4.638590438833761,4.417382686704557,-1.4892951200366298,-0.2022160664819944,0.3318340829585207,0.7699007639037624,False,1.0,False
132,1,20,19,19,12.30322160125474,13.784397308416963,12.227695951902094,12.753120903624204,4.352176307507489,4.337791250204508,-1.481175707162226,-0.1800554016620498,0.3068465767116441,0.7699007639037624,False,1.0,False
132,6,5,18,19,19.858282035120897,16.69750831886328,18.408126897408827,14.400527621998046,10.488135115560222,8.818706763866967,3.160773716257616,0.2280701754385964,0.3233383308345827,0.7699007639037624,False,0.367816091954023,False
132,6,6,18,19,17.74515242350009,15.57872906638045,18.1398557017956,15.54341296364662,8.4624308948088,5.583464683803596,2.1664233571196405,0.1812865497076023,0.3588205897051474,0.7725548990210778,False,0.367816091954023,False
132,6,7,18,19,16.776163155192595,13.792578949062207,14.296330892709443,13.49552828552097,8.070652676595925,4.856801468813117,2.983584206130386,0.2105263157894736,0.1839080459770115,0.7157502329916123,False,0.367816091954023,False
132,6,8,18,19,15.110460798976987,13.67192902090091,14.551403515470223,14.101726780667118,6.590291427405619,4.799149650941854,1.4385317780760776,0.0935672514619883,0.4672663668165917,0.8817869546239537,False,0.4571047809428619,False
132,6,9,18,19,14.356060660115835,12.152080864726114,13.193913212358863,11.681300449077616,6.896011307879647,3.6066692680320473,2.2039797953897207,0.1929824561403508,0.2318840579710145,0.7427229781335748,False,0.4571047809428619,False
132,6,10,18,19,13.309638939861742,11.946223265204804,11.271338907604108,11.687852797808135,5.314054864361569,3.367307449048896,1.3634156746569364,0.0994152046783625,0.3513243378310844,0.7725548990210778,False,0.4571047809428619,False
132,6,11,18,19,12.790188877509598,11.025807362662087,11.813265445187342,11.084358534392836,4.493711853794826,3.3932375317633,1.7643815148475106,0.2105263157894736,0.1714142928535732,0.7157502329916123,False,0.4571047809428619,False
132,6,12,18,19,11.837453745627265,10.430244039633932,11.077631260825113,9.65003721905802,3.426450822155064,3.553990551731808,1.407209705993333,0.2690058479532163,0.2223888055972014,0.7427229781335748,False,0.668998833916375,False
132,6,13,18,19,11.199210529086994,10.130575734938692,11.201792609627576,9.682041382462168,3.218235307735343,3.314294042003736,1.0686347941483003,0.1871345029239766,0.3308345827086457,0.7699007639037624,False,0.668998833916375,False
132,6,14,18,19,10.572337031054312,10.0890309628791,11.077491815177012,10.270212728050984,2.8232641214270227,3.17585882072951,0.4833060681752119,0.087719298245614,0.6271864067966016,0.9281889667411192,False,0.668998833916375,False
132,6,15,18,19,10.123166802745134,9.982600004290116,10.047245743622897,10.747387540710545,2.444897027629326,2.836079962133937,0.1405667984550191,0.0,0.8525737131434283,0.9509138560490747,False,0.7626186906546727,False
132,6,16,18,19,9.779522414473917,10.06637969611953,9.416425177575183,10.62927607566603,2.7359333488665105,2.6642824905767344,-0.2868572816456129,-0.087719298245614,0.7626186906546727,0.9509138560490747,False,0.7626186906546727,False
132,6,17,18,19,9.485900527477394,9.761447347599873,9.354222541137576,10.0962181090233,2.544825917730619,2.482621039239779,-0.2755468201224769,-0.0935672514619883,0.7296351824087957,0.9509138560490747,False,0.8049308678993836,False
132,6,18,18,19,9.308222032305396,9.70800054949892,9.0918126584763,9.372487284181304,2.693497328388668,2.597952235061792,-0.3997785171935248,-0.1286549707602339,0.6541729135432284,0.9355322338830584,False,0.8049308678993836,False
132,6,19,18,19,9.058758115704748,9.514923655908584,8.810707879417572,9.715049293710656,2.640771372910711,2.494087602141709,-0.4561655402038358,-0.1228070175438596,0.6036981509245377,0.9281889667411192,False,0.8049308678993836,False
132,6,20,18,19,8.773893996207468,9.159269688158538,8.322367182541711,8.863908840964813,2.5561995091056766,2.3791551763430987,-0.3853756919510704,-0.1052631578947368,0.6316841579210395,0.9281889667411192,False,0.918813320612421,False
132,12,5,18,17,16.609307215513134,11.668450967225525,14.563418447007052,11.97207019018297,10.462053671284789,2.445726648966514,4.940856248287611,0.3006535947712418,0.0619690154922538,0.3432130088801753,False,0.1759120439780096,False
132,12,6,18,17,14.462359834564618,10.285551443498075,14.329844418526044,9.38092247836899,6.334448352092395,3.4890795951420333,4.176808391066542,0.4901960784313725,0.0109945027486256,0.1319340329835082,False,0.1759120439780096,False
132,12,7,18,17,12.20143903966583,10.281574084716098,11.92925103286652,9.49638880095526,3.843098048734769,3.3296644900871253,1.919864954949732,0.3137254901960784,0.1244377811094452,0.5622188905547226,False,0.595394610387114,False
132,12,8,18,17,10.861378479171265,10.265505636137098,8.57397896776471,9.832366662847884,4.39267263295869,3.520956848444305,0.5958728430341669,0.0457516339869281,0.6711644177911045,0.9355322338830584,False,0.595394610387114,False
132,12,9,18,17,10.828357953507956,9.60429439469885,9.493544980646906,8.845807081410902,4.571571250151587,2.8828148741051653,1.2240635588091069,0.1437908496732026,0.3808095952023988,0.7844077961019491,False,0.595394610387114,False
132,12,10,18,17,9.254093502233117,9.055974537212489,8.734790091599839,8.541970267399313,2.7861408159464616,3.1468644872131963,0.1981189650206261,0.0718954248366013,0.8460769615192404,0.9509138560490747,False,0.595394610387114,False
132,12,11,18,17,8.96991418009166,8.525370658712506,9.074012341717776,8.813094397790238,3.0044823236138805,2.0965191660202493,0.4445435213791544,0.0784313725490196,0.5947026486756621,0.9281889667411192,False,0.595394610387114,False
132,12,12,18,17,8.705688760176534,8.290357282035124,8.116578216013822,8.478936391554155,2.9359826517627297,1.9979658408580327,0.4153314781414092,0.0065359477124183,0.6231884057971014,0.9281889667411192,False,0.595394610387114,False
132,12,13,18,17,8.283429496373351,8.089258629067098,8.253262348424444,8.397624466473012,2.111516299095132,1.92611700197524,0.1941708673062532,0.0457516339869281,0.7731134432783608,0.9509138560490747,False,0.595394610387114,False
132,12,14,18,17,7.690175886932224,8.269729202807726,7.376490000076666,7.992186004832442,2.026819568085477,2.0254994983891432,-0.5795533158755024,-0.1503267973856209,0.3973013493253373,0.7946026986506747,False,0.595394610387114,False
