city,feature,count,mean,std,median,min,max,skew
Delhi_India_28.7041_77.1025,meta,552.0,0.2811964097878158,0.3035644430067825,0.3904034561496129,14.0,233.33333333333331,-0.2811964097878158
Delhi_India_28.7041_77.1025,temperature_celsius,552.0,18.299166666666665,10.66880079367291,18.725,-1.58,37.58,0.0007799877780276731
Delhi_India_28.7041_77.1025,humidity_percent,552.0,38.48985507246376,9.322091240538533,38.6,20.0,66.3,0.12526221605241844
Delhi_India_28.7041_77.1025,precipitation_mm,552.0,80.06938405797102,34.92373315079568,74.95,20.9,179.1,0.5246145176090908
Delhi_India_28.7041_77.1025,wind_speed_ms,552.0,7.911775362318841,3.065792016741872,7.75,1.0,16.7,0.18711832365988326
Delhi_India_28.7041_77.1025,urban_heat_island_intensity,552.0,2.0,0.0,2.0,2.0,2.0,0.0
