W,G,cycle_phase,n_windows_phase,series,k,d_hat_k,n_windows,n_windows_total_from_M1,frac_windows_in_phase
60,12,max,25,S0,11,9.267216658592366,268,268,0.09328358208955224
60,12,max,25,S0,12,8.966064661886389,268,268,0.09328358208955224
60,12,max,25,S0,13,8.601746871087403,268,268,0.09328358208955224
60,12,max,25,S0,14,8.330080902939478,268,268,0.09328358208955224
60,12,max,25,S0,15,8.135016497542845,268,268,0.09328358208955224
60,12,max,25,S0,16,7.805196473738768,268,268,0.09328358208955224
60,12,max,25,S0,17,7.641686664188557,268,268,0.09328358208955224
60,12,max,25,S0,18,7.421633093842626,268,268,0.09328358208955224
60,12,max,25,S0,19,7.217596279040916,268,268,0.09328358208955224
60,12,max,25,S0,20,7.075172398377744,268,268,0.09328358208955224
60,12,min,24,S0,5,14.821646324401003,268,268,0.08955223880597014
60,12,min,24,S0,6,12.678107446728545,268,268,0.08955223880597014
60,12,min,24,S0,7,11.575423212941732,268,268,0.08955223880597014
60,12,min,24,S0,8,10.723577270464924,268,268,0.08955223880597014
60,12,min,24,S0,9,10.211451950002044,268,268,0.08955223880597014
60,12,min,24,S0,10,9.59093106984587,268,268,0.08955223880597014
60,12,min,24,S0,11,9.267216658592366,268,268,0.08955223880597014
60,12,min,24,S0,12,8.966064661886389,268,268,0.08955223880597014
60,12,min,24,S0,13,8.601746871087403,268,268,0.08955223880597014
60,12,min,24,S0,14,8.330080902939478,268,268,0.08955223880597014
60,12,min,24,S0,15,8.135016497542845,268,268,0.08955223880597014
60,12,min,24,S0,16,7.805196473738768,268,268,0.08955223880597014
60,12,min,24,S0,17,7.641686664188557,268,268,0.08955223880597014
60,12,min,24,S0,18,7.421633093842626,268,268,0.08955223880597014
60,12,min,24,S0,19,7.217596279040916,268,268,0.08955223880597014
60,12,min,24,S0,20,7.075172398377744,268,268,0.08955223880597014
60,12,rising,84,S0,5,14.821646324401003,268,268,0.31343283582089554
60,12,rising,84,S0,6,12.678107446728545,268,268,0.31343283582089554
60,12,rising,84,S0,7,11.575423212941732,268,268,0.31343283582089554
60,12,rising,84,S0,8,10.723577270464924,268,268,0.31343283582089554
60,12,rising,84,S0,9,10.211451950002044,268,268,0.31343283582089554
60,12,rising,84,S0,10,9.59093106984587,268,268,0.31343283582089554
60,12,rising,84,S0,11,9.267216658592366,268,268,0.31343283582089554
60,12,rising,84,S0,12,8.966064661886389,268,268,0.31343283582089554
60,12,rising,84,S0,13,8.601746871087403,268,268,0.31343283582089554
60,12,rising,84,S0,14,8.330080902939478,268,268,0.31343283582089554
60,12,rising,84,S0,15,8.135016497542845,268,268,0.31343283582089554
60,12,rising,84,S0,16,7.805196473738768,268,268,0.31343283582089554
60,12,rising,84,S0,17,7.641686664188557,268,268,0.31343283582089554
60,12,rising,84,S0,18,7.421633093842626,268,268,0.31343283582089554
60,12,rising,84,S0,19,7.217596279040916,268,268,0.31343283582089554
60,12,rising,84,S0,20,7.075172398377744,268,268,0.31343283582089554
60,12,unknown,6,S0,5,14.821646324401003,268,268,0.022388059701492536
60,12,unknown,6,S0,6,12.678107446728545,268,268,0.022388059701492536
60,12,unknown,6,S0,7,11.575423212941732,268,268,0.022388059701492536
60,12,unknown,6,S0,8,10.723577270464924,268,268,0.022388059701492536
60,12,unknown,6,S0,9,10.211451950002044,268,268,0.022388059701492536
60,12,unknown,6,S0,10,9.59093106984587,268,268,0.022388059701492536
60,12,unknown,6,S0,11,9.267216658592366,268,268,0.022388059701492536
60,12,unknown,6,S0,12,8.966064661886389,268,268,0.022388059701492536
60,12,unknown,6,S0,13,8.601746871087403,268,268,0.022388059701492536
60,12,unknown,6,S0,14,8.330080902939478,268,268,0.022388059701492536
60,12,unknown,6,S0,15,8.135016497542845,268,268,0.022388059701492536
60,12,unknown,6,S0,16,7.805196473738768,268,268,0.022388059701492536
60,12,unknown,6,S0,17,7.641686664188557,268,268,0.022388059701492536
60,12,unknown,6,S0,18,7.421633093842626,268,268,0.022388059701492536
60,12,unknown,6,S0,19,7.217596279040916,268,268,0.022388059701492536
60,12,unknown,6,S0,20,7.075172398377744,268,268,0.022388059701492536
132,1,declining,1470,S0,5,15.787667974645592,3134,3134,0.46904913848117424
132,1,declining,1470,S0,6,15.748460880041051,3134,3134,0.46904913848117424
132,1,declining,1470,S0,7,15.071025303862122,3134,3134,0.46904913848117424
132,1,declining,1470,S0,8,14.888080152790955,3134,3134,0.46904913848117424
132,1,declining,1470,S0,9,14.484414492491434,3134,3134,0.46904913848117424
132,1,declining,1470,S0,10,14.42175081022543,3134,3134,0.46904913848117424
132,1,declining,1470,S0,11,13.96797852199699,3134,3134,0.46904913848117424
132,1,declining,1470,S0,12,13.793143195923664,3134,3134,0.46904913848117424
132,1,declining,1470,S0,13,13.646241511515727,3134,3134,0.46904913848117424
132,1,declining,1470,S0,14,13.648896827157309,3134,3134,0.46904913848117424
132,1,declining,1470,S0,15,13.655292110562112,3134,3134,0.46904913848117424
132,1,declining,1470,S0,16,13.599499267719404,3134,3134,0.46904913848117424
132,1,declining,1470,S0,17,13.536433740239405,3134,3134,0.46904913848117424
132,1,declining,1470,S0,18,13.511195583320443,3134,3134,0.46904913848117424
132,1,declining,1470,S0,19,13.35128381107837,3134,3134,0.46904913848117424
132,1,declining,1470,S0,20,13.256782623097685,3134,3134,0.46904913848117424
132,1,max,300,S0,5,15.787667974645592,3134,3134,0.09572431397574985
132,1,max,300,S0,6,15.748460880041051,3134,3134,0.09572431397574985
132,1,max,300,S0,7,15.071025303862122,3134,3134,0.09572431397574985
132,1,max,300,S0,8,14.888080152790955,3134,3134,0.09572431397574985
132,1,max,300,S0,9,14.484414492491434,3134,3134,0.09572431397574985
132,1,max,300,S0,10,14.42175081022543,3134,3134,0.09572431397574985
132,1,max,300,S0,11,13.96797852199699,3134,3134,0.09572431397574985
132,1,max,300,S0,12,13.793143195923664,3134,3134,0.09572431397574985
132,1,max,300,S0,13,13.646241511515727,3134,3134,0.09572431397574985
132,1,max,300,S0,14,13.648896827157309,3134,3134,0.09572431397574985
132,1,max,300,S0,15,13.655292110562112,3134,3134,0.09572431397574985
132,1,max,300,S0,16,13.599499267719404,3134,3134,0.09572431397574985
132,1,max,300,S0,17,13.536433740239405,3134,3134,0.09572431397574985
132,1,max,300,S0,18,13.511195583320443,3134,3134,0.09572431397574985
132,1,max,300,S0,19,13.35128381107837,3134,3134,0.09572431397574985
132,1,max,300,S0,20,13.256782623097685,3134,3134,0.09572431397574985
132,1,min,288,S0,5,15.787667974645592,3134,3134,0.09189534141671984
132,1,min,288,S0,6,15.748460880041051,3134,3134,0.09189534141671984
132,1,min,288,S0,7,15.071025303862122,3134,3134,0.09189534141671984
132,1,min,288,S0,8,14.888080152790955,3134,3134,0.09189534141671984
132,1,min,288,S0,9,14.484414492491434,3134,3134,0.09189534141671984
132,1,min,288,S0,10,14.42175081022543,3134,3134,0.09189534141671984
132,1,min,288,S0,11,13.96797852199699,3134,3134,0.09189534141671984
132,1,min,288,S0,12,13.793143195923664,3134,3134,0.09189534141671984
132,1,min,288,S0,13,13.646241511515727,3134,3134,0.09189534141671984
132,1,min,288,S0,14,13.648896827157309,3134,3134,0.09189534141671984
132,1,min,288,S0,15,13.655292110562112,3134,3134,0.09189534141671984
132,1,min,288,S0,16,13.599499267719404,3134,3134,0.09189534141671984
132,1,min,288,S0,17,13.536433740239405,3134,3134,0.09189534141671984
132,1,min,288,S0,18,13.511195583320443,3134,3134,0.09189534141671984
132,1,min,288,S0,19,13.35128381107837,3134,3134,0.09189534141671984
132,1,min,288,S0,20,13.256782623097685,3134,3134,0.09189534141671984
132,1,rising,996,S0,5,15.787667974645592,3134,3134,0.3178047223994895
132,1,rising,996,S0,6,15.748460880041051,3134,3134,0.3178047223994895
132,1,rising,996,S0,7,15.071025303862122,3134,3134,0.3178047223994895
132,1,rising,996,S0,8,14.888080152790955,3134,3134,0.3178047223994895
132,1,rising,996,S0,9,14.484414492491434,3134,3134,0.3178047223994895
132,1,rising,996,S0,10,14.42175081022543,3134,3134,0.3178047223994895
132,1,rising,996,S0,11,13.96797852199699,3134,3134,0.3178047223994895
132,1,rising,996,S0,12,13.793143195923664,3134,3134,0.3178047223994895
132,1,rising,996,S0,13,13.646241511515727,3134,3134,0.3178047223994895
132,1,rising,996,S0,14,13.648896827157309,3134,3134,0.3178047223994895
132,1,rising,996,S0,15,13.655292110562112,3134,3134,0.3178047223994895
132,1,rising,996,S0,16,13.599499267719404,3134,3134,0.3178047223994895
132,1,rising,996,S0,17,13.536433740239405,3134,3134,0.3178047223994895
132,1,rising,996,S0,18,13.511195583320443,3134,3134,0.3178047223994895
132,1,rising,996,S0,19,13.35128381107837,3134,3134,0.3178047223994895
132,1,rising,996,S0,20,13.256782623097685,3134,3134,0.3178047223994895
132,1,unknown,80,S0,5,15.787667974645592,3134,3134,0.025526483726866625
132,1,unknown,80,S0,6,15.748460880041051,3134,3134,0.025526483726866625
132,1,unknown,80,S0,7,15.071025303862122,3134,3134,0.025526483726866625
132,1,unknown,80,S0,8,14.888080152790955,3134,3134,0.025526483726866625
132,1,unknown,80,S0,9,14.484414492491434,3134,3134,0.025526483726866625
132,1,unknown,80,S0,10,14.42175081022543,3134,3134,0.025526483726866625
132,1,unknown,80,S0,11,13.96797852199699,3134,3134,0.025526483726866625
132,1,unknown,80,S0,12,13.793143195923664,3134,3134,0.025526483726866625
132,1,unknown,80,S0,13,13.646241511515727,3134,3134,0.025526483726866625
132,1,unknown,80,S0,14,13.648896827157309,3134,3134,0.025526483726866625
132,1,unknown,80,S0,15,13.655292110562112,3134,3134,0.025526483726866625
132,1,unknown,80,S0,16,13.599499267719404,3134,3134,0.025526483726866625
132,1,unknown,80,S0,17,13.536433740239405,3134,3134,0.025526483726866625
132,1,unknown,80,S0,18,13.511195583320443,3134,3134,0.025526483726866625
132,1,unknown,80,S0,19,13.35128381107837,3134,3134,0.025526483726866625
132,1,unknown,80,S0,20,13.256782623097685,3134,3134,0.025526483726866625
132,6,declining,247,S0,5,18.79850490880888,523,523,0.4722753346080306
132,6,declining,247,S0,6,17.03034394935796,523,523,0.4722753346080306
132,6,declining,247,S0,7,15.120050773380283,523,523,0.4722753346080306
132,6,declining,247,S0,8,14.193661048202657,523,523,0.4722753346080306
132,6,declining,247,S0,9,12.994683578958425,523,523,0.4722753346080306
132,6,declining,247,S0,10,12.354230566192278,523,523,0.4722753346080306
132,6,declining,247,S0,11,11.724676345517144,523,523,0.4722753346080306
132,6,declining,247,S0,12,11.28074891211578,523,523,0.4722753346080306
132,6,declining,247,S0,13,10.90574811596423,523,523,0.4722753346080306
132,6,declining,247,S0,14,10.560613096663491,523,523,0.4722753346080306
132,6,declining,247,S0,15,10.247606429307329,523,523,0.4722753346080306
132,6,declining,247,S0,16,9.994493963123084,523,523,0.4722753346080306
132,6,declining,247,S0,17,9.733978069158429,523,523,0.4722753346080306
132,6,declining,247,S0,18,9.500173526882437,523,523,0.4722753346080306
132,6,declining,247,S0,19,9.2833191455863,523,523,0.4722753346080306
132,6,declining,247,S0,20,9.0621284830912,523,523,0.4722753346080306
132,6,max,50,S0,5,18.79850490880888,523,523,0.09560229445506692
132,6,max,50,S0,6,17.03034394935796,523,523,0.09560229445506692
132,6,max,50,S0,7,15.120050773380283,523,523,0.09560229445506692
132,6,max,50,S0,8,14.193661048202657,523,523,0.09560229445506692
132,6,max,50,S0,9,12.994683578958425,523,523,0.09560229445506692
132,6,max,50,S0,10,12.354230566192278,523,523,0.09560229445506692
132,6,max,50,S0,11,11.724676345517144,523,523,0.09560229445506692
132,6,max,50,S0,12,11.28074891211578,523,523,0.09560229445506692
132,6,max,50,S0,13,10.90574811596423,523,523,0.09560229445506692
132,6,max,50,S0,14,10.560613096663491,523,523,0.09560229445506692
132,6,max,50,S0,15,10.247606429307329,523,523,0.09560229445506692
132,6,max,50,S0,16,9.994493963123084,523,523,0.09560229445506692
132,6,max,50,S0,17,9.733978069158429,523,523,0.09560229445506692
132,6,max,50,S0,18,9.500173526882437,523,523,0.09560229445506692
132,6,max,50,S0,19,9.2833191455863,523,523,0.09560229445506692
132,6,max,50,S0,20,9.0621284830912,523,523,0.09560229445506692
132,6,min,48,S0,5,18.79850490880888,523,523,0.09177820267686425
132,6,min,48,S0,6,17.03034394935796,523,523,0.09177820267686425
132,6,min,48,S0,7,15.120050773380283,523,523,0.09177820267686425
132,6,min,48,S0,8,14.193661048202657,523,523,0.09177820267686425
132,6,min,48,S0,9,12.994683578958425,523,523,0.09177820267686425
132,6,min,48,S0,10,12.354230566192278,523,523,0.09177820267686425
132,6,min,48,S0,11,11.724676345517144,523,523,0.09177820267686425
132,6,min,48,S0,12,11.28074891211578,523,523,0.09177820267686425
132,6,min,48,S0,13,10.90574811596423,523,523,0.09177820267686425
132,6,min,48,S0,14,10.560613096663491,523,523,0.09177820267686425
132,6,min,48,S0,15,10.247606429307329,523,523,0.09177820267686425
132,6,min,48,S0,16,9.994493963123084,523,523,0.09177820267686425
132,6,min,48,S0,17,9.733978069158429,523,523,0.09177820267686425
132,6,min,48,S0,18,9.500173526882437,523,523,0.09177820267686425
132,6,min,48,S0,19,9.2833191455863,523,523,0.09177820267686425
132,6,min,48,S0,20,9.0621284830912,523,523,0.09177820267686425
132,6,rising,165,S0,5,18.79850490880888,523,523,0.3154875717017208
132,6,rising,165,S0,6,17.03034394935796,523,523,0.3154875717017208
132,6,rising,165,S0,7,15.120050773380283,523,523,0.3154875717017208
132,6,rising,165,S0,8,14.193661048202657,523,523,0.3154875717017208
132,6,rising,165,S0,9,12.994683578958425,523,523,0.3154875717017208
132,6,rising,165,S0,10,12.354230566192278,523,523,0.3154875717017208
132,6,rising,165,S0,11,11.724676345517144,523,523,0.3154875717017208
132,6,rising,165,S0,12,11.28074891211578,523,523,0.3154875717017208
132,6,rising,165,S0,13,10.90574811596423,523,523,0.3154875717017208
132,6,rising,165,S0,14,10.560613096663491,523,523,0.3154875717017208
132,6,rising,165,S0,15,10.247606429307329,523,523,0.3154875717017208
132,6,rising,165,S0,16,9.994493963123084,523,523,0.3154875717017208
132,6,rising,165,S0,17,9.733978069158429,523,523,0.3154875717017208
132,6,rising,165,S0,18,9.500173526882437,523,523,0.3154875717017208
132,6,rising,165,S0,19,9.2833191455863,523,523,0.3154875717017208
132,6,rising,165,S0,20,9.0621284830912,523,523,0.3154875717017208
132,6,unknown,13,S0,5,18.79850490880888,523,523,0.0248565965583174
132,6,unknown,13,S0,6,17.03034394935796,523,523,0.0248565965583174
132,6,unknown,13,S0,7,15.120050773380283,523,523,0.0248565965583174
132,6,unknown,13,S0,8,14.193661048202657,523,523,0.0248565965583174
