W,G,cycle_phase,n_windows_phase,series,k,d_hat_k,n_windows,n_windows_total_from_M1,frac_windows_in_phase
132,6,unknown,13,S0,9,12.994683578958425,523,523,0.0248565965583174
132,6,unknown,13,S0,10,12.354230566192278,523,523,0.0248565965583174
132,6,unknown,13,S0,11,11.724676345517144,523,523,0.0248565965583174
132,6,unknown,13,S0,12,11.28074891211578,523,523,0.0248565965583174
132,6,unknown,13,S0,13,10.90574811596423,523,523,0.0248565965583174
132,6,unknown,13,S0,14,10.560613096663491,523,523,0.0248565965583174
132,6,unknown,13,S0,15,10.247606429307329,523,523,0.0248565965583174
132,6,unknown,13,S0,16,9.994493963123084,523,523,0.0248565965583174
132,6,unknown,13,S0,17,9.733978069158429,523,523,0.0248565965583174
132,6,unknown,13,S0,18,9.500173526882437,523,523,0.0248565965583174
132,6,unknown,13,S0,19,9.2833191455863,523,523,0.0248565965583174
132,6,unknown,13,S0,20,9.0621284830912,523,523,0.0248565965583174
132,12,declining,123,S0,5,14.270286607353365,262,262,0.46946564885496184
132,12,declining,123,S0,6,11.816720330344284,262,262,0.46946564885496184
132,12,declining,123,S0,7,11.017797523770795,262,262,0.46946564885496184
132,12,declining,123,S0,8,10.14850810792459,262,262,0.46946564885496184
132,12,declining,123,S0,9,9.831259103088035,262,262,0.46946564885496184
132,12,declining,123,S0,10,9.29129498284463,262,262,0.46946564885496184
132,12,declining,123,S0,11,9.046830861930667,262,262,0.46946564885496184
132,12,declining,123,S0,12,8.664856839475355,262,262,0.46946564885496184
132,12,declining,123,S0,13,8.457842873758285,262,262,0.46946564885496184
132,12,declining,123,S0,14,8.309454571339625,262,262,0.46946564885496184
132,12,declining,123,S0,15,8.191099632599999,262,262,0.46946564885496184
132,12,declining,123,S0,16,7.967169634081421,262,262,0.46946564885496184
132,12,declining,123,S0,17,7.769937655841556,262,262,0.46946564885496184
132,12,declining,123,S0,18,7.478232233890536,262,262,0.46946564885496184
132,12,declining,123,S0,19,7.234435899084621,262,262,0.46946564885496184
132,12,declining,123,S0,20,7.03537423093812,262,262,0.46946564885496184
132,12,max,25,S0,5,14.270286607353365,262,262,0.09541984732824428
132,12,max,25,S0,6,11.816720330344284,262,262,0.09541984732824428
132,12,max,25,S0,7,11.017797523770795,262,262,0.09541984732824428
132,12,max,25,S0,8,10.14850810792459,262,262,0.09541984732824428
132,12,max,25,S0,9,9.831259103088035,262,262,0.09541984732824428
132,12,max,25,S0,10,9.29129498284463,262,262,0.09541984732824428
132,12,max,25,S0,11,9.046830861930667,262,262,0.09541984732824428
132,12,max,25,S0,12,8.664856839475355,262,262,0.09541984732824428
132,12,max,25,S0,13,8.457842873758285,262,262,0.09541984732824428
132,12,max,25,S0,14,8.309454571339625,262,262,0.09541984732824428
132,12,max,25,S0,15,8.191099632599999,262,262,0.09541984732824428
132,12,max,25,S0,16,7.967169634081421,262,262,0.09541984732824428
132,12,max,25,S0,17,7.769937655841556,262,262,0.09541984732824428
132,12,max,25,S0,18,7.478232233890536,262,262,0.09541984732824428
132,12,max,25,S0,19,7.234435899084621,262,262,0.09541984732824428
132,12,max,25,S0,20,7.03537423093812,262,262,0.09541984732824428
132,12,min,24,S0,5,14.270286607353365,262,262,0.0916030534351145
132,12,min,24,S0,6,11.816720330344284,262,262,0.0916030534351145
132,12,min,24,S0,7,11.017797523770795,262,262,0.0916030534351145
132,12,min,24,S0,8,10.14850810792459,262,262,0.0916030534351145
132,12,min,24,S0,9,9.831259103088035,262,262,0.0916030534351145
132,12,min,24,S0,10,9.29129498284463,262,262,0.0916030534351145
132,12,min,24,S0,11,9.046830861930667,262,262,0.0916030534351145
132,12,min,24,S0,12,8.664856839475355,262,262,0.0916030534351145
132,12,min,24,S0,13,8.457842873758285,262,262,0.0916030534351145
132,12,min,24,S0,14,8.309454571339625,262,262,0.0916030534351145
132,12,min,24,S0,15,8.191099632599999,262,262,0.0916030534351145
132,12,min,24,S0,16,7.967169634081421,262,262,0.0916030534351145
132,12,min,24,S0,17,7.769937655841556,262,262,0.0916030534351145
132,12,min,24,S0,18,7.478232233890536,262,262,0.0916030534351145
132,12,min,24,S0,19,7.234435899084621,262,262,0.0916030534351145
132,12,min,24,S0,20,7.03537423093812,262,262,0.0916030534351145
132,12,rising,84,S0,5,14.270286607353365,262,262,0.32061068702290074
132,12,rising,84,S0,6,11.816720330344284,262,262,0.32061068702290074
132,12,rising,84,S0,7,11.017797523770795,262,262,0.32061068702290074
132,12,rising,84,S0,8,10.14850810792459,262,262,0.32061068702290074
132,12,rising,84,S0,9,9.831259103088035,262,262,0.32061068702290074
132,12,rising,84,S0,10,9.29129498284463,262,262,0.32061068702290074
132,12,rising,84,S0,11,9.046830861930667,262,262,0.32061068702290074
132,12,rising,84,S0,12,8.664856839475355,262,262,0.32061068702290074
132,12,rising,84,S0,13,8.457842873758285,262,262,0.32061068702290074
132,12,rising,84,S0,14,8.309454571339625,262,262,0.32061068702290074
132,12,rising,84,S0,15,8.191099632599999,262,262,0.32061068702290074
132,12,rising,84,S0,16,7.967169634081421,262,262,0.32061068702290074
132,12,rising,84,S0,17,7.769937655841556,262,262,0.32061068702290074
132,12,rising,84,S0,18,7.478232233890536,262,262,0.32061068702290074
132,12,rising,84,S0,19,7.234435899084621,262,262,0.32061068702290074
132,12,rising,84,S0,20,7.03537423093812,262,262,0.32061068702290074
132,12,unknown,6,S0,5,14.270286607353365,262,262,0.022900763358778626
132,12,unknown,6,S0,6,11.816720330344284,262,262,0.022900763358778626
132,12,unknown,6,S0,7,11.017797523770795,262,262,0.022900763358778626
132,12,unknown,6,S0,8,10.14850810792459,262,262,0.022900763358778626
132,12,unknown,6,S0,9,9.831259103088035,262,262,0.022900763358778626
132,12,unknown,6,S0,10,9.29129498284463,262,262,0.022900763358778626
132,12,unknown,6,S0,11,9.046830861930667,262,262,0.022900763358778626
132,12,unknown,6,S0,12,8.664856839475355,262,262,0.022900763358778626
132,12,unknown,6,S0,13,8.457842873758285,262,262,0.022900763358778626
132,12,unknown,6,S0,14,8.309454571339625,262,262,0.022900763358778626
132,12,unknown,6,S0,15,8.191099632599999,262,262,0.022900763358778626
132,12,unknown,6,S0,16,7.967169634081421,262,262,0.022900763358778626
132,12,unknown,6,S0,17,7.769937655841556,262,262,0.022900763358778626
132,12,unknown,6,S0,18,7.478232233890536,262,262,0.022900763358778626
132,12,unknown,6,S0,19,7.234435899084621,262,262,0.022900763358778626
132,12,unknown,6,S0,20,7.03537423093812,262,262,0.022900763358778626
264,1,declining,1458,S0,5,9.16366994253906,3002,3002,0.48567621585609594
264,1,declining,1458,S0,6,10.449043266202311,3002,3002,0.48567621585609594
264,1,declining,1458,S0,7,9.411020966045472,3002,3002,0.48567621585609594
264,1,declining,1458,S0,8,10.08628742475996,3002,3002,0.48567621585609594
264,1,declining,1458,S0,9,9.318089309908476,3002,3002,0.48567621585609594
264,1,declining,1458,S0,10,9.669331044476037,3002,3002,0.48567621585609594
264,1,declining,1458,S0,11,9.209480443021082,3002,3002,0.48567621585609594
264,1,declining,1458,S0,12,9.267569962803837,3002,3002,0.48567621585609594
264,1,declining,1458,S0,13,8.662486096921876,3002,3002,0.48567621585609594
264,1,declining,1458,S0,14,8.789630676985007,3002,3002,0.48567621585609594
264,1,declining,1458,S0,15,8.788689163435166,3002,3002,0.48567621585609594
264,1,declining,1458,S0,16,8.863896100491004,3002,3002,0.48567621585609594
264,1,declining,1458,S0,17,8.904549240801789,3002,3002,0.48567621585609594
264,1,declining,1458,S0,18,8.992402490568491,3002,3002,0.48567621585609594
264,1,declining,1458,S0,19,8.908115383403837,3002,3002,0.48567621585609594
264,1,declining,1458,S0,20,8.89380242942814,3002,3002,0.48567621585609594
264,1,max,288,S0,5,9.16366994253906,3002,3002,0.09593604263824117
264,1,max,288,S0,6,10.449043266202311,3002,3002,0.09593604263824117
264,1,max,288,S0,7,9.411020966045472,3002,3002,0.09593604263824117
264,1,max,288,S0,8,10.08628742475996,3002,3002,0.09593604263824117
264,1,max,288,S0,9,9.318089309908476,3002,3002,0.09593604263824117
264,1,max,288,S0,10,9.669331044476037,3002,3002,0.09593604263824117
264,1,max,288,S0,11,9.209480443021082,3002,3002,0.09593604263824117
264,1,max,288,S0,12,9.267569962803837,3002,3002,0.09593604263824117
264,1,max,288,S0,13,8.662486096921876,3002,3002,0.09593604263824117
264,1,max,288,S0,14,8.789630676985007,3002,3002,0.09593604263824117
264,1,max,288,S0,15,8.788689163435166,3002,3002,0.09593604263824117
264,1,max,288,S0,16,8.863896100491004,3002,3002,0.09593604263824117
264,1,max,288,S0,17,8.904549240801789,3002,3002,0.09593604263824117
264,1,max,288,S0,18,8.992402490568491,3002,3002,0.09593604263824117
264,1,max,288,S0,19,8.908115383403837,3002,3002,0.09593604263824117
264,1,max,288,S0,20,8.89380242942814,3002,3002,0.09593604263824117
264,1,min,276,S0,5,9.16366994253906,3002,3002,0.09193870752831446
264,1,min,276,S0,6,10.449043266202311,3002,3002,0.09193870752831446
264,1,min,276,S0,7,9.411020966045472,3002,3002,0.09193870752831446
264,1,min,276,S0,8,10.08628742475996,3002,3002,0.09193870752831446
264,1,min,276,S0,9,9.318089309908476,3002,3002,0.09193870752831446
264,1,min,276,S0,10,9.669331044476037,3002,3002,0.09193870752831446
264,1,min,276,S0,11,9.209480443021082,3002,3002,0.09193870752831446
264,1,min,276,S0,12,9.267569962803837,3002,3002,0.09193870752831446
264,1,min,276,S0,13,8.662486096921876,3002,3002,0.09193870752831446
264,1,min,276,S0,14,8.789630676985007,3002,3002,0.09193870752831446
264,1,min,276,S0,15,8.788689163435166,3002,3002,0.09193870752831446
264,1,min,276,S0,16,8.863896100491004,3002,3002,0.09193870752831446
264,1,min,276,S0,17,8.904549240801789,3002,3002,0.09193870752831446
264,1,min,276,S0,18,8.992402490568491,3002,3002,0.09193870752831446
264,1,min,276,S0,19,8.908115383403837,3002,3002,0.09193870752831446
264,1,min,276,S0,20,8.89380242942814,3002,3002,0.09193870752831446
264,1,rising,900,S0,5,9.16366994253906,3002,3002,0.29980013324450366
264,1,rising,900,S0,6,10.449043266202311,3002,3002,0.29980013324450366
264,1,rising,900,S0,7,9.411020966045472,3002,3002,0.29980013324450366
264,1,rising,900,S0,8,10.08628742475996,3002,3002,0.29980013324450366
264,1,rising,900,S0,9,9.318089309908476,3002,3002,0.29980013324450366
264,1,rising,900,S0,10,9.669331044476037,3002,3002,0.29980013324450366
264,1,rising,900,S0,11,9.209480443021082,3002,3002,0.29980013324450366
264,1,rising,900,S0,12,9.267569962803837,3002,3002,0.29980013324450366
264,1,rising,900,S0,13,8.662486096921876,3002,3002,0.29980013324450366
264,1,rising,900,S0,14,8.789630676985007,3002,3002,0.29980013324450366
264,1,rising,900,S0,15,8.788689163435166,3002,3002,0.29980013324450366
264,1,rising,900,S0,16,8.863896100491004,3002,3002,0.29980013324450366
264,1,rising,900,S0,17,8.904549240801789,3002,3002,0.29980013324450366
264,1,rising,900,S0,18,8.992402490568491,3002,3002,0.29980013324450366
264,1,rising,900,S0,19,8.908115383403837,3002,3002,0.29980013324450366
264,1,rising,900,S0,20,8.89380242942814,3002,3002,0.29980013324450366
264,1,unknown,80,S0,5,9.16366994253906,3002,3002,0.02664890073284477
264,1,unknown,80,S0,6,10.449043266202311,3002,3002,0.02664890073284477
264,1,unknown,80,S0,7,9.411020966045472,3002,3002,0.02664890073284477
264,1,unknown,80,S0,8,10.08628742475996,3002,3002,0.02664890073284477
264,1,unknown,80,S0,9,9.318089309908476,3002,3002,0.02664890073284477
264,1,unknown,80,S0,10,9.669331044476037,3002,3002,0.02664890073284477
264,1,unknown,80,S0,11,9.209480443021082,3002,3002,0.02664890073284477
264,1,unknown,80,S0,12,9.267569962803837,3002,3002,0.02664890073284477
264,1,unknown,80,S0,13,8.662486096921876,3002,3002,0.02664890073284477
264,1,unknown,80,S0,14,8.789630676985007,3002,3002,0.02664890073284477
264,1,unknown,80,S0,15,8.788689163435166,3002,3002,0.02664890073284477
264,1,unknown,80,S0,16,8.863896100491004,3002,3002,0.02664890073284477
264,1,unknown,80,S0,17,8.904549240801789,3002,3002,0.02664890073284477
264,1,unknown,80,S0,18,8.992402490568491,3002,3002,0.02664890073284477
264,1,unknown,80,S0,19,8.908115383403837,3002,3002,0.02664890073284477
264,1,unknown,80,S0,20,8.89380242942814,3002,3002,0.02664890073284477
264,6,declining,244,S0,5,18.23480799317199,501,501,0.4870259481037924
264,6,declining,244,S0,6,14.770826180992731,501,501,0.4870259481037924
264,6,declining,244,S0,7,13.030001023601493,501,501,0.4870259481037924
264,6,declining,244,S0,8,12.1660992497647,501,501,0.4870259481037924
264,6,declining,244,S0,9,11.461874666475532,501,501,0.4870259481037924
264,6,declining,244,S0,10,11.028094064250112,501,501,0.4870259481037924
264,6,declining,244,S0,11,10.670714909298672,501,501,0.4870259481037924
264,6,declining,244,S0,12,10.213615144273197,501,501,0.4870259481037924
264,6,declining,244,S0,13,9.849234115750024,501,501,0.4870259481037924
264,6,declining,244,S0,14,9.651698297890778,501,501,0.4870259481037924
264,6,declining,244,S0,15,9.53894749643532,501,501,0.4870259481037924
264,6,declining,244,S0,16,9.373369899516913,501,501,0.4870259481037924
264,6,declining,244,S0,17,9.19652629537884,501,501,0.4870259481037924
264,6,declining,244,S0,18,9.050301611301393,501,501,0.4870259481037924
264,6,declining,244,S0,19,8.889926223460693,501,501,0.4870259481037924
264,6,declining,244,S0,20,8.770870001382217,501,501,0.4870259481037924
264,6,max,48,S0,5,18.23480799317199,501,501,0.09580838323353294
264,6,max,48,S0,6,14.770826180992731,501,501,0.09580838323353294
264,6,max,48,S0,7,13.030001023601493,501,501,0.09580838323353294
264,6,max,48,S0,8,12.1660992497647,501,501,0.09580838323353294
264,6,max,48,S0,9,11.461874666475532,501,501,0.09580838323353294
264,6,max,48,S0,10,11.028094064250112,501,501,0.09580838323353294
264,6,max,48,S0,11,10.670714909298672,501,501,0.09580838323353294
264,6,max,48,S0,12,10.213615144273197,501,501,0.09580838323353294
264,6,max,48,S0,13,9.849234115750024,501,501,0.09580838323353294
264,6,max,48,S0,14,9.651698297890778,501,501,0.09580838323353294
264,6,max,48,S0,15,9.53894749643532,501,501,0.09580838323353294
264,6,max,48,S0,16,9.373369899516913,501,501,0.09580838323353294
264,6,max,48,S0,17,9.19652629537884,501,501,0.09580838323353294
264,6,max,48,S0,18,9.050301611301393,501,501,0.09580838323353294
264,6,max,48,S0,19,8.889926223460693,501,501,0.09580838323353294
264,6,max,48,S0,20,8.770870001382217,501,501,0.09580838323353294
264,6,min,46,S0,5,18.23480799317199,501,501,0.09181636726546906
264,6,min,46,S0,6,14.770826180992731,501,501,0.09181636726546906
264,6,min,46,S0,7,13.030001023601493,501,501,0.09181636726546906
264,6,min,46,S0,8,12.1660992497647,501,501,0.09181636726546906
264,6,min,46,S0,9,11.461874666475532,501,501,0.09181636726546906
264,6,min,46,S0,10,11.028094064250112,501,501,0.09181636726546906
264,6,min,46,S0,11,10.670714909298672,501,501,0.09181636726546906
264,6,min,46,S0,12,10.213615144273197,501,501,0.09181636726546906
264,6,min,46,S0,13,9.849234115750024,501,501,0.09181636726546906
264,6,min,46,S0,14,9.651698297890778,501,501,0.09181636726546906
264,6,min,46,S0,15,9.53894749643532,501,501,0.09181636726546906
264,6,min,46,S0,16,9.373369899516913,501,501,0.09181636726546906
264,6,min,46,S0,17,9.19652629537884,501,501,0.09181636726546906
264,6,min,46,S0,18,9.050301611301393,501,501,0.09181636726546906
264,6,min,46,S0,19,8.889926223460693,501,501,0.09181636726546906
264,6,min,46,S0,20,8.770870001382217,501,501,0.09181636726546906
264,6,rising,150,S0,5,18.23480799317199,501,501,0.2994011976047904
264,6,rising,150,S0,6,14.770826180992731,501,501,0.2994011976047904
264,6,rising,150,S0,7,13.030001023601493,501,501,0.2994011976047904
264,6,rising,150,S0,8,12.1660992497647,501,501,0.2994011976047904
264,6,rising,150,S0,9,11.461874666475532,501,501,0.2994011976047904
264,6,rising,150,S0,10,11.028094064250112,501,501,0.2994011976047904
264,6,rising,150,S0,11,10.670714909298672,501,501,0.2994011976047904
264,6,rising,150,S0,12,10.213615144273197,501,501,0.2994011976047904
264,6,rising,150,S0,13,9.849234115750024,501,501,0.2994011976047904
264,6,rising,150,S0,14,9.651698297890778,501,501,0.2994011976047904
264,6,rising,150,S0,15,9.53894749643532,501,501,0.2994011976047904
264,6,rising,150,S0,16,9.373369899516913,501,501,0.2994011976047904
264,6,rising,150,S0,17,9.19652629537884,501,501,0.2994011976047904
264,6,rising,150,S0,18,9.050301611301393,501,501,0.2994011976047904
264,6,rising,150,S0,19,8.889926223460693,501,501,0.2994011976047904
264,6,rising,150,S0,20,8.770870001382217,501,501,0.2994011976047904
264,6,unknown,13,S0,5,18.23480799317199,501,501,0.02594810379241517
264,6,unknown,13,S0,6,14.770826180992731,501,501,0.02594810379241517
264,6,unknown,13,S0,7,13.030001023601493,501,501,0.02594810379241517
264,6,unknown,13,S0,8,12.1660992497647,501,501,0.02594810379241517
264,6,unknown,13,S0,9,11.461874666475532,501,501,0.02594810379241517
264,6,unknown,13,S0,10,11.028094064250112,501,501,0.02594810379241517
264,6,unknown,13,S0,11,10.670714909298672,501,501,0.02594810379241517
264,6,unknown,13,S0,12,10.213615144273197,501,501,0.02594810379241517
264,6,unknown,13,S0,13,9.849234115750024,501,501,0.02594810379241517
264,6,unknown,13,S0,14,9.651698297890778,501,501,0.02594810379241517
264,6,unknown,13,S0,15,9.53894749643532,501,501,0.02594810379241517
264,6,unknown,13,S0,16,9.373369899516913,501,501,0.02594810379241517
264,6,unknown,13,S0,17,9.19652629537884,501,501,0.02594810379241517
264,6,unknown,13,S0,18,9.050301611301393,501,501,0.02594810379241517
264,6,unknown,13,S0,19,8.889926223460693,501,501,0.02594810379241517
264,6,unknown,13,S0,20,8.770870001382217,501,501,0.02594810379241517
264,12,declining,123,S0,5,13.671392346741454,251,251,0.4900398406374502
264,12,declining,123,S0,6,12.590795796310106,251,251,0.4900398406374502
264,12,declining,123,S0,7,12.223487145456104,251,251,0.4900398406374502
264,12,declining,123,S0,8,11.557918035435636,251,251,0.4900398406374502
264,12,declining,123,S0,9,11.098629040941772,251,251,0.4900398406374502
264,12,declining,123,S0,10,10.642913947931683,251,251,0.4900398406374502
264,12,declining,123,S0,11,10.083056127811911,251,251,0.4900398406374502
264,12,declining,123,S0,12,9.70937214888654,251,251,0.4900398406374502
264,12,declining,123,S0,13,9.271739241656457,251,251,0.4900398406374502
264,12,declining,123,S0,14,8.991493976844543,251,251,0.4900398406374502
264,12,declining,123,S0,15,8.713113814901668,251,251,0.4900398406374502
264,12,declining,123,S0,16,8.244044914916893,251,251,0.4900398406374502
264,12,declining,123,S0,17,8.035452592174469,251,251,0.4900398406374502
264,12,declining,123,S0,18,7.840452795939843,251,251,0.4900398406374502
264,12,declining,123,S0,19,7.673154077802282,251,251,0.4900398406374502
264,12,declining,123,S0,20,7.484747965388221,251,251,0.4900398406374502
264,12,max,24,S0,5,13.671392346741454,251,251,0.09561752988047809
264,12,max,24,S0,6,12.590795796310106,251,251,0.09561752988047809
264,12,max,24,S0,7,12.223487145456104,251,251,0.09561752988047809
264,12,max,24,S0,8,11.557918035435636,251,251,0.09561752988047809
264,12,max,24,S0,9,11.098629040941772,251,251,0.09561752988047809
264,12,max,24,S0,10,10.642913947931683,251,251,0.09561752988047809
264,12,max,24,S0,11,10.083056127811911,251,251,0.09561752988047809
264,12,max,24,S0,12,9.70937214888654,251,251,0.09561752988047809
264,12,max,24,S0,13,9.271739241656457,251,251,0.09561752988047809
264,12,max,24,S0,14,8.991493976844543,251,251,0.09561752988047809
264,12,max,24,S0,15,8.713113814901668,251,251,0.09561752988047809
264,12,max,24,S0,16,8.244044914916893,251,251,0.09561752988047809
264,12,max,24,S0,17,8.035452592174469,251,251,0.09561752988047809
264,12,max,24,S0,18,7.840452795939843,251,251,0.09561752988047809
264,12,max,24,S0,19,7.673154077802282,251,251,0.09561752988047809
264,12,max,24,S0,20,7.484747965388221,251,251,0.09561752988047809
264,12,min,23,S0,5,13.671392346741454,251,251,0.09163346613545817
264,12,min,23,S0,6,12.590795796310106,251,251,0.09163346613545817
264,12,min,23,S0,7,12.223487145456104,251,251,0.09163346613545817
264,12,min,23,S0,8,11.557918035435636,251,251,0.09163346613545817
264,12,min,23,S0,9,11.098629040941772,251,251,0.09163346613545817
264,12,min,23,S0,10,10.642913947931683,251,251,0.09163346613545817
264,12,min,23,S0,11,10.083056127811911,251,251,0.09163346613545817
264,12,min,23,S0,12,9.70937214888654,251,251,0.09163346613545817
264,12,min,23,S0,13,9.271739241656457,251,251,0.09163346613545817
264,12,min,23,S0,14,8.991493976844543,251,251,0.09163346613545817
264,12,min,23,S0,15,8.713113814901668,251,251,0.09163346613545817
264,12,min,23,S0,16,8.244044914916893,251,251,0.09163346613545817
264,12,min,23,S0,17,8.035452592174469,251,251,0.09163346613545817
264,12,min,23,S0,18,7.840452795939843,251,251,0.09163346613545817
264,12,min,23,S0,19,7.673154077802282,251,251,0.09163346613545817
264,12,min,23,S0,20,7.484747965388221,251,251,0.09163346613545817
264,12,rising,74,S0,5,13.671392346741454,251,251,0.2948207171314741
264,12,rising,74,S0,6,12.590795796310106,251,251,0.2948207171314741
264,12,rising,74,S0,7,12.223487145456104,251,251,0.2948207171314741
264,12,rising,74,S0,8,11.557918035435636,251,251,0.2948207171314741
264,12,rising,74,S0,9,11.098629040941772,251,251,0.2948207171314741
264,12,rising,74,S0,10,10.642913947931683,251,251,0.2948207171314741
264,12,rising,74,S0,11,10.083056127811911,251,251,0.2948207171314741
264,12,rising,74,S0,12,9.70937214888654,251,251,0.2948207171314741
264,12,rising,74,S0,13,9.271739241656457,251,251,0.2948207171314741
264,12,rising,74,S0,14,8.991493976844543,251,251,0.2948207171314741
264,12,rising,74,S0,15,8.713113814901668,251,251,0.2948207171314741
264,12,rising,74,S0,16,8.244044914916893,251,251,0.2948207171314741
264,12,rising,74,S0,17,8.035452592174469,251,251,0.2948207171314741
264,12,rising,74,S0,18,7.840452795939843,251,251,0.2948207171314741
264,12,rising,74,S0,19,7.673154077802282,251,251,0.2948207171314741
264,12,rising,74,S0,20,7.484747965388221,251,251,0.2948207171314741
264,12,unknown,7,S0,5,13.671392346741454,251,251,0.027888446215139442
264,12,unknown,7,S0,6,12.590795796310106,251,251,0.027888446215139442
264,12,unknown,7,S0,7,12.223487145456104,251,251,0.027888446215139442
264,12,unknown,7,S0,8,11.557918035435636,251,251,0.027888446215139442
264,12,unknown,7,S0,9,11.098629040941772,251,251,0.027888446215139442
264,12,unknown,7,S0,10,10.642913947931683,251,251,0.027888446215139442
264,12,unknown,7,S0,11,10.083056127811911,251,251,0.027888446215139442
264,12,unknown,7,S0,12,9.70937214888654,251,251,0.027888446215139442
264,12,unknown,7,S0,13,9.271739241656457,251,251,0.027888446215139442
264,12,unknown,7,S0,14,8.991493976844543,251,251,0.027888446215139442
264,12,unknown,7,S0,15,8.713113814901668,251,251,0.027888446215139442
264,12,unknown,7,S0,16,8.244044914916893,251,251,0.027888446215139442
264,12,unknown,7,S0,17,8.035452592174469,251,251,0.027888446215139442
264,12,unknown,7,S0,18,7.840452795939843,251,251,0.027888446215139442
264,12,unknown,7,S0,19,7.673154077802282,251,251,0.027888446215139442
264,12,unknown,7,S0,20,7.484747965388221,251,251,0.027888446215139442
