feature,n,n_nan,frac_nan,mean,median,std,skew,top3_idx_val,bottom3_idx_val
temperature_celsius,740,0,0.0,13.686121621621622,13.39,13.737860684847703,0.09452348984680828,730:53.65;731:51.88;706:49.74,453:-18.34;403:-16.5;465:-16.02
humidity_percent,740,0,0.0,48.406621621621625,48.150000000000006,12.647497174627524,0.09871396327403519,711:82.3;736:81.5;724:81.0,274:20.0;103:20.0;572:20.0
precipitation_mm,740,0,0.0,66.6095945945946,60.05,32.54449399123148,0.7924189952006436,143:169.5;574:168.0;612:163.9,162:15.9;88:15.9;39:16.6
wind_speed_ms,740,0,0.0,7.999189189189189,8.0,2.9683580553351723,0.060218866010972365,227:15.8;42:15.6;525:15.2,321:1.0;49:1.0;715:1.1
urban_heat_island_intensity,740,0,0.0,1.25,1.0,0.4333055749063535,1.1547005383792515,0:2.0;628:2.0;597:2.0,369:1.0;415:1.0;416:1.0
