lambda,N_lambda
4.863668627997503e-09,1
0.003797031686379911,2
0.013036555390818204,3
0.029160786653431615,4
0.04972041654555917,5
0.0667141597011717,6
0.07564432986617592,7
0.0932122215729476,8
0.11186016626879365,9
0.1288300676716407,10
0.13118985109219464,11
0.1410445535355652,12
0.1516765227418827,13
0.16866951218536708,14
0.17681790568758404,15
0.1842768781669354,16
0.19852451540922864,17
0.21244243754764455,18
0.21823544210767074,19
0.22372980854939378,20
0.2263792660595686,21
0.23907036453385688,22
0.24683828902599161,23
0.252429754753519,24
0.25689859500969364,25
0.2723688560085949,26
0.2771229448170196,27
0.2840058317283804,28
0.28733849067065664,29
0.2932589130682272,30
0.2958921552846596,31
0.29817160837490736,32
0.30431598133936416,33
0.311666947568465,34
0.31315873794730037,35
0.3178570540544499,36
0.32063665118358087,37
0.32894828729684905,38
0.32940962311861816,39
0.33420272845056503,40
0.33548996884739707,41
0.34231839674355313,42
0.3541766596249788,43
0.35884921698994,44
0.35994010275639626,45
0.3613005657673575,46
0.3617334483279237,47
0.3631023211068275,48
0.370566676770883,49
0.37131700642204535,50
0.3773317436317741,51
0.3801214265098269,52
0.3813977795705561,53
0.38378721125753074,54
0.3882088301373072,55
0.3894410006755249,56
0.3943734042351871,57
0.39577448983055963,58
0.3989017676522878,59
0.40059181162077795,60
0.40517051405644805,61
0.40694629871529603,62
0.40900828533979,63
0.41089492437547304,64
0.41385907127244875,65
0.41884684565924934,66
0.4203682930273801,67
0.4204337960922417,68
0.4248439491580292,69
0.42846327166909226,70
0.43395397241010236,71
0.4359025646683678,72
0.43807181166755427,73
0.4409726257799635,74
0.4430178345916513,75
0.44691298667804985,76
0.4485995933160276,77
0.45075131174134586,78
0.4521442614852454,79
0.4533442320019069,80
0.45679865370100325,81
0.4586382093069307,82
0.46149133324757935,83
0.46274734884089236,84
0.4664708027063279,85
0.4713259793395377,86
0.47285696825662726,87
0.47449562268900825,88
0.47734748298103336,89
0.4800604761171853,90
0.480685771800857,91
0.4841320212739873,92
0.48681773491399555,93
0.48779790349838337,94
0.4892891747084089,95
0.49279337481542596,96
0.49519817217543366,97
0.4978823077790986,98
0.4996042538062663,99
0.5001542060257563,100
0.5024141827442792,101
0.5031970497727448,102
0.5064959403643238,103
0.5082105947400151,104
0.5114367865240644,105
0.5137505964028476,106
0.5161240832786017,107
0.518633124264234,108
0.5205974570175026,109
0.5223177642538318,110
0.5232494510322098,111
0.5246104614071336,112
0.5257055066513809,113
0.52687544142268,114
0.5280839532683843,115
0.5285004741614677,116
0.5333516340442281,117
0.5340380278579647,118
0.5348227513642091,119
