lambda,N_lambda
3.909473939890662e-09,1
0.004021509473568842,2
0.013332199865939373,3
0.030110202856917772,4
0.05146203749125996,5
0.0693267442524849,6
0.08453436506639203,7
0.09623097096708272,8
0.10507743077196285,9
0.13038545963540937,10
0.13668979980665172,11
0.15080454364947177,12
0.15554050569668337,13
0.17360551911026786,14
0.18346363087323628,15
0.1881580426095469,16
0.19973055250075036,17
0.2115106557076181,18
0.22450190347742055,19
0.2281616884684683,20
0.2342343285258247,21
0.2472865347630485,22
0.2506934532192555,23
0.2599864371067645,24
0.26557447949106955,25
0.27009579241075954,26
0.273907857227053,27
0.2788905333387147,28
0.2823314580996546,29
0.2921945814200192,30
0.29367352934971624,31
0.29725433642656895,32
0.3047767813470525,33
0.3173152848883027,34
0.3193824322878622,35
0.3226377803963904,36
0.32549264271121275,37
0.33082555871501534,38
0.33480634916086843,39
0.34050417456518317,40
0.3410272160039985,41
0.3456642486886358,42
0.3508714670754792,43
0.3556010864626747,44
0.35627001314709417,45
0.35748741071024165,46
0.359019364312032,47
0.3604835842722604,48
0.36896327500487586,49
0.37158843183234946,50
0.37594166699519144,51
0.38002181198876517,52
0.38137254049619784,53
0.38325459775212134,54
0.38931410531411975,55
0.3922652897624275,56
0.39714116486791157,57
0.4003309206329983,58
0.40292218323406376,59
0.4043391378654362,60
0.40677965155938,61
0.40854000545147595,62
0.4123656206253638,63
0.41485247140111037,64
0.41742109672495536,65
0.4186205541338463,66
0.4216272355802348,67
0.4239841169639794,68
0.42677477433976063,69
0.42843230528529846,70
0.43008817777890856,71
0.43130694253865876,72
0.4333352192279801,73
0.43690897500612086,74
0.4392519383768549,75
0.44198761709276857,76
0.445602085086649,77
0.4467762583906672,78
0.4500931102720725,79
0.4523523819309687,80
0.4544119331773173,81
0.456705410562315,82
0.4600544894270441,83
0.46202196393976724,84
0.46261018680078514,85
0.4663020137735173,86
0.46799780797795276,87
0.4708921809233341,88
0.4724532769868371,89
0.4750619088995143,90
0.47680153271042874,91
0.47741450156364595,92
0.4793445106808865,93
0.4826501037840764,94
0.48532244424521637,95
0.4863437453002032,96
0.48790261558805476,97
0.48907058140192644,98
0.49256580193728766,99
0.49314894518785757,100
0.4944949665773514,101
0.49570628825383656,102
0.4973678653145439,103
0.49947900189163225,104
0.5000278978655207,105
0.5033290379418559,106
0.5038962543924612,107
0.5099455812174649,108
0.5119734072229123,109
0.5128667831599293,110
0.5137408402481468,111
0.5166304009439244,112
0.5175133001264196,113
0.5191369935785012,114
0.5202569972108222,115
0.5221972165049418,116
0.523607929201872,117
0.5258630394945033,118
0.5271402992695653,119
0.5294654091904974,120
0.5304091733503609,121
0.5313868403219943,122
0.5361644162495134,123
0.5366831415684707,124
0.537316520360042,125
0.5385231424678502,126
0.5418606902879685,127
0.542566025515718,128
0.545072784550186,129
0.5457035740483973,130
0.5482939459127405,131
0.5495977924312438,132
0.5518096762860967,133
0.5527236003532653,134
0.5549744494940586,135
0.5561780598497225,136
0.5567409828271533,137
0.5582032073587873,138
0.5604300934059935,139
0.5614657699246955,140
0.5631153054737922,141
0.5654259799394381,142
0.5670210442172181,143
0.5679218918124983,144
0.5690684380689071,145
0.5722459076433257,146
0.5749113254204594,147
0.5756596098002268,148
0.5789653304760538,149
0.5803652729032333,150
0.5813120174629822,151
0.5831653199564831,152
0.5846576487585514,153
0.5854216024945937,154
0.5855552095142849,155
0.589413362738103,156
0.5897669547612021,157
0.5913815347543048,158
0.5917895559508956,159
0.5928635640227965,160
0.595160066338667,161
0.5957317158486196,162
0.5967763546266248,163
0.5986178495360754,164
0.5996242337938338,165
0.6007118097940957,166
0.6014299219102527,167
0.602539023169142,168
0.6029144327470046,169
0.6038591874614796,170
0.6046887784401497,171
0.6070521863957923,172
0.6078682729071957,173
0.6095493499858788,174
0.6104619646807589,175
0.6112281326837383,176
0.6124232950832477,177
0.6138623843059595,178
0.6151638961112599,179
0.6165494751991792,180
0.6181080973545632,181
0.6189558174553708,182
0.6198748933136388,183
0.6217807233451216,184
0.6219898331007941,185
0.6225565622984345,186
0.622991176530737,187
0.6236222263982181,188
0.6258142740433232,189
0.6265184445207257,190
0.6277260651446221,191
0.6290245878440515,192
0.6294248563572965,193
0.6310238729181372,194
0.6329546876455393,195
0.635644032399417,196
0.6366095763485184,197
0.6379248456140613,198
0.6394668172550725,199
0.6408312274400048,200
