eig_index,eigval
1,3.909473939890662e-09
2,0.004021509473568842
3,0.013332199865939373
4,0.030110202856917772
5,0.05146203749125996
6,0.0693267442524849
7,0.08453436506639203
8,0.09623097096708272
9,0.10507743077196285
10,0.13038545963540937
11,0.13668979980665172
12,0.15080454364947177
13,0.15554050569668337
14,0.17360551911026786
15,0.18346363087323628
16,0.1881580426095469
17,0.19973055250075036
18,0.2115106557076181
19,0.22450190347742055
20,0.2281616884684683
21,0.2342343285258247
22,0.2472865347630485
23,0.2506934532192555
24,0.2599864371067645
25,0.26557447949106955
26,0.27009579241075954
27,0.273907857227053
28,0.2788905333387147
29,0.2823314580996546
30,0.2921945814200192
31,0.29367352934971624
32,0.29725433642656895
33,0.3047767813470525
34,0.3173152848883027
35,0.3193824322878622
36,0.3226377803963904
37,0.32549264271121275
38,0.33082555871501534
39,0.33480634916086843
40,0.34050417456518317
41,0.3410272160039985
42,0.3456642486886358
43,0.3508714670754792
44,0.3556010864626747
45,0.35627001314709417
46,0.35748741071024165
47,0.359019364312032
48,0.3604835842722604
49,0.36896327500487586
50,0.37158843183234946
51,0.37594166699519144
52,0.38002181198876517
53,0.38137254049619784
54,0.38325459775212134
55,0.38931410531411975
56,0.3922652897624275
57,0.39714116486791157
58,0.4003309206329983
59,0.40292218323406376
60,0.4043391378654362
61,0.40677965155938
62,0.40854000545147595
63,0.4123656206253638
64,0.41485247140111037
65,0.41742109672495536
66,0.4186205541338463
67,0.4216272355802348
68,0.4239841169639794
69,0.42677477433976063
70,0.42843230528529846
71,0.43008817777890856
72,0.43130694253865876
73,0.4333352192279801
74,0.43690897500612086
75,0.4392519383768549
76,0.44198761709276857
77,0.445602085086649
78,0.4467762583906672
79,0.4500931102720725
80,0.4523523819309687
81,0.4544119331773173
82,0.456705410562315
83,0.4600544894270441
84,0.46202196393976724
85,0.46261018680078514
86,0.4663020137735173
87,0.46799780797795276
88,0.4708921809233341
89,0.4724532769868371
90,0.4750619088995143
91,0.47680153271042874
92,0.47741450156364595
93,0.4793445106808865
94,0.4826501037840764
95,0.48532244424521637
96,0.4863437453002032
97,0.48790261558805476
98,0.48907058140192644
99,0.49256580193728766
100,0.49314894518785757
101,0.4944949665773514
102,0.49570628825383656
103,0.4973678653145439
104,0.49947900189163225
105,0.5000278978655207
106,0.5033290379418559
107,0.5038962543924612
108,0.5099455812174649
109,0.5119734072229123
110,0.5128667831599293
111,0.5137408402481468
112,0.5166304009439244
113,0.5175133001264196
114,0.5191369935785012
115,0.5202569972108222
116,0.5221972165049418
117,0.523607929201872
118,0.5258630394945033
119,0.5271402992695653
120,0.5294654091904974
121,0.5304091733503609
122,0.5313868403219943
123,0.5361644162495134
124,0.5366831415684707
125,0.537316520360042
126,0.5385231424678502
127,0.5418606902879685
128,0.542566025515718
129,0.545072784550186
130,0.5457035740483973
131,0.5482939459127405
132,0.5495977924312438
133,0.5518096762860967
134,0.5527236003532653
135,0.5549744494940586
136,0.5561780598497225
137,0.5567409828271533
138,0.5582032073587873
139,0.5604300934059935
140,0.5614657699246955
141,0.5631153054737922
142,0.5654259799394381
143,0.5670210442172181
144,0.5679218918124983
145,0.5690684380689071
146,0.5722459076433257
147,0.5749113254204594
148,0.5756596098002268
149,0.5789653304760538
150,0.5803652729032333
151,0.5813120174629822
152,0.5831653199564831
153,0.5846576487585514
154,0.5854216024945937
155,0.5855552095142849
156,0.589413362738103
157,0.5897669547612021
158,0.5913815347543048
159,0.5917895559508956
160,0.5928635640227965
161,0.595160066338667
162,0.5957317158486196
163,0.5967763546266248
164,0.5986178495360754
165,0.5996242337938338
166,0.6007118097940957
167,0.6014299219102527
168,0.602539023169142
169,0.6029144327470046
170,0.6038591874614796
171,0.6046887784401497
172,0.6070521863957923
173,0.6078682729071957
174,0.6095493499858788
175,0.6104619646807589
176,0.6112281326837383
177,0.6124232950832477
178,0.6138623843059595
179,0.6151638961112599
180,0.6165494751991792
181,0.6181080973545632
182,0.6189558174553708
183,0.6198748933136388
184,0.6217807233451216
185,0.6219898331007941
186,0.6225565622984345
187,0.622991176530737
188,0.6236222263982181
189,0.6258142740433232
190,0.6265184445207257
191,0.6277260651446221
192,0.6290245878440515
193,0.6294248563572965
194,0.6310238729181372
195,0.6329546876455393
196,0.635644032399417
197,0.6366095763485184
198,0.6379248456140613
199,0.6394668172550725
200,0.6408312274400048
201,0.6409529717467067
202,0.6426197634391139
203,0.6440329440116014
204,0.6442935325056788
205,0.6458246326753574
206,0.6465112246420188
207,0.6474969426358823
208,0.6480202833403701
209,0.6493171166429887
210,0.6510774656298103
211,0.6516839370878171
212,0.6520527200791427
213,0.6531721216995625
214,0.6538398068860186
215,0.6556529380691305
216,0.6559694972129687
217,0.657868620246113
218,0.6587534548274739
219,0.6609398537338697
220,0.6621915456500792
221,0.6636759740133688
222,0.6647096276621155
223,0.6662120812189406
224,0.6667286710071672
225,0.6674242967711689
226,0.6687225976881777
227,0.6698272047502746
228,0.6707647168216221
229,0.6722698140949745
230,0.6728137388377103
231,0.6729966699489687
