b,levina_mle,k,n_lambda_total,n_points_fit,theilsen_slope,theilsen_d_s,fit_ok
97,7.938530740134319,3,17,14,0.9318051693730254,1.8636103387460508,True
98,7.945635110766038,0,17,17,0.7559856113729919,1.5119712227459838,True
98,7.945635110766038,1,17,16,0.851890294210113,1.703780588420226,True
98,7.945635110766038,2,17,15,0.8911173872411497,1.7822347744822995,True
98,7.945635110766038,3,17,14,0.9444933763475196,1.8889867526950392,True
99,7.907360628680482,0,17,17,0.7831765780513166,1.5663531561026331,True
99,7.907360628680482,1,17,16,0.8357097640890445,1.671419528178089,True
99,7.907360628680482,2,17,15,0.883405622356216,1.766811244712432,True
99,7.907360628680482,3,17,14,0.9219191267527064,1.8438382535054127,True
100,7.981593354575467,0,16,16,0.7728691501695941,1.5457383003391882,True
100,7.981593354575467,1,16,15,0.8672013550676541,1.7344027101353081,True
100,7.981593354575467,2,16,14,0.8968500453627626,1.7937000907255252,True
100,7.981593354575467,3,16,13,0.9378653784632002,1.8757307569264003,True
101,7.897929221113626,0,16,16,0.7648956050765546,1.5297912101531093,True
101,7.897929221113626,1,16,15,0.8267424044053772,1.6534848088107543,True
101,7.897929221113626,2,16,14,0.8816522867514559,1.7633045735029118,True
101,7.897929221113626,3,16,13,0.966519617964848,1.933039235929696,True
102,7.924481800577412,0,16,16,0.7894214714051702,1.5788429428103403,True
102,7.924481800577412,1,16,15,0.8519705933549039,1.7039411867098078,True
102,7.924481800577412,2,16,14,0.8919526757822797,1.7839053515645593,True
102,7.924481800577412,3,16,13,0.9465501925454388,1.8931003850908776,True
103,7.951888225763228,0,16,16,0.7476792976334851,1.4953585952669701,True
103,7.951888225763228,1,16,15,0.8189022870151264,1.6378045740302527,True
103,7.951888225763228,2,16,14,0.8729018409966465,1.745803681993293,True
103,7.951888225763228,3,16,13,0.9148032152827907,1.8296064305655815,True
104,7.984616935622644,0,17,17,0.8153842156634112,1.6307684313268225,True
104,7.984616935622644,1,17,16,0.8621582482166393,1.7243164964332787,True
104,7.984616935622644,2,17,15,0.905661848804229,1.811323697608458,True
104,7.984616935622644,3,17,14,0.9320987977519378,1.8641975955038756,True
105,7.931255851880159,0,15,15,0.7134544538708176,1.4269089077416353,True
105,7.931255851880159,1,15,14,0.7666475718891607,1.5332951437783213,True
105,7.931255851880159,2,15,13,0.8178045657785386,1.635609131557077,True
105,7.931255851880159,3,15,12,0.8694460719923931,1.7388921439847862,True
106,7.967887636937665,0,16,16,0.7813368880067019,1.5626737760134037,True
106,7.967887636937665,1,16,15,0.834608964979238,1.669217929958476,True
106,7.967887636937665,2,16,14,0.8595523760772564,1.7191047521545129,True
106,7.967887636937665,3,16,13,0.8955240647746116,1.791048129549223,True
107,7.905868630041345,0,17,17,0.7880836578782557,1.5761673157565115,True
107,7.905868630041345,1,17,16,0.8571206390792873,1.7142412781585745,True
107,7.905868630041345,2,17,15,0.896465765800895,1.79293153160179,True
107,7.905868630041345,3,17,14,0.9291536621647101,1.8583073243294201,True
108,7.942738786145612,0,17,17,0.8383353416935605,1.676670683387121,True
108,7.942738786145612,1,17,16,0.8867246100011955,1.773449220002391,True
108,7.942738786145612,2,17,15,0.9307331855286546,1.8614663710573092,True
108,7.942738786145612,3,17,14,0.9700015804363749,1.9400031608727497,True
109,8.003552010032275,0,16,16,0.7740350659462583,1.5480701318925165,True
109,8.003552010032275,1,16,15,0.8432846971597834,1.6865693943195668,True
109,8.003552010032275,2,16,14,0.9074596906219369,1.8149193812438738,True
109,8.003552010032275,3,16,13,0.9469858841287904,1.8939717682575807,True
110,7.981257069949162,0,16,16,0.7459906299315904,1.4919812598631808,True
110,7.981257069949162,1,16,15,0.8047833877469153,1.6095667754938305,True
110,7.981257069949162,2,16,14,0.8786893739303953,1.7573787478607905,True
110,7.981257069949162,3,16,13,0.9171433337403526,1.8342866674807052,True
111,7.995093691551481,0,17,17,0.7865767570613494,1.5731535141226989,True
111,7.995093691551481,1,17,16,0.8445320582264124,1.6890641164528248,True
111,7.995093691551481,2,17,15,0.9111457734240704,1.8222915468481409,True
111,7.995093691551481,3,17,14,0.9689067929761815,1.937813585952363,True
112,7.8988417054826705,0,15,15,0.7230206264981737,1.4460412529963473,True
112,7.8988417054826705,1,15,14,0.7820336244351772,1.5640672488703544,True
112,7.8988417054826705,2,15,13,0.8339626653270746,1.6679253306541493,True
112,7.8988417054826705,3,15,12,0.8823076904385245,1.764615380877049,True
113,7.956053948014691,0,17,17,0.8470554173418468,1.6941108346836935,True
113,7.956053948014691,1,17,16,0.9060948813991118,1.8121897627982235,True
113,7.956053948014691,2,17,15,0.9683029110329471,1.9366058220658942,True
113,7.956053948014691,3,17,14,0.9996824529855491,1.9993649059710983,True
114,7.9402408913359475,0,16,16,0.8005037145902069,1.6010074291804137,True
114,7.9402408913359475,1,16,15,0.860090894631998,1.720181789263996,True
114,7.9402408913359475,2,16,14,0.9150930792744287,1.8301861585488575,True
114,7.9402408913359475,3,16,13,0.9512106242583264,1.9024212485166527,True
115,8.016001464345683,0,16,16,0.7743075394588914,1.5486150789177828,True
115,8.016001464345683,1,16,15,0.8558781588689462,1.7117563177378925,True
115,8.016001464345683,2,16,14,0.928252265186358,1.856504530372716,True
115,8.016001464345683,3,16,13,0.9674041984025067,1.9348083968050134,True
116,7.971925671272528,0,16,16,0.7334127722188583,1.4668255444377165,True
116,7.971925671272528,1,16,15,0.8119817238104424,1.6239634476208848,True
116,7.971925671272528,2,16,14,0.8713604560638422,1.7427209121276843,True
116,7.971925671272528,3,16,13,0.8974780350978041,1.7949560701956082,True
117,7.883633622285084,0,16,16,0.7658052297297593,1.5316104594595186,True
117,7.883633622285084,1,16,15,0.8520549180306786,1.7041098360613571,True
117,7.883633622285084,2,16,14,0.8899973589390573,1.7799947178781146,True
117,7.883633622285084,3,16,13,0.9300892763581439,1.8601785527162877,True
118,8.02495532251313,0,16,16,0.7780648111556141,1.5561296223112282,True
118,8.02495532251313,1,16,15,0.8194891129947358,1.6389782259894716,True
118,8.02495532251313,2,16,14,0.8711287491593592,1.7422574983187185,True
118,8.02495532251313,3,16,13,0.9024864764660637,1.8049729529321275,True
119,7.908955402945107,0,16,16,0.7371842237364858,1.4743684474729717,True
119,7.908955402945107,1,16,15,0.7943438802437226,1.5886877604874452,True
119,7.908955402945107,2,16,14,0.8375413642511227,1.6750827285022454,True
119,7.908955402945107,3,16,13,0.872130903763798,1.744261807527596,True
120,7.897384849624844,0,17,17,0.7989379594955798,1.5978759189911595,True
120,7.897384849624844,1,17,16,0.8732222982418933,1.7464445964837867,True
120,7.897384849624844,2,17,15,0.9188639675082296,1.8377279350164593,True
120,7.897384849624844,3,17,14,0.9517759042821798,1.9035518085643597,True
121,7.90021076653581,0,16,16,0.7738393417732979,1.5476786835465959,True
121,7.90021076653581,1,16,15,0.8524726857573653,1.7049453715147307,True
121,7.90021076653581,2,16,14,0.8993373973767927,1.7986747947535855,True
121,7.90021076653581,3,16,13,0.9264880254624511,1.8529760509249023,True
122,7.968829448651215,0,17,17,0.7908781775730978,1.5817563551461955,True
122,7.968829448651215,1,17,16,0.8431905470987198,1.6863810941974395,True
122,7.968829448651215,2,17,15,0.8856616625067195,1.771323325013439,True
122,7.968829448651215,3,17,14,0.9274285245045639,1.8548570490091278,True
123,7.980927790584729,0,16,16,0.7810414264010704,1.5620828528021409,True
123,7.980927790584729,1,16,15,0.84312007388505,1.6862401477701,True
123,7.980927790584729,2,16,14,0.8725680900784003,1.7451361801568006,True
123,7.980927790584729,3,16,13,0.9101421671127966,1.8202843342255932,True
124,7.992109037706336,0,15,15,0.737238174033874,1.474476348067748,True
124,7.992109037706336,1,15,14,0.8165453099614693,1.6330906199229387,True
124,7.992109037706336,2,15,13,0.8716786432367782,1.7433572864735565,True
124,7.992109037706336,3,15,12,0.9105432976086049,1.8210865952172097,True
125,7.996844688860067,0,16,16,0.7435620532852937,1.4871241065705874,True
125,7.996844688860067,1,16,15,0.8009725074388785,1.601945014877757,True
125,7.996844688860067,2,16,14,0.8506050643002939,1.7012101286005878,True
125,7.996844688860067,3,16,13,0.8973953502079044,1.7947907004158088,True
126,7.9291298060448305,0,17,17,0.8124665937568827,1.6249331875137654,True
126,7.9291298060448305,1,17,16,0.8673176552373977,1.7346353104747954,True
126,7.9291298060448305,2,17,15,0.9102998327069687,1.8205996654139374,True
126,7.9291298060448305,3,17,14,0.9349720169054054,1.8699440338108109,True
127,7.909152196207451,0,17,17,0.8205545489420332,1.6411090978840663,True
127,7.909152196207451,1,17,16,0.8683608154138316,1.7367216308276632,True
127,7.909152196207451,2,17,15,0.8968853164878533,1.7937706329757066,True
127,7.909152196207451,3,17,14,0.9357913855278072,1.8715827710556143,True
128,7.951352536746369,0,16,16,0.7500296250714665,1.500059250142933,True
128,7.951352536746369,1,16,15,0.8170547204034991,1.6341094408069983,True
128,7.951352536746369,2,16,14,0.8654757139562403,1.7309514279124807,True
128,7.951352536746369,3,16,13,0.8902268913170003,1.7804537826340006,True
129,8.005614820319174,0,16,16,0.7222056305042073,1.4444112610084145,True
129,8.005614820319174,1,16,15,0.7912396644939133,1.5824793289878265,True
129,8.005614820319174,2,16,14,0.8385579866965046,1.6771159733930092,True
129,8.005614820319174,3,16,13,0.8893450677706444,1.7786901355412887,True
130,7.901550217369087,0,16,16,0.7714408093668749,1.5428816187337497,True
130,7.901550217369087,1,16,15,0.8192292163974293,1.6384584327948586,True
130,7.901550217369087,2,16,14,0.8826650306095472,1.7653300612190943,True
130,7.901550217369087,3,16,13,0.9106979920519882,1.8213959841039764,True
131,7.821491194049116,0,16,16,0.7523880866610213,1.5047761733220426,True
131,7.821491194049116,1,16,15,0.8081101966042787,1.6162203932085575,True
131,7.821491194049116,2,16,14,0.8754111087524751,1.7508222175049502,True
131,7.821491194049116,3,16,13,0.9348723694461771,1.8697447388923543,True
132,7.940085540732096,0,16,16,0.759426545697238,1.518853091394476,True
132,7.940085540732096,1,16,15,0.8052638725288636,1.6105277450577271,True
132,7.940085540732096,2,16,14,0.8484215872030049,1.6968431744060097,True
132,7.940085540732096,3,16,13,0.8836875635303112,1.7673751270606224,True
133,7.969399727522219,0,16,16,0.7557222902589703,1.5114445805179406,True
133,7.969399727522219,1,16,15,0.8139351982601057,1.6278703965202115,True
133,7.969399727522219,2,16,14,0.8813616220499623,1.7627232440999245,True
133,7.969399727522219,3,16,13,0.9117281508120391,1.8234563016240781,True
134,7.935096551041584,0,16,16,0.7584365792395028,1.5168731584790056,True
134,7.935096551041584,1,16,15,0.8293340551850337,1.6586681103700673,True
134,7.935096551041584,2,16,14,0.8730239827343409,1.7460479654686818,True
134,7.935096551041584,3,16,13,0.9035823391200377,1.8071646782400754,True
135,7.880084209355111,0,17,17,0.8235011424172268,1.6470022848344537,True
135,7.880084209355111,1,17,16,0.8810474695412285,1.762094939082457,True
135,7.880084209355111,2,17,15,0.9348408694676765,1.869681738935353,True
135,7.880084209355111,3,17,14,0.9760595338648941,1.9521190677297882,True
136,7.8989106985589235,0,17,17,0.8047013747494451,1.6094027494988903,True
136,7.8989106985589235,1,17,16,0.8716946056263962,1.7433892112527924,True
136,7.8989106985589235,2,17,15,0.9166837506279426,1.8333675012558852,True
136,7.8989106985589235,3,17,14,0.9512897850399495,1.902579570079899,True
137,7.982308579603174,0,16,16,0.7226340185601924,1.4452680371203848,True
137,7.982308579603174,1,16,15,0.7934873499224657,1.5869746998449314,True
137,7.982308579603174,2,16,14,0.8491893167198433,1.6983786334396866,True
137,7.982308579603174,3,16,13,0.8913349243069875,1.782669848613975,True
138,8.017379134038434,0,17,17,0.7667368466186771,1.5334736932373543,True
138,8.017379134038434,1,17,16,0.8457215793541546,1.6914431587083092,True
138,8.017379134038434,2,17,15,0.8669916683894784,1.7339833367789568,True
138,8.017379134038434,3,17,14,0.9085226721869992,1.8170453443739985,True
139,7.990717237039076,0,16,16,0.7649290098343363,1.5298580196686726,True
139,7.990717237039076,1,16,15,0.8174686532631908,1.6349373065263817,True
139,7.990717237039076,2,16,14,0.8701178121034777,1.7402356242069554,True
139,7.990717237039076,3,16,13,0.9034617041448861,1.8069234082897723,True
140,8.032576294184048,0,15,15,0.6905201559171744,1.3810403118343488,True
140,8.032576294184048,1,15,14,0.7732356923858464,1.5464713847716929,True
140,8.032576294184048,2,15,13,0.8354257181220476,1.6708514362440952,True
140,8.032576294184048,3,15,12,0.9085573716058346,1.8171147432116692,True
141,7.959388014819786,0,17,17,0.813100242883191,1.626200485766382,True
141,7.959388014819786,1,17,16,0.8727020376910531,1.7454040753821063,True
141,7.959388014819786,2,17,15,0.902965684408369,1.805931368816738,True
141,7.959388014819786,3,17,14,0.9396773070694915,1.879354614138983,True
142,8.084957078191803,0,17,17,0.8073943409920202,1.6147886819840405,True
142,8.084957078191803,1,17,16,0.8474350906048755,1.694870181209751,True
142,8.084957078191803,2,17,15,0.8858728444052126,1.7717456888104253,True
142,8.084957078191803,3,17,14,0.9191409154055696,1.8382818308111393,True
143,7.933230176580849,0,17,17,0.8144754338020606,1.6289508676041211,True
143,7.933230176580849,1,17,16,0.870197092842617,1.740394185685234,True
143,7.933230176580849,2,17,15,0.9179535858411689,1.8359071716823379,True
143,7.933230176580849,3,17,14,0.9793887294846159,1.9587774589692317,True
144,7.926412134993213,0,16,16,0.7954935757788157,1.5909871515576315,True
144,7.926412134993213,1,16,15,0.8659384114493639,1.7318768228987278,True
144,7.926412134993213,2,16,14,0.912052177476936,1.824104354953872,True
144,7.926412134993213,3,16,13,0.9469828717738635,1.893965743547727,True
145,7.893522154423302,0,17,17,0.8261987226462205,1.652397445292441,True
145,7.893522154423302,1,17,16,0.8990616634412605,1.798123326882521,True
145,7.893522154423302,2,17,15,0.9301187514807703,1.8602375029615406,True
145,7.893522154423302,3,17,14,0.9772445656327733,1.9544891312655466,True
146,7.991439495625553,0,16,16,0.7879844427961306,1.5759688855922611,True
146,7.991439495625553,1,16,15,0.8579770165464402,1.7159540330928804,True
146,7.991439495625553,2,16,14,0.9042031535236342,1.8084063070472685,True
146,7.991439495625553,3,16,13,0.9381781481368107,1.8763562962736213,True
147,8.049729217555004,0,17,17,0.8062338640665315,1.612467728133063,True
147,8.049729217555004,1,17,16,0.8833810776253015,1.766762155250603,True
147,8.049729217555004,2,17,15,0.9097098986489998,1.8194197972979995,True
147,8.049729217555004,3,17,14,0.9424344495562058,1.8848688991124116,True
148,8.018409694386818,0,17,17,0.8097862194958679,1.6195724389917359,True
148,8.018409694386818,1,17,16,0.874363105861162,1.748726211722324,True
148,8.018409694386818,2,17,15,0.9257226374469119,1.8514452748938237,True
148,8.018409694386818,3,17,14,0.9539947536000603,1.9079895072001205,True
149,7.93076345426158,0,17,17,0.7754863331060718,1.5509726662121437,True
149,7.93076345426158,1,17,16,0.8429231140265356,1.6858462280530713,True
149,7.93076345426158,2,17,15,0.8826187545619555,1.765237509123911,True
149,7.93076345426158,3,17,14,0.9197884187584453,1.8395768375168906,True
150,8.019736022282547,0,16,16,0.7458540050939912,1.4917080101879825,True
150,8.019736022282547,1,16,15,0.7937946256149343,1.5875892512298686,True
150,8.019736022282547,2,16,14,0.8471811950517087,1.6943623901034175,True
150,8.019736022282547,3,16,13,0.8772680948632652,1.7545361897265304,True
