b,levina_mle,k,n_lambda_total,n_points_fit,theilsen_slope,theilsen_d_s,fit_ok
24,7.9765567324574675,0,17,17,0.7726283025822813,1.5452566051645626,True
24,7.9765567324574675,1,17,16,0.8140471387814959,1.6280942775629919,True
24,7.9765567324574675,2,17,15,0.8798356084426147,1.7596712168852293,True
24,7.9765567324574675,3,17,14,0.9185454896195565,1.837090979239113,True
25,8.012839157037629,0,16,16,0.7128120981284677,1.4256241962569354,True
25,8.012839157037629,1,16,15,0.7857534968352595,1.571506993670519,True
25,8.012839157037629,2,16,14,0.8363102822891616,1.6726205645783232,True
25,8.012839157037629,3,16,13,0.8659078582396535,1.731815716479307,True
26,8.007720764647399,0,16,16,0.725173292707213,1.450346585414426,True
26,8.007720764647399,1,16,15,0.7932981104980245,1.586596220996049,True
26,8.007720764647399,2,16,14,0.8416234203612207,1.6832468407224415,True
26,8.007720764647399,3,16,13,0.871080933336405,1.74216186667281,True
27,7.912461066226154,0,17,17,0.7902869059628567,1.5805738119257133,True
27,7.912461066226154,1,17,16,0.8569270838889497,1.7138541677778993,True
27,7.912461066226154,2,17,15,0.9079410694790955,1.815882138958191,True
27,7.912461066226154,3,17,14,0.9323613309282568,1.8647226618565136,True
28,7.97836414621192,0,16,16,0.7313450479802217,1.4626900959604434,True
28,7.97836414621192,1,16,15,0.7915376940597166,1.5830753881194333,True
28,7.97836414621192,2,16,14,0.8524964996592016,1.7049929993184032,True
28,7.97836414621192,3,16,13,0.9019651599757492,1.8039303199514984,True
29,7.861878476498112,0,17,17,0.7963700319732965,1.592740063946593,True
29,7.861878476498112,1,17,16,0.8373726098286814,1.674745219657363,True
29,7.861878476498112,2,17,15,0.8566273977693661,1.7132547955387323,True
29,7.861878476498112,3,17,14,0.8921076824200677,1.7842153648401353,True
30,8.064445152894214,0,17,17,0.8009298935628348,1.6018597871256697,True
30,8.064445152894214,1,17,16,0.8474615679639832,1.6949231359279664,True
30,8.064445152894214,2,17,15,0.8875932119767103,1.7751864239534205,True
30,8.064445152894214,3,17,14,0.9122146356917538,1.8244292713835075,True
31,7.871167544239357,0,17,17,0.8271129302648249,1.6542258605296498,True
31,7.871167544239357,1,17,16,0.8614787191224542,1.7229574382449084,True
31,7.871167544239357,2,17,15,0.9226260977566755,1.845252195513351,True
31,7.871167544239357,3,17,14,0.9535925483615997,1.9071850967231994,True
32,7.827397132579647,0,16,16,0.7748401842194618,1.5496803684389235,True
32,7.827397132579647,1,16,15,0.8722013024324913,1.7444026048649826,True
32,7.827397132579647,2,16,14,0.8850032248602926,1.7700064497205852,True
32,7.827397132579647,3,16,13,0.9184091939011725,1.836818387802345,True
33,7.927625349783027,0,18,18,0.8207504521515182,1.6415009043030364,True
33,7.927625349783027,1,18,17,0.8594050783160521,1.7188101566321041,True
33,7.927625349783027,2,18,16,0.9042118361673767,1.8084236723347533,True
33,7.927625349783027,3,18,15,0.954485869766354,1.908971739532708,True
34,7.90218330938506,0,16,16,0.7552172790050792,1.5104345580101584,True
34,7.90218330938506,1,16,15,0.8179689131439072,1.6359378262878144,True
34,7.90218330938506,2,16,14,0.8682907597754681,1.7365815195509362,True
34,7.90218330938506,3,16,13,0.929706140505679,1.859412281011358,True
35,7.861514236672479,0,17,17,0.7820338726832103,1.5640677453664207,True
35,7.861514236672479,1,17,16,0.8265863752485324,1.6531727504970648,True
35,7.861514236672479,2,17,15,0.8661107074126835,1.732221414825367,True
35,7.861514236672479,3,17,14,0.915352057433626,1.830704114867252,True
36,7.955752151525118,0,16,16,0.7703922969722424,1.5407845939444849,True
36,7.955752151525118,1,16,15,0.8390043124089928,1.6780086248179855,True
36,7.955752151525118,2,16,14,0.9002639846910595,1.800527969382119,True
36,7.955752151525118,3,16,13,0.9278639067779381,1.8557278135558761,True
37,7.953332004955717,0,16,16,0.7509913817139414,1.5019827634278828,True
37,7.953332004955717,1,16,15,0.8257535750206989,1.6515071500413978,True
37,7.953332004955717,2,16,14,0.8686801447164565,1.737360289432913,True
37,7.953332004955717,3,16,13,0.9202745240648748,1.8405490481297495,True
38,7.977343613546656,0,15,15,0.7301923831312883,1.4603847662625766,True
38,7.977343613546656,1,15,14,0.7647767128102188,1.5295534256204375,True
38,7.977343613546656,2,15,13,0.8372287650722954,1.6744575301445908,True
38,7.977343613546656,3,15,12,0.885034600866368,1.770069201732736,True
39,7.968022614497558,0,16,16,0.7587829273295802,1.5175658546591604,True
39,7.968022614497558,1,16,15,0.8289948539645287,1.6579897079290573,True
39,7.968022614497558,2,16,14,0.8737732132930977,1.7475464265861953,True
39,7.968022614497558,3,16,13,0.9466635137022973,1.8933270274045946,True
40,7.873850168242122,0,17,17,0.8166258075928667,1.6332516151857335,True
40,7.873850168242122,1,17,16,0.8800499451782837,1.7600998903565674,True
40,7.873850168242122,2,17,15,0.9312802344917381,1.8625604689834763,True
40,7.873850168242122,3,17,14,0.9845794023892934,1.9691588047785868,True
41,7.9876144182637745,0,17,17,0.7780867634712274,1.5561735269424548,True
41,7.9876144182637745,1,17,16,0.8194375175470829,1.6388750350941659,True
41,7.9876144182637745,2,17,15,0.8683127311944718,1.7366254623889437,True
41,7.9876144182637745,3,17,14,0.9051490028009525,1.810298005601905,True
42,7.937867736429879,0,17,17,0.7875365946042382,1.5750731892084764,True
42,7.937867736429879,1,17,16,0.8286987361489406,1.6573974722978813,True
42,7.937867736429879,2,17,15,0.8775190833025236,1.7550381666050472,True
42,7.937867736429879,3,17,14,0.9175158032481541,1.8350316064963081,True
43,7.992511455306,0,17,17,0.8082434745429683,1.6164869490859366,True
43,7.992511455306,1,17,16,0.8521952913548776,1.7043905827097552,True
43,7.992511455306,2,17,15,0.8944574236592596,1.7889148473185192,True
43,7.992511455306,3,17,14,0.9224821151781608,1.8449642303563216,True
44,7.879946387234554,0,16,16,0.7824548227141032,1.5649096454282063,True
44,7.879946387234554,1,16,15,0.8452111254338123,1.6904222508676245,True
44,7.879946387234554,2,16,14,0.8735427478489499,1.7470854956978998,True
44,7.879946387234554,3,16,13,0.9088747915768418,1.8177495831536836,True
45,7.956613159711417,0,16,16,0.7737396002176569,1.5474792004353137,True
45,7.956613159711417,1,16,15,0.8132774034740601,1.6265548069481202,True
45,7.956613159711417,2,16,14,0.8660866424236725,1.732173284847345,True
45,7.956613159711417,3,16,13,0.9060576760339968,1.8121153520679936,True
46,7.920921171603077,0,16,16,0.7838050207877988,1.5676100415755976,True
46,7.920921171603077,1,16,15,0.8558507906898977,1.7117015813797953,True
46,7.920921171603077,2,16,14,0.9343523491145778,1.8687046982291555,True
46,7.920921171603077,3,16,13,0.9550574320557109,1.9101148641114218,True
47,7.938710249407674,0,16,16,0.748361997741342,1.496723995482684,True
47,7.938710249407674,1,16,15,0.7857795425904621,1.5715590851809242,True
47,7.938710249407674,2,16,14,0.8470166077416331,1.6940332154832662,True
47,7.938710249407674,3,16,13,0.8687361373404109,1.7374722746808218,True
48,7.954417647928173,0,16,16,0.7530390797460579,1.5060781594921158,True
48,7.954417647928173,1,16,15,0.8141263438247236,1.6282526876494472,True
48,7.954417647928173,2,16,14,0.8547157521385521,1.7094315042771042,True
48,7.954417647928173,3,16,13,0.8751791046051707,1.7503582092103414,True
49,7.99842146196833,0,17,17,0.8292098120777526,1.6584196241555051,True
49,7.99842146196833,1,17,16,0.8669486251213506,1.7338972502427012,True
49,7.99842146196833,2,17,15,0.9083075667590697,1.8166151335181393,True
49,7.99842146196833,3,17,14,0.9406831647213151,1.8813663294426302,True
50,7.918341991999484,0,16,16,0.7434421369407993,1.4868842738815986,True
50,7.918341991999484,1,16,15,0.7881433380033015,1.576286676006603,True
50,7.918341991999484,2,16,14,0.8552457783031265,1.710491556606253,True
50,7.918341991999484,3,16,13,0.8953961335924719,1.7907922671849439,True
51,7.877699434195957,0,16,16,0.767492133297961,1.534984266595922,True
51,7.877699434195957,1,16,15,0.8396418945680593,1.6792837891361185,True
51,7.877699434195957,2,16,14,0.914420634532371,1.828841269064742,True
51,7.877699434195957,3,16,13,0.9300273098736281,1.8600546197472563,True
52,7.890868725343124,0,18,18,0.8569295810799619,1.7138591621599237,True
52,7.890868725343124,1,18,17,0.90438323974387,1.80876647948774,True
52,7.890868725343124,2,18,16,0.9502773604870846,1.900554720974169,True
52,7.890868725343124,3,18,15,0.9904175154014515,1.980835030802903,True
53,7.948769443940886,0,16,16,0.7384917426014747,1.4769834852029493,True
53,7.948769443940886,1,16,15,0.8149995672958331,1.6299991345916662,True
53,7.948769443940886,2,16,14,0.8687651062721324,1.7375302125442649,True
53,7.948769443940886,3,16,13,0.9136089755266522,1.8272179510533044,True
54,7.960678417037432,0,16,16,0.7504234541439492,1.5008469082878984,True
54,7.960678417037432,1,16,15,0.8304869596147384,1.6609739192294768,True
54,7.960678417037432,2,16,14,0.8766078969989332,1.7532157939978663,True
54,7.960678417037432,3,16,13,0.9027877043903058,1.8055754087806115,True
55,7.95531831729205,0,17,17,0.8103801454911744,1.6207602909823489,True
55,7.95531831729205,1,17,16,0.8513906362654144,1.702781272530829,True
55,7.95531831729205,2,17,15,0.9075663947993403,1.8151327895986806,True
55,7.95531831729205,3,17,14,0.9613908610170818,1.9227817220341636,True
56,7.923251775769425,0,16,16,0.7295334566491749,1.4590669132983498,True
56,7.923251775769425,1,16,15,0.8149140303258454,1.6298280606516908,True
56,7.923251775769425,2,16,14,0.882961753039301,1.765923506078602,True
56,7.923251775769425,3,16,13,0.9250620314081971,1.8501240628163942,True
57,7.935703574493408,0,17,17,0.8361622914164432,1.6723245828328863,True
57,7.935703574493408,1,17,16,0.8926779582097908,1.7853559164195816,True
57,7.935703574493408,2,17,15,0.9293792134687002,1.8587584269374005,True
57,7.935703574493408,3,17,14,0.956597200887322,1.913194401774644,True
58,7.841810336235854,0,16,16,0.7683693847682067,1.5367387695364134,True
58,7.841810336235854,1,16,15,0.8424628618029651,1.6849257236059303,True
58,7.841810336235854,2,16,14,0.8820024183793477,1.7640048367586953,True
58,7.841810336235854,3,16,13,0.9431425393241943,1.8862850786483887,True
59,7.934618450736899,0,17,17,0.7571080808280847,1.5142161616561693,True
59,7.934618450736899,1,17,16,0.8189280618862218,1.6378561237724436,True
59,7.934618450736899,2,17,15,0.8643130575541357,1.7286261151082714,True
59,7.934618450736899,3,17,14,0.8878059009524447,1.7756118019048894,True
60,7.947828299080699,0,16,16,0.755752469250173,1.511504938500346,True
60,7.947828299080699,1,16,15,0.8045941674811278,1.6091883349622556,True
60,7.947828299080699,2,16,14,0.8714809900223276,1.7429619800446552,True
60,7.947828299080699,3,16,13,0.9201307271748208,1.8402614543496416,True
61,7.938693274638643,0,16,16,0.7906574051887073,1.5813148103774146,True
61,7.938693274638643,1,16,15,0.8696387801948471,1.7392775603896942,True
61,7.938693274638643,2,16,14,0.9236180890110319,1.8472361780220639,True
61,7.938693274638643,3,16,13,0.9751663251902019,1.9503326503804037,True
62,7.788593264355143,0,17,17,0.8014384103004343,1.6028768206008686,True
62,7.788593264355143,1,17,16,0.8416576983049158,1.6833153966098315,True
62,7.788593264355143,2,17,15,0.9176161592407128,1.8352323184814257,True
62,7.788593264355143,3,17,14,0.9632504917637589,1.9265009835275178,True
63,8.022024970458514,0,16,16,0.7801142061763668,1.5602284123527337,True
63,8.022024970458514,1,16,15,0.8416992712896668,1.6833985425793336,True
63,8.022024970458514,2,16,14,0.8991570888193443,1.7983141776386886,True
63,8.022024970458514,3,16,13,0.9333918636310027,1.8667837272620054,True
64,8.038525491408322,0,16,16,0.7602176616357889,1.5204353232715777,True
64,8.038525491408322,1,16,15,0.841277149030111,1.682554298060222,True
64,8.038525491408322,2,16,14,0.8771952175496892,1.7543904350993784,True
64,8.038525491408322,3,16,13,0.8976760505156425,1.795352101031285,True
65,7.940395057128586,0,17,17,0.795191757066397,1.590383514132794,True
65,7.940395057128586,1,17,16,0.8490108419326917,1.6980216838653834,True
65,7.940395057128586,2,17,15,0.8918909076623205,1.783781815324641,True
65,7.940395057128586,3,17,14,0.924182126910201,1.848364253820402,True
66,7.875755386311846,0,17,17,0.8356545226800994,1.6713090453601989,True
66,7.875755386311846,1,17,16,0.8861597481802619,1.7723194963605238,True
66,7.875755386311846,2,17,15,0.9572354606484292,1.9144709212968585,True
66,7.875755386311846,3,17,14,0.9895731461837801,1.9791462923675602,True
67,7.914944577992495,0,15,15,0.7038626146376931,1.4077252292753861,True
67,7.914944577992495,1,15,14,0.7604871474119438,1.5209742948238876,True
67,7.914944577992495,2,15,13,0.8293941768932194,1.6587883537864387,True
67,7.914944577992495,3,15,12,0.8726772144122282,1.7453544288244565,True
68,7.981433914725656,0,16,16,0.7633792044050035,1.526758408810007,True
68,7.981433914725656,1,16,15,0.8439187131309717,1.6878374262619433,True
68,7.981433914725656,2,16,14,0.8786593656190951,1.7573187312381902,True
68,7.981433914725656,3,16,13,0.9083897188998673,1.8167794377997346,True
69,7.899687007101974,0,17,17,0.8736402097200546,1.7472804194401093,True
69,7.899687007101974,1,17,16,0.9123276031799037,1.8246552063598074,True
69,7.899687007101974,2,17,15,0.9614972335564612,1.9229944671129224,True
69,7.899687007101974,3,17,14,1.0039938513447881,2.0079877026895763,True
70,7.855492001982073,0,17,17,0.8096673964256622,1.6193347928513244,True
70,7.855492001982073,1,17,16,0.8651185670529248,1.7302371341058496,True
70,7.855492001982073,2,17,15,0.912009999070162,1.824019998140324,True
70,7.855492001982073,3,17,14,0.9379727607189215,1.875945521437843,True
71,8.025147157701117,0,17,17,0.8175892694812978,1.6351785389625957,True
71,8.025147157701117,1,17,16,0.8878316932426242,1.7756633864852485,True
71,8.025147157701117,2,17,15,0.9449061693547378,1.8898123387094756,True
71,8.025147157701117,3,17,14,0.9983313915896879,1.9966627831793757,True
72,7.986541747162774,0,17,17,0.8418855382022817,1.6837710764045635,True
72,7.986541747162774,1,17,16,0.8774024600078975,1.754804920015795,True
72,7.986541747162774,2,17,15,0.9257816371809755,1.851563274361951,True
72,7.986541747162774,3,17,14,0.9583004965928422,1.9166009931856844,True
73,7.90805959976335,0,16,16,0.7459160118491764,1.4918320236983529,True
73,7.90805959976335,1,16,15,0.8084975931029922,1.6169951862059844,True
73,7.90805959976335,2,16,14,0.8358739134594432,1.6717478269188863,True
73,7.90805959976335,3,16,13,0.8732451541850139,1.7464903083700278,True
74,7.886875795083735,0,17,17,0.7854898258308992,1.5709796516617984,True
74,7.886875795083735,1,17,16,0.8313537644520081,1.6627075289040163,True
74,7.886875795083735,2,17,15,0.8827859189396433,1.7655718378792866,True
74,7.886875795083735,3,17,14,0.9056323321218525,1.811264664243705,True
75,7.961259392712542,0,17,17,0.8182084988975099,1.6364169977950198,True
75,7.961259392712542,1,17,16,0.8574189781123909,1.7148379562247817,True
75,7.961259392712542,2,17,15,0.8985417286332963,1.7970834572665926,True
75,7.961259392712542,3,17,14,0.9352696570454705,1.870539314090941,True
76,7.995780979892477,0,17,17,0.8047291357465801,1.6094582714931602,True
76,7.995780979892477,1,17,16,0.8474990469582453,1.6949980939164906,True
76,7.995780979892477,2,17,15,0.8864712161132642,1.7729424322265284,True
76,7.995780979892477,3,17,14,0.9185754237504723,1.8371508475009446,True
77,7.923475163896207,0,16,16,0.7498723998192484,1.4997447996384967,True
77,7.923475163896207,1,16,15,0.8045081401043396,1.6090162802086792,True
77,7.923475163896207,2,16,14,0.8582599122725111,1.7165198245450222,True
77,7.923475163896207,3,16,13,0.8803729339828772,1.7607458679657544,True
78,7.888186443369595,0,16,16,0.7413856990073967,1.4827713980147934,True
78,7.888186443369595,1,16,15,0.7978307870610534,1.5956615741221067,True
78,7.888186443369595,2,16,14,0.829364487766411,1.658728975532822,True
78,7.888186443369595,3,16,13,0.8919086496501333,1.7838172993002666,True
79,7.869538215499785,0,16,16,0.7337735611487772,1.4675471222975545,True
79,7.869538215499785,1,16,15,0.7931938377002526,1.5863876754005053,True
79,7.869538215499785,2,16,14,0.8301131549125786,1.6602263098251573,True
79,7.869538215499785,3,16,13,0.8616379443629544,1.7232758887259088,True
80,8.010003136907176,0,16,16,0.7676039182060233,1.5352078364120465,True
80,8.010003136907176,1,16,15,0.8269744805241447,1.6539489610482894,True
80,8.010003136907176,2,16,14,0.8720200903801176,1.7440401807602353,True
80,8.010003136907176,3,16,13,0.9136996348774765,1.827399269754953,True
81,7.9577686614767345,0,16,16,0.7499876614958437,1.4999753229916875,True
81,7.9577686614767345,1,16,15,0.8239568150971001,1.6479136301942001,True
81,7.9577686614767345,2,16,14,0.8825797049832586,1.765159409966517,True
81,7.9577686614767345,3,16,13,0.9552396392520632,1.9104792785041265,True
82,7.9658887086998895,0,16,16,0.7508835429575353,1.5017670859150707,True
82,7.9658887086998895,1,16,15,0.8229674485836782,1.6459348971673564,True
82,7.9658887086998895,2,16,14,0.8602929077371181,1.7205858154742362,True
82,7.9658887086998895,3,16,13,0.9330711641029281,1.8661423282058562,True
83,7.93562556524655,0,17,17,0.8276402328458373,1.6552804656916746,True
83,7.93562556524655,1,17,16,0.873674957174509,1.747349914349018,True
83,7.93562556524655,2,17,15,0.9138167374864851,1.8276334749729701,True
83,7.93562556524655,3,17,14,0.9412816521578292,1.8825633043156584,True
84,7.87499039550304,0,17,17,0.8020590105976301,1.6041180211952601,True
84,7.87499039550304,1,17,16,0.8604717978846477,1.7209435957692953,True
84,7.87499039550304,2,17,15,0.8966433606500489,1.7932867213000978,True
84,7.87499039550304,3,17,14,0.9284572168828545,1.856914433765709,True
85,7.921467510007909,0,16,16,0.7879021086336299,1.5758042172672597,True
85,7.921467510007909,1,16,15,0.8534308458100517,1.7068616916201034,True
85,7.921467510007909,2,16,14,0.9055684049899128,1.8111368099798255,True
85,7.921467510007909,3,16,13,0.9696776428690564,1.9393552857381129,True
86,7.98777711409444,0,16,16,0.760921168533773,1.521842337067546,True
86,7.98777711409444,1,16,15,0.8014067896485831,1.6028135792971663,True
86,7.98777711409444,2,16,14,0.8580164352807063,1.7160328705614125,True
86,7.98777711409444,3,16,13,0.8992445663250862,1.7984891326501724,True
87,7.936243291079245,0,17,17,0.8065296917335696,1.6130593834671392,True
87,7.936243291079245,1,17,16,0.865967704228847,1.731935408457694,True
87,7.936243291079245,2,17,15,0.9252096844925097,1.8504193689850195,True
87,7.936243291079245,3,17,14,0.976101284033359,1.952202568066718,True
88,7.8754989526009425,0,16,16,0.7839149900813968,1.5678299801627935,True
88,7.8754989526009425,1,16,15,0.8463580761407359,1.6927161522814718,True
88,7.8754989526009425,2,16,14,0.8914441937482435,1.782888387496487,True
88,7.8754989526009425,3,16,13,0.9382116185943414,1.8764232371886829,True
89,7.941234957814359,0,17,17,0.8578205273449931,1.7156410546899863,True
89,7.941234957814359,1,17,16,0.9030835206209133,1.8061670412418267,True
89,7.941234957814359,2,17,15,0.9414656711003954,1.8829313422007907,True
89,7.941234957814359,3,17,14,0.9665762371548965,1.933152474309793,True
90,7.892937691023063,0,16,16,0.8109713221966455,1.621942644393291,True
90,7.892937691023063,1,16,15,0.87180256487531,1.74360512975062,True
90,7.892937691023063,2,16,14,0.9139671953515969,1.8279343907031937,True
90,7.892937691023063,3,16,13,0.9396664503728668,1.8793329007457336,True
91,7.807363772104534,0,17,17,0.820477988284393,1.640955976568786,True
91,7.807363772104534,1,17,16,0.8819842026697603,1.7639684053395206,True
91,7.807363772104534,2,17,15,0.9214099001500257,1.8428198003000513,True
91,7.807363772104534,3,17,14,0.9464379668642863,1.8928759337285725,True
92,8.014652312508215,0,17,17,0.797640020829288,1.595280041658576,True
92,8.014652312508215,1,17,16,0.8514477093692872,1.7028954187385743,True
92,8.014652312508215,2,17,15,0.8933584140789265,1.786716828157853,True
92,8.014652312508215,3,17,14,0.9123702715962406,1.8247405431924812,True
93,7.950616297035759,0,16,16,0.7435150244868022,1.4870300489736044,True
93,7.950616297035759,1,16,15,0.8244999142120991,1.6489998284241982,True
93,7.950616297035759,2,16,14,0.8592610840726329,1.7185221681452658,True
93,7.950616297035759,3,16,13,0.9122166811972033,1.8244333623944067,True
94,7.921807645474348,0,16,16,0.7383638497884328,1.4767276995768657,True
94,7.921807645474348,1,16,15,0.8237183226476396,1.6474366452952791,True
94,7.921807645474348,2,16,14,0.8644181379900514,1.7288362759801028,True
94,7.921807645474348,3,16,13,0.904968069903823,1.809936139807646,True
95,7.943807893927961,0,17,17,0.8013513805340376,1.6027027610680753,True
95,7.943807893927961,1,17,16,0.8574111420195559,1.7148222840391119,True
95,7.943807893927961,2,17,15,0.9010842831657289,1.8021685663314577,True
95,7.943807893927961,3,17,14,0.934731825007472,1.869463650014944,True
96,7.988478130007402,0,17,17,0.7803237712393851,1.5606475424787702,True
96,7.988478130007402,1,17,16,0.8594357212324901,1.7188714424649802,True
96,7.988478130007402,2,17,15,0.9225642433185375,1.845128486637075,True
96,7.988478130007402,3,17,14,0.9716411046823116,1.9432822093646231,True
97,7.938530740134319,0,17,17,0.8007577391332351,1.6015154782664702,True
97,7.938530740134319,1,17,16,0.8729083568074132,1.7458167136148264,True
97,7.938530740134319,2,17,15,0.9058266967530527,1.8116533935061054,True
