city,T_loo,delta,d_part_loo,d_pca90_loo,d_est_loo,delta_abs
Dallas_USA_32.7767_-96.797,-0.2620825226135011,-0.2764500550025346,3.821981352326958,4,3.910990676163479,0.2764500550025346
San Diego_USA_32.7157_-117.1611,-0.18627982936715368,-0.20064736175618714,3.8734700697245295,4,3.9367350348622647,0.20064736175618714
Delhi_India_28.7041_77.1025,-0.16993927684440754,-0.184306809233441,3.8845693335492273,4,3.9422846667746136,0.184306809233441
Mexico City_Mexico_19.4326_-99.1332,0.16620705165408858,0.15183951926505512,4.112895565389602,4,4.056447782694801,0.15183951926505512
Phoenix_USA_33.4484_-112.074,-0.12011878736720985,-0.1344863197562433,3.918409728836551,4,3.9592048644182753,0.1344863197562433
Los Angeles_USA_34.0522_-118.2437,-0.11375309912707128,-0.12812063151610475,3.922733600572511,4,3.9613668002862554,0.12812063151610475
San Jose_USA_37.3382_-121.8863,-0.0954891462965494,-0.10985667868558285,3.935139327408591,4,3.967569663704295,0.10985667868558285
Lagos_Nigeria_6.5244_3.3792,-0.09453914894328584,-0.1089066813323193,3.935784609827404,4,3.9678923049137023,0.1089066813323193
London_UK_51.5074_-0.1278,-0.09130339342736384,-0.1056709258163973,3.9379824855781447,4,3.9689912427890723,0.1056709258163973
São Paulo_Brazil_-23.5505_-46.6333,0.11739233116382602,0.10302479877479256,4.079738335210505,4,4.039869167605253,0.10302479877479256
Mumbai_India_19.076_72.8777,0.09457070627924034,0.08020317389020688,4.064236825383974,4,4.032118412691987,0.08020317389020688
Chicago_USA_41.8781_-87.6298,-0.06139317789325225,-0.07576071028228572,3.9582988961037104,4,3.979149448051855,0.07576071028228572
Berlin_Germany_52.52_13.405,-0.053454558593761414,-0.06782209098279487,3.963691175825356,4,3.981845587912678,0.06782209098279487
Paris_France_48.8566_2.3522,-0.05191214489295651,-0.06627967728198997,3.9647388550007223,4,3.982369427500361,0.06627967728198997
Tokyo_Japan_35.6762_139.6503,-0.040722275666125185,-0.055089808055158646,3.972339534998512,4,3.986169767499256,0.055089808055158646
San Antonio_USA_29.4241_-98.4936,-0.03505322694574522,-0.049420759334778686,3.976190216748409,4,3.9880951083742042,0.049420759334778686
Philadelphia_USA_39.9526_-75.1652,-0.009331459245370433,-0.023698991634403897,3.993661638559063,4,3.9968308192795314,0.023698991634403897
Houston_USA_29.7604_-95.3698,0.035450093416991,0.021082561027957535,4.0240793534305315,4,4.012039676715266,0.021082561027957535
New York_USA_40.7128_-74.006,4.842813073111786e-05,-0.014319104258302346,4.000032894640421,4,4.000016447320211,0.014319104258302346
Beijing_China_39.9042_116.4074,0.001641364861782906,-0.012726167527250557,4.001114891409466,4,4.000557445704732,0.012726167527250557
