series,window_size_months,stride_months,n_windows,beta_mean,beta_std,beta_min,beta_max,r2_mean
S0,60,1,40,-0.820511597605814,0.7943624462445876,-2.5276881196139023,1.1152229019293523,0.1806443772697855
S0,60,6,40,-0.8049983280882691,0.7723557558909446,-2.400873089471957,1.3101898424240284,0.1821167577791881
S0,60,12,40,-0.8418545076512697,0.731167535485286,-2.400873089471957,1.5088053036222056,0.1865797624036581
S0,132,1,40,-0.8293426898876317,0.4825732898327825,-1.7647586090390162,-0.061051006355772784,0.15119443070963606
S0,132,6,40,-0.838808305784523,0.47400767212181494,-1.7401938467290592,-0.04777464579962566,0.15105232672079183
S0,132,12,40,-0.8051239858507369,0.47522522590664495,-1.7154686803361205,0.06677188474572786,0.14679057334639026
S0,264,1,40,-0.7964475826847669,0.37978333780735646,-1.4849995328002283,-0.06203286311807272,0.1324263799799815
S0,264,6,40,-0.7946943966363496,0.38045254854637883,-1.517208626833105,-0.06203286311807272,0.1309259783918811
S0,264,12,40,-0.7891179123318602,0.3756302686952064,-1.517208626833105,-0.06203286311807272,0.12823244162539554
