n_lambda_total,n_points_fit_used,d_s_point,d_s_boot_median,d_s_boot_q025,d_s_boot_q975,n_boot_retained
199,19,1.9994790122804766,2.050927876374394,1.0731509417247878,4.422765618088611,200
