d_s_high
5.861053341607758
4.904393773456937
4.8506134895942274
4.502620701470772
4.447205329313023
4.422138958826446
4.412557823960372
4.376110879900607
4.338550675176277
4.064389386149326
3.940553942636717
3.866296248980331
3.831451934054504
3.7587186793756473
3.7196251107241456
3.650987228624925
3.6194362440756978
3.340440936655781
3.317293940898061
3.3115140439267714
