lambda,N_lambda
3.517233197722965e-09,1
0.003740131429705787,2
0.012347074258686714,3
0.02932374598302571,4
0.0498957933426377,5
0.06650295237671083,6
0.09243038649859556,7
0.09718649182460992,8
0.1174394583175925,9
0.12224909100896132,10
0.14229581589393975,11
0.1453041567249338,12
0.16009318512786694,13
0.17193680339714656,14
0.18366486486594044,15
0.2048637845055603,16
0.2122898170987454,17
0.21924097563946704,18
0.22422718054439625,19
0.23490187854171773,20
0.24202868281826975,21
0.25246519667715067,22
0.25604534374573873,23
0.26416192955510903,24
0.2707760046090945,25
0.2734708750145931,26
0.2835687943729132,27
0.28863424743033983,28
0.2922187471377007,29
0.2958838300964699,30
0.30186712603523413,31
0.3090436786878351,32
0.3111513574256114,33
0.32070816333574126,34
0.32759658699665584,35
0.331170172467694,36
0.3338179379754971,37
0.3376478072848661,38
0.33996319076143244,39
0.3435757775434091,40
0.34815852276088305,41
0.35076175026303513,42
0.35647396131096,43
0.3566999281393626,44
0.35787189309376893,45
0.3609662759720592,46
0.36824566719948465,47
0.37136303870333814,48
0.3741690465595441,49
0.3753558551415995,50
0.378116509785305,51
0.3817196863612114,52
0.38333157438351617,53
0.38508469788713756,54
0.38834798791535063,55
0.392971603044101,56
0.3936647895581352,57
0.3963643595525146,58
0.3983960090845344,59
0.40453491987920687,60
0.40775990559573877,61
0.4111660635588379,62
0.41690301288482656,63
0.4190957058010659,64
0.4223331325487436,65
0.4247524531431368,66
0.4262126537324899,67
0.4280709176712953,68
0.42890047404049664,69
0.43003584173452913,70
0.43265036933822104,71
0.4330050210165569,72
0.437493681641512,73
0.44019062492670913,74
0.4441802194130037,75
0.44676366995723316,76
0.4482693561572855,77
0.449647090754085,78
0.45234675294491267,79
0.45504718509592257,80
0.4568823126365398,81
0.45980797327575573,82
0.4625851090137178,83
0.4644975550596161,84
0.46852650279075037,85
0.46995823966681816,86
0.47178412462578906,87
0.47351014277361164,88
0.47523818917363175,89
0.4803152306295686,90
0.48135802111972276,91
0.48238335972677837,92
0.4849330493362201,93
0.4865186687225647,94
0.4919219199757525,95
0.49295319541269533,96
0.4951524278081722,97
0.49589174683443443,98
0.49860204933286484,99
0.49956989082087855,100
0.5020141993055405,101
0.5031334273561203,102
0.5050872615147943,103
0.5087036313755725,104
0.5105268116820157,105
0.5136359915366376,106
0.5162171158173577,107
0.5178586814579007,108
0.518081461072486,109
0.5198244443510693,110
0.5206143114457976,111
0.5224645485859778,112
0.5250354669551247,113
0.5283765455035935,114
0.5288932876366738,115
0.5327703900024341,116
0.5336641699658901,117
0.5347262392522371,118
0.5351325565587417,119
0.5387185266994685,120
0.5394730986171206,121
0.5418362047009971,122
0.5431775025560718,123
0.5449552603315756,124
0.5452629561346635,125
0.546684637653506,126
0.548116497880969,127
0.5496545003363715,128
0.5522880203639161,129
0.5536421163012915,130
0.5550543714886044,131
0.5569079316438005,132
0.5590469149267077,133
0.5601337092351999,134
0.5611698948247782,135
0.561629737086293,136
0.5624471820791027,137
0.5645605967014954,138
0.5660751325998153,139
0.567330326618831,140
0.5681212613231215,141
0.5696346776002853,142
0.5726474934540317,143
0.5736171163269972,144
0.5743378038080106,145
0.5748675676905564,146
0.575466497138738,147
0.5759939584230724,148
0.578078990476675,149
0.580538784788759,150
0.5818444618795661,151
0.5825230393299193,152
0.5833067399407755,153
0.5845586399284464,154
0.5869330902646148,155
0.5884505254637624,156
0.589119568686911,157
0.5924302602011966,158
0.5933350929924538,159
0.5940753875659619,160
0.596179270417342,161
0.5971320688870377,162
0.5977600672866119,163
0.5987623092541999,164
0.6004792931077034,165
0.6014618633961555,166
0.6034140651152947,167
0.6046678466794928,168
0.6053083261388703,169
0.6076118185215753,170
0.608436658293848,171
0.6093984306309203,172
0.6102954689834746,173
0.6110089532397734,174
0.6116628842195699,175
0.6134488736785922,176
0.6153951199009959,177
0.616297240946959,178
0.6180699747704009,179
0.618709292267666,180
0.6193733689623504,181
0.6218932261772249,182
0.6223978336136434,183
0.6237403780514053,184
0.6249178287010119,185
0.6257612582531972,186
0.626726542211726,187
0.6273330549399495,188
0.6286133694644317,189
0.6303422753931611,190
0.6314465495193782,191
0.6330107263010623,192
0.6336011592125507,193
0.6347486707739657,194
0.6351061653984842,195
0.6359290112410926,196
0.6368754973785529,197
0.6386699195365053,198
0.6395478112495584,199
0.6399319312583563,200
0.6414579123279657,201
0.6424575441615842,202
0.6433604987028402,203
0.6440386041870231,204
0.6451090873683202,205
0.6480793833339398,206
0.6490319216537764,207
0.6498637312106327,208
0.6515679951066554,209
0.6525517548333364,210
0.6534289753104331,211
0.6545401941030973,212
0.6548615373212668,213
0.6548958101617063,214
0.6565538056536095,215
0.6570825386537049,216
0.6576759716731961,217
0.6595215595920536,218
0.6605966293568255,219
0.6622749751424668,220
0.6628349820908924,221
0.6635574583364828,222
0.6639530014515209,223
0.6664853467265935,224
0.6669037280420445,225
0.6678720858607438,226
0.6685348703141313,227
0.6691378361251139,228
0.6700380125988624,229
0.6705949754098283,230
0.6722631956880327,231
0.6730033233599989,232
0.6731414453346204,233
0.6743450502915926,234
0.6745503563606853,235
0.6761707009984887,236
0.6766406250224822,237
0.6774037848450115,238
0.6786140197576602,239
0.678921058185617,240
0.6799334169490283,241
0.6818104177263514,242
0.6834362753281447,243
0.6843712469081987,244
0.6848367368393499,245
0.6856050904616535,246
0.6862719236919606,247
0.6870362956016489,248
0.6874529396324429,249
0.6890608164097328,250
0.6903109452319265,251
0.6914773715839952,252
0.6924777836684056,253
