lambda,N_lambda
5.122675844279207e-09,1
0.0039382659636506565,2
0.012888083775351585,3
0.029776441069410544,4
0.04788413150557004,5
0.0663585617381815,6
0.08658633459128744,7
0.09769125487090016,8
0.11711636822977324,9
0.1205991820398283,10
0.13190848575121428,11
0.14230646171486433,12
0.16117801680206234,13
0.167602740259082,14
0.19052531409703832,15
0.19763169849138634,16
0.21559247220244937,17
0.21931803192096117,18
0.2326128418958101,19
0.23861104348439086,20
0.24497453530730282,21
0.25082029221170044,22
0.25480396755449747,23
0.26565011875329625,24
0.2735699286201388,25
0.28144662781197055,26
0.28367302017388385,27
0.28953790862943135,28
0.29387364083395046,29
0.3053890846396165,30
0.306792030497884,31
0.3124430773406026,32
0.3182626423924367,33
0.32326348819637224,34
0.32591958558579004,35
0.3292836529839028,36
0.33053517708704294,37
0.3382812080160406,38
0.34253665894208335,39
0.3457293511325336,40
0.35101207734606094,41
0.35285517299109187,42
0.3544046034218889,43
0.3550370494070433,44
0.3641154710729551,45
0.3668529240194319,46
0.3701342787045085,47
0.3714308846957557,48
0.3720449227571998,49
0.3761814610973455,50
0.3811763244237636,51
0.3834711704629406,52
0.3867159220667293,53
0.3884092091714556,54
0.390222012390067,55
0.39340842411900834,56
0.3956245247147841,57
0.39776716047315114,58
0.3987327760946324,59
0.4038629382067356,60
0.4094506796970173,61
0.41068355099506315,62
0.41355830570859975,63
0.4161936282663902,64
0.4172779557858257,65
0.4217412468077235,66
0.42445661455537476,67
0.4282280454963272,68
0.4322727206473687,69
0.43335287781339243,70
0.4351232435127765,71
0.4408945442172519,72
0.4439534717877243,73
0.44638670311124745,74
0.4471492401115993,75
0.448902606985131,76
0.44941710948584696,77
0.4533751313934133,78
0.45394409717690754,79
0.45608391588538216,80
0.46029838629190506,81
0.4613707770983523,82
0.4646897571192954,83
0.4657931377714133,84
0.46773912675983714,85
0.4695477068329809,86
0.47316606449941173,87
0.4755337010822074,88
0.47723383934496116,89
0.4799015316886361,90
0.48132011631639443,91
0.4826732814805775,92
0.484982756952003,93
0.48613216439555096,94
0.4870655346532675,95
0.49017393871266524,96
0.49215436281199215,97
0.49387639169806324,98
0.496004584765766,99
0.49756192950811406,100
0.499294680824713,101
0.5000498645006582,102
0.5025810580554712,103
0.5044575601179679,104
0.5048624543353579,105
0.5066161873065382,106
0.5069100496798085,107
0.5098865220119959,108
0.5132730382766474,109
0.5147690599072038,110
0.5183440729389734,111
0.5195690766104706,112
0.5221572127635141,113
0.5252635108287268,114
0.5269337245029516,115
0.5277914146408996,116
0.5283314452928808,117
0.5305876343036646,118
0.5309495504200649,119
0.5329098723227201,120
0.5358473842350134,121
0.5383808346994162,122
0.5389094751526696,123
0.5427325775481766,124
0.5437361957864112,125
0.5440655317605919,126
0.5457934359134523,127
0.5467587034882158,128
0.5477754485076312,129
0.5493549497571407,130
0.552124338372368,131
0.5535059166901647,132
0.5564292719800157,133
0.5575879982943387,134
0.5588513632734537,135
0.5597725414823108,136
0.5628513086695877,137
0.5638605384117822,138
0.5654609651839815,139
0.5679463284082147,140
0.5685958311163071,141
0.570020711328054,142
0.5716942602739439,143
0.5724190743265329,144
0.5738535986929479,145
0.576808395196512,146
0.5784849873907058,147
0.5790040549678067,148
0.5791943316150953,149
0.5802079214172312,150
0.5814442102843508,151
0.5830654120726744,152
0.5849648640115889,153
0.5872094410266349,154
0.5892769259861343,155
0.5908652606082515,156
0.5915917099035467,157
0.5926438094748179,158
0.5931902017253172,159
0.5946815895392432,160
0.5956541236955014,161
0.5962104183972282,162
0.5976379983099952,163
0.5982888833852702,164
0.5995750563378658,165
0.6021249313906745,166
0.6029648466866768,167
0.604381120718617,168
0.6051120309905001,169
0.6061556975136377,170
0.6067510925413786,171
0.6081975037534464,172
0.6104653605289779,173
0.6119242948435291,174
0.6132737170977823,175
0.6143177754444232,176
0.6157502331910719,177
0.617531657847409,178
0.6181290700642125,179
0.6194850861182623,180
0.621069325130298,181
0.6217212360743709,182
0.622516251144339,183
0.6232301637682844,184
0.6262287188885328,185
0.6281100693704986,186
0.6292306395725369,187
