lambda,N_lambda
4.099521047280015e-09,1
0.003670649279770124,2
0.012372112602638069,3
0.029278591290180497,4
0.048134290846844625,5
0.0642996041214171,6
0.08637829934512636,7
0.09215533492649314,8
0.11261554981192716,9
0.12409713523123861,10
0.13570959463324087,11
0.14060903279136228,12
0.1581294682116905,13
0.1686936994840741,14
0.18665245335935007,15
0.19226789826287968,16
0.2045261995044696,17
0.20546078211906735,18
0.21779439366314227,19
0.22490650004872664,20
0.24254014046499314,21
0.24542334333641588,22
0.25312143036135815,23
0.26191923539310574,24
0.2700797022043032,25
0.28144780154851334,26
0.2838693197899674,27
0.2891511869292786,28
0.29199916848477486,29
0.29493215863173133,30
0.30537740900684973,31
0.3074988683860848,32
0.31207506641801197,33
0.3183711431711513,34
0.32236350095760447,35
0.325320105506899,36
0.3296504584384817,37
0.3338054253181198,38
0.3350888459529632,39
0.3419258080115284,40
0.3446514181762171,41
0.3471879345228721,42
0.3506190212005865,43
0.35344895960039013,44
0.3573411351227305,45
0.36094540362214045,46
0.36359724615436434,47
0.3688533613784045,48
0.3739931933641717,49
0.37678945763386057,50
0.37787293252125087,51
0.3830761034191787,52
0.3864550591946522,53
0.38817187621031807,54
0.39138148854945753,55
0.39422887368623305,56
0.3959100304067277,57
0.3977074281432856,58
0.40182853292293597,59
0.4069276634920373,60
0.40828124836092244,61
0.41080592189544374,62
0.4151408600047269,63
0.416714570779909,64
0.4201998568718758,65
0.42186797723919195,66
0.42372630678750006,67
0.42803443281778625,68
0.4307494748272138,69
0.4367642523138007,70
0.4386164975391425,71
0.4405586784831041,72
0.442547082078516,73
0.44286809880550104,74
0.44567040973081323,75
0.449068995329199,76
0.45239428178231705,77
0.45357079673963735,78
0.4550763069307885,79
0.4579850453392141,80
0.4598232537385249,81
0.46155165954357824,82
0.46499298037971426,83
0.4660987510343999,84
0.46877440578719326,85
0.4707098475305894,86
0.47154428401649534,87
0.4747360255087304,88
0.4784304777353505,89
0.48053768527751445,90
0.48322030893021933,91
0.48505726364665336,92
