window_type,window_center,pipeline,n_cities,d_part,d_pca90,d_est,d_clipped,T_log
annual,2001.0,A,20,3.7854288691603046,4,3.892714434580152,3.892714434580152,-0.32139883081472637
annual,2001.0,B,20,3.802838930742043,4,3.9014194653710215,3.9014194653710215,-0.2953208891322378
annual,2001.0,C,20,3.785428869160302,4,3.892714434580151,3.892714434580151,-0.32139883081472903
annual,2002.0,A,20,3.613560293993478,4,3.806780146996739,3.806780146996739,-0.5788349495332268
annual,2002.0,B,20,3.6203480027435426,4,3.810174001371771,3.810174001371771,-0.568667870450201
annual,2002.0,C,20,3.6135602939934772,4,3.8067801469967386,3.8067801469967386,-0.5788349495332281
annual,2003.0,A,20,4.0070415985015515,4,4.003520799250776,4.003520799250776,0.010547371944253632
annual,2003.0,B,20,3.9976599288208057,4,3.998829964410403,3.998829964410403,-0.003505113376962992
annual,2003.0,C,20,4.007041598501549,4,4.003520799250774,4.003520799250774,0.010547371944248311
annual,2004.0,A,20,3.9471203249704514,4,3.9735601624852257,3.9735601624852257,-0.07920667455053292
annual,2004.0,B,20,3.9258705342040043,4,3.962935267102002,3.962935267102002,-0.11103601655319044
annual,2004.0,C,20,3.9471203249704527,4,3.973560162485226,3.973560162485226,-0.07920667455053158
annual,2005.0,A,20,3.720363010320785,4,3.8601815051603925,3.8601815051603925,-0.41885877743075434
annual,2005.0,B,20,3.695347985410086,4,3.847673992705043,3.847673992705043,-0.45632793615512346
annual,2005.0,C,20,3.720363010320784,4,3.860181505160392,3.860181505160392,-0.41885877743075567
annual,2006.0,A,20,3.9656404091725066,4,3.982820204586253,3.982820204586253,-0.0514660675740165
annual,2006.0,B,20,3.9446539354305705,4,3.9723269677152855,3.9723269677152855,-0.08290099592242081
annual,2006.0,C,20,3.9656404091725066,4,3.982820204586253,3.982820204586253,-0.0514660675740165
annual,2007.0,A,20,3.693902546337572,4,3.846951273168786,3.846951273168786,-0.45849301039461626
annual,2007.0,B,20,3.6761954194601003,4,3.83809770973005,3.83809770973005,-0.48501591612399503
annual,2007.0,C,20,3.69390254633757,4,3.846951273168785,3.846951273168785,-0.4584930103946189
annual,2008.0,A,20,4.097146236206648,4,4.048573118103324,4.048573118103324,0.14551205752927662
annual,2008.0,B,20,4.095210410818652,4,4.047605205409326,4.047605205409326,0.14261245023388458
annual,2008.0,C,20,4.09714623620665,4,4.0485731181033255,4.0485731181033255,0.14551205752928192
annual,2009.0,A,20,3.9398246165385604,4,3.96991230826928,3.96991230826928,-0.0901346691544608
annual,2009.0,B,20,3.944695821687598,4,3.9723479108437987,3.9723479108437987,-0.08283825591642464
annual,2009.0,C,20,3.9398246165385595,4,3.9699123082692798,3.9699123082692798,-0.09013466915446214
annual,2010.0,A,20,3.707118189522563,4,3.8535590947612812,3.8535590947612812,-0.43869774599209155
annual,2010.0,B,20,3.6957797746592287,4,3.8478898873296146,3.8478898873296146,-0.45568117366060745
annual,2010.0,C,20,3.7071181895225647,4,3.853559094761282,3.853559094761282,-0.4386977459920889
annual,2011.0,A,20,3.8737451074523226,4,3.936872553726161,3.936872553726161,-0.18911292814958489
annual,2011.0,B,20,3.888477410957551,4,3.9442387054787753,3.9442387054787753,-0.16704590961238214
annual,2011.0,C,20,3.873745107452322,4,3.936872553726161,3.936872553726161,-0.18911292814958489
annual,2012.0,A,20,4.035100312629002,4,4.017550156314501,4.017550156314501,0.05257556967726757
annual,2012.0,B,20,4.033117123662928,4,4.016558561831464,4.016558561831464,0.049605018082155596
annual,2012.0,C,20,4.0351003126290035,4,4.017550156314502,4.017550156314502,0.05257556967727023
annual,2013.0,A,20,3.699267074184139,4,3.8496335370920693,3.8496335370920693,-0.4504576657934469
annual,2013.0,B,20,3.6869447920873024,4,3.8434723960436514,3.8434723960436514,-0.46891479487411075
annual,2013.0,C,20,3.699267074184141,4,3.8496335370920702,3.8496335370920702,-0.45045766579344426
annual,2014.0,A,20,4.00959200027043,4,4.004796000135215,4.004796000135215,0.014367532389033464
annual,2014.0,B,20,3.994871785408187,4,3.9974358927040936,3.9974358927040936,-0.007681378979202033
annual,2014.0,C,20,4.009592000270431,4,4.004796000135215,4.004796000135215,0.014367532389033464
annual,2015.0,A,20,3.914259825220613,4,3.9571299126103066,3.9571299126103066,-0.12842730436338462
annual,2015.0,B,20,3.933727278079189,4,3.9668636390395946,3.9668636390395946,-0.09926766595722096
annual,2015.0,C,20,3.914259825220614,4,3.957129912610307,3.957129912610307,-0.1284273043633833
annual,2016.0,A,20,4.019821501753267,4,4.009910750876633,4.009910750876633,0.029689956256284185
annual,2016.0,B,20,4.010393935421168,4,4.005196967710583,4.005196967710583,0.015568723895212754
annual,2016.0,C,20,4.019821501753269,4,4.009910750876634,4.009910750876634,0.029689956256286846
annual,2017.0,A,20,3.6756588265843493,4,3.837829413292175,3.837829413292175,-0.4858196604218176
annual,2017.0,B,20,3.663212346473925,4,3.8316061732369624,3.8316061732369624,-0.5044628215012915
annual,2017.0,C,20,3.6756588265843484,4,3.837829413292174,3.837829413292174,-0.4858196604218203
annual,2018.0,A,20,3.86591211240617,4,3.9329560562030847,3.9329560562030847,-0.2008457061787589
annual,2018.0,B,20,3.852248032428201,4,3.9261240162141005,3.9261240162141005,-0.2213126688679706
annual,2018.0,C,20,3.8659121124061695,4,3.9329560562030847,3.9329560562030847,-0.2008457061787589
annual,2019.0,A,20,3.9305794204152713,4,3.9652897102076357,3.9652897102076357,-0.10398273535539752
annual,2019.0,B,20,3.904811849910862,4,3.952405924955431,3.952405924955431,-0.1425791066409657
annual,2019.0,C,20,3.9305794204152704,4,3.965289710207635,3.965289710207635,-0.10398273535539886
annual,2020.0,A,20,3.9038697054263913,4,3.9519348527131957,3.9519348527131957,-0.14399031296020579
annual,2020.0,B,20,3.8982971408734337,4,3.9491485704367166,3.9491485704367166,-0.1523372686990855
annual,2020.0,C,20,3.9038697054263904,4,3.9519348527131952,3.9519348527131952,-0.14399031296020712
annual,2021.0,A,20,3.666878585828942,4,3.8334392929144707,3.8334392929144707,-0.4989712857220929
annual,2021.0,B,20,3.6718199223647296,4,3.835909961182365,3.835909961182365,-0.49156982505471686
annual,2021.0,C,20,3.666878585828943,4,3.8334392929144716,3.8334392929144716,-0.49897128572209026
annual,2022.0,A,20,3.5653974390754324,4,3.7826987195377164,3.7826987195377164,-0.6509764589654702
annual,2022.0,B,20,3.531218396389473,4,3.7656091981947366,3.7656091981947366,-0.7021720895922245
annual,2022.0,C,20,3.565397439075431,4,3.7826987195377155,3.7826987195377155,-0.6509764589654728
annual,2023.0,A,20,3.6874871688334783,4,3.843743584416739,3.843743584416739,-0.46810238711263996
annual,2023.0,B,20,3.6716406208725125,4,3.8358203104362563,3.8358203104362563,-0.49183839468818247
annual,2023.0,C,20,3.687487168833476,4,3.843743584416738,3.843743584416738,-0.4681023871126426
annual,2024.0,A,20,3.703041544450002,4,3.851520772225001,3.851520772225001,-0.4448040145979383
annual,2024.0,B,20,3.6762849497621306,4,3.8381424748810655,3.8381424748810655,-0.48488181171636774
annual,2024.0,C,20,3.703041544450005,4,3.8515207722250024,3.8515207722250024,-0.4448040145979343
