window_type,window_center,pipeline,n_cities,d_part,d_pca90,d_est,d_clipped,T_log
3yr,1999.5,A,20,3.7518588487846487,4,3.875929424392324,3.875929424392324,-0.3716822275463352
3yr,1999.5,B,20,3.7231264896965657,4,3.861563244848283,3.861563244848283,-0.4147194552540908
3yr,1999.5,C,20,3.751858848784646,4,3.8759294243923232,3.8759294243923232,-0.37168222754633784
3yr,2000.0,A,20,3.8077182218260948,4,3.9038591109130474,3.9038591109130474,-0.28801236424595866
3yr,2000.0,B,20,3.7870025821725393,4,3.8935012910862694,3.8935012910862694,-0.31904161938469483
3yr,2000.0,C,20,3.8077182218260943,4,3.9038591109130474,3.9038591109130474,-0.28801236424595866
3yr,2000.5,A,20,3.755083908664986,4,3.877541954332493,3.877541954332493,-0.3668515195624994
3yr,2000.5,B,20,3.7460909098172284,4,3.873045454908614,3.873045454908614,-0.3803218280046299
3yr,2000.5,C,20,3.755083908664986,4,3.877541954332493,3.877541954332493,-0.3668515195624994
3yr,2001.0,A,20,3.8182953272710454,4,3.9091476636355225,3.9091476636355225,-0.2721692761748482
3yr,2001.0,B,20,3.82143228104508,4,3.91071614052254,3.91071614052254,-0.2674705393440859
3yr,2001.0,C,20,3.818295327271047,4,3.9091476636355234,3.9091476636355234,-0.27216927617484554
3yr,2001.5,A,20,3.665417539847262,4,3.832708769923631,3.832708769923631,-0.5011597370223251
3yr,2001.5,B,20,3.660061187716208,4,3.830030593858104,3.830030593858104,-0.5091828354960842
3yr,2001.5,C,20,3.665417539847262,4,3.832708769923631,3.832708769923631,-0.5011597370223251
3yr,2002.0,A,20,3.8256516410963295,4,3.9128258205481647,3.9128258205481647,-0.26115050280445
3yr,2002.0,B,20,3.826985475471304,4,3.913492737735652,3.913492737735652,-0.259152597462107
3yr,2002.0,C,20,3.82565164109633,4,3.912825820548165,3.912825820548165,-0.2611505028044487
3yr,2002.5,A,20,3.906472821608037,4,3.9532364108040188,3.9532364108040188,-0.14009119338162168
3yr,2002.5,B,20,3.9040623359074167,4,3.9520311679537086,3.9520311679537086,-0.14370177828576616
3yr,2002.5,C,20,3.906472821608037,4,3.9532364108040188,3.9532364108040188,-0.14009119338162168
3yr,2003.0,A,20,3.9241052247173625,4,3.962052612358681,3.962052612358681,-0.11368021385416317
3yr,2003.0,B,20,3.9157261183280156,4,3.9578630591640076,3.9578630591640076,-0.1262309935712175
3yr,2003.0,C,20,3.924105224717363,4,3.9620526123586814,3.9620526123586814,-0.11368021385416184
3yr,2003.5,A,20,3.971615682667074,4,3.985807841333537,3.985807841333537,-0.04251590774852236
3yr,2003.5,B,20,3.958159104879071,4,3.9790795524395355,3.9790795524395355,-0.06267205993407741
3yr,2003.5,C,20,3.9716156826670748,4,3.9858078413335374,3.9858078413335374,-0.042515907748521035
3yr,2004.0,A,20,3.855375330210363,4,3.9276876651051813,3.9276876651051813,-0.2166283954204528
3yr,2004.0,B,20,3.832021521713754,4,3.916010760856877,3.916010760856877,-0.25160927433229757
3yr,2004.0,C,20,3.855375330210363,4,3.9276876651051813,3.9276876651051813,-0.2166283954204528
3yr,2004.5,A,20,3.7458840390509347,4,3.8729420195254676,3.8729420195254676,-0.38063169272014963
3yr,2004.5,B,20,3.7267824020170335,4,3.8633912010085165,3.8633912010085165,-0.40924338799023696
3yr,2004.5,C,20,3.745884039050933,4,3.8729420195254667,3.8729420195254667,-0.3806316927201523
3yr,2005.0,A,20,3.6168914401052144,4,3.808445720052607,3.808445720052607,-0.5738453385758008
3yr,2005.0,B,20,3.6067219417195835,4,3.8033609708597917,3.8033609708597917,-0.5890778858356456
3yr,2005.0,C,20,3.616891440105215,4,3.8084457200526076,3.8084457200526076,-0.5738453385757994
3yr,2005.5,A,20,3.678092044313432,4,3.839046022156716,3.839046022156716,-0.4821750259820193
3yr,2005.5,B,20,3.6642071162848104,4,3.832103558142405,3.832103558142405,-0.5029727894876779
3yr,2005.5,C,20,3.678092044313432,4,3.839046022156716,3.839046022156716,-0.4821750259820193
3yr,2006.0,A,20,3.700636127947419,4,3.8503180639737096,3.8503180639737096,-0.44840700652200205
3yr,2006.0,B,20,3.6861538334488992,4,3.8430769167244496,3.8430769167244496,-0.4700995450341668
3yr,2006.0,C,20,3.700636127947419,4,3.8503180639737096,3.8503180639737096,-0.44840700652200205
3yr,2006.5,A,20,3.7124654608931786,4,3.8562327304465893,3.8562327304465893,-0.4306882492818884
3yr,2006.5,B,20,3.7013618887859807,4,3.85068094439299,3.85068094439299,-0.44731991393852244
3yr,2006.5,C,20,3.71246546089318,4,3.8562327304465898,3.8562327304465898,-0.4306882492818871
3yr,2007.0,A,20,3.731064934402548,4,3.865532467201274,3.865532467201274,-0.402828727750323
3yr,2007.0,B,20,3.728461582533972,4,3.864230791266986,3.864230791266986,-0.40672820035637774
3yr,2007.0,C,20,3.7310649344025473,4,3.8655324672012736,3.8655324672012736,-0.40282872775032436
3yr,2007.5,A,20,3.760791735960299,4,3.8803958679801496,3.8803958679801496,-0.3583019583422782
3yr,2007.5,B,20,3.7631482949595854,4,3.8815741474797925,3.8815741474797925,-0.354772148417931
3yr,2007.5,C,20,3.760791735960299,4,3.8803958679801496,3.8803958679801496,-0.3583019583422782
3yr,2008.0,A,20,3.6491991425027432,4,3.8245995712513716,3.8245995712513716,-0.5254527251974733
3yr,2008.0,B,20,3.6520841743667276,4,3.826042087183364,3.826042087183364,-0.5211313336648885
3yr,2008.0,C,20,3.649199142502744,4,3.824599571251372,3.824599571251372,-0.525452725197472
3yr,2008.5,A,20,3.7074635566826655,4,3.8537317783413325,3.8537317783413325,-0.438180432218219
3yr,2008.5,B,20,3.6973197188625457,4,3.848659859431273,3.848659859431273,-0.4533745433859335
3yr,2008.5,C,20,3.707463556682664,4,3.853731778341332,3.853731778341332,-0.43818043221822034
3yr,2009.0,A,20,3.7543026752130424,4,3.877151337606521,3.877151337606521,-0.36802170269508355
3yr,2009.0,B,20,3.764300784171594,4,3.882150392085797,3.882150392085797,-0.35304587385426195
3yr,2009.0,C,20,3.7543026752130424,4,3.877151337606521,3.877151337606521,-0.36802170269508355
3yr,2009.5,A,20,3.746212454809721,4,3.87310622740486,3.87310622740486,-0.38013976987628123
3yr,2009.5,B,20,3.7566720095110386,4,3.8783360047555195,3.8783360047555195,-0.36447275708340937
3yr,2009.5,C,20,3.7462124548097195,4,3.8731062274048598,3.8731062274048598,-0.38013976987628256
3yr,2010.0,A,20,3.81479967112436,4,3.90739983556218,3.90739983556218,-0.2774053011427834
3yr,2010.0,B,20,3.8205540607470097,4,3.910277030373505,3.910277030373505,-0.26878599578919604
3yr,2010.0,C,20,3.814799671124358,4,3.9073998355621793,3.9073998355621793,-0.27740530114278605
3yr,2010.5,A,20,3.898718419513775,4,3.9493592097568877,3.9493592097568877,-0.15170624968956956
3yr,2010.5,B,20,3.8936932204092,4,3.9468466102046,3.9468466102046,-0.15923332525887504
3yr,2010.5,C,20,3.898718419513775,4,3.9493592097568877,3.9493592097568877,-0.15170624968956956
3yr,2011.0,A,20,3.9051405867874043,4,3.952570293393702,3.952570293393702,-0.14208670280568408
3yr,2011.0,B,20,3.904097622268839,4,3.9520488111344196,3.9520488111344196,-0.14364892403990187
3yr,2011.0,C,20,3.905140586787403,4,3.9525702933937015,3.9525702933937015,-0.14208670280568542
3yr,2011.5,A,20,3.981521780283947,4,3.9907608901419733,3.9907608901419733,-0.027677899580601333
3yr,2011.5,B,20,3.9804774214510568,4,3.9902387107255284,3.9902387107255284,-0.029242209311031046
3yr,2011.5,C,20,3.9815217802839484,4,3.990760890141974,3.990760890141974,-0.027677899580598672
3yr,2012.0,A,20,3.7225903184594835,4,3.8612951592297415,3.8612951592297415,-0.4155225679936307
3yr,2012.0,B,20,3.706369743120327,4,3.8531848715601633,3.8531848715601633,-0.43981881851319315
3yr,2012.0,C,20,3.7225903184594844,4,3.8612951592297424,3.8612951592297424,-0.415522567993628
3yr,2012.5,A,20,3.8553343352200504,4,3.927667167610025,3.927667167610025,-0.2166898004282196
3yr,2012.5,B,20,3.8386811618816274,4,3.9193405809408137,3.9193405809408137,-0.2416340248417202
3yr,2012.5,C,20,3.8553343352200513,4,3.927667167610026,3.927667167610026,-0.21668980042821692
3yr,2013.0,A,20,3.9171871648677694,4,3.9585935824338847,3.9585935824338847,-0.12404254143506448
3yr,2013.0,B,20,3.903581230065634,4,3.951790615032817,3.951790615032817,-0.14442241043437862
3yr,2013.0,C,20,3.9171871648677685,4,3.9585935824338843,3.9585935824338843,-0.12404254143506581
3yr,2013.5,A,20,3.9508723258050926,4,3.9754361629025463,3.9754361629025463,-0.0735866795551648
3yr,2013.5,B,20,3.9415303835736344,4,3.970765191786817,3.970765191786817,-0.08757965847539301
3yr,2013.5,C,20,3.9508723258050926,4,3.9754361629025463,3.9754361629025463,-0.0735866795551648
3yr,2014.0,A,20,4.034187162579595,4,4.017093581289798,4.017093581289798,0.05120779314046549
3yr,2014.0,B,20,4.021880039577878,4,4.010940019788939,4.010940019788939,0.03277337035504419
3yr,2014.0,C,20,4.034187162579596,4,4.017093581289798,4.017093581289798,0.05120779314046549
3yr,2014.5,A,20,3.9412502126878977,4,3.970625106343949,3.970625106343949,-0.08799931695764887
3yr,2014.5,B,20,3.9455566368492208,4,3.97277831842461,3.97277831842461,-0.0815488700358054
3yr,2014.5,C,20,3.941250212687897,4,3.970625106343949,3.970625106343949,-0.08799931695764887
3yr,2015.0,A,20,3.815438848529619,4,3.9077194242648092,3.9077194242648092,-0.2764478989520543
3yr,2015.0,B,20,3.7906125900556042,4,3.895306295027802,3.895306295027802,-0.31363431082315374
3yr,2015.0,C,20,3.8154388485296193,4,3.9077194242648097,3.9077194242648097,-0.27644789895205296
3yr,2015.5,A,20,3.6285108773580306,4,3.814255438679015,3.814255438679015,-0.5564409769864028
3yr,2015.5,B,20,3.589901864328247,4,3.7949509321641237,3.7949509321641237,-0.6142721101780961
3yr,2015.5,C,20,3.6285108773580315,4,3.814255438679016,3.814255438679016,-0.5564409769864002
3yr,2016.0,A,20,3.6005195480028362,4,3.800259774001418,3.800259774001418,-0.5983682413509196
3yr,2016.0,B,20,3.5824150023222723,4,3.791207501161136,3.791207501161136,-0.6254864272475686
3yr,2016.0,C,20,3.6005195480028362,4,3.800259774001418,3.800259774001418,-0.5983682413509196
3yr,2016.5,A,20,3.8038960305285006,4,3.9019480152642503,3.9019480152642503,-0.29373749515890873
3yr,2016.5,B,20,3.773192005133967,4,3.8865960025669835,3.8865960025669835,-0.3397280150601216
3yr,2016.5,C,20,3.8038960305285,4,3.9019480152642503,3.9019480152642503,-0.29373749515890873
3yr,2017.0,A,20,3.801453159109975,4,3.9007265795549877,3.9007265795549877,-0.29739658953321796
3yr,2017.0,B,20,3.7890949216399745,4,3.8945474608199873,3.8945474608199873,-0.31590757494978083
3yr,2017.0,C,20,3.8014531591099767,4,3.9007265795549886,3.9007265795549886,-0.2973965895332153
3yr,2017.5,A,20,3.713288150355581,4,3.8566440751777904,3.8566440751777904,-0.42945597059507296
3yr,2017.5,B,20,3.711695569739058,4,3.855847784869529,3.855847784869529,-0.4318414431706494
3yr,2017.5,C,20,3.7132881503555804,4,3.8566440751777904,3.8566440751777904,-0.42945597059507296
3yr,2018.0,A,20,3.8827569500983303,4,3.941378475049165,3.941378475049165,-0.17561439422016645
3yr,2018.0,B,20,3.8658359806130123,4,3.932917990306506,3.932917990306506,-0.2009597414136619
3yr,2018.0,C,20,3.8827569500983294,4,3.9413784750491647,3.9413784750491647,-0.17561439422016778
3yr,2018.5,A,20,3.8953472264743403,4,3.9476736132371704,3.9476736132371704,-0.15675584558387706
3yr,2018.5,B,20,3.8740783863155865,4,3.9370391931577933,3.9370391931577933,-0.18861372102619764
3yr,2018.5,C,20,3.8953472264743407,4,3.9476736132371704,3.9476736132371704,-0.15675584558387706
3yr,2019.0,A,20,3.8305555702185274,4,3.9152777851092635,3.9152777851092635,-0.25380507343515585
3yr,2019.0,B,20,3.8111695271467907,4,3.9055847635733953,3.9055847635733953,-0.2828427708784099
3yr,2019.0,C,20,3.830555570218529,4,3.9152777851092644,3.9152777851092644,-0.2538050734351532
3yr,2019.5,A,20,3.845345915626669,4,3.922672957813335,3.922672957813335,-0.2316511158970639
3yr,2019.5,B,20,3.823717114729501,4,3.9118585573647504,3.9118585573647504,-0.2640481643400249
3yr,2019.5,C,20,3.8453459156266696,4,3.922672957813335,3.922672957813335,-0.2316511158970639
3yr,2020.0,A,20,3.747631600075521,4,3.8738158000377605,3.8738158000377605,-0.37801408023947114
3yr,2020.0,B,20,3.728777631774152,4,3.864388815887076,3.864388815887076,-0.4062548009019585
3yr,2020.0,C,20,3.747631600075524,4,3.873815800037762,3.873815800037762,-0.3780140802394672
3yr,2020.5,A,20,3.775928364013194,4,3.887964182006597,3.887964182006597,-0.335629315756858
3yr,2020.5,B,20,3.7596993410074266,4,3.879849670503713,3.879849670503713,-0.3599382197501727
3yr,2020.5,C,20,3.7759283640131946,4,3.8879641820065975,3.8879641820065975,-0.33562931575685667
3yr,2021.0,A,20,3.646629618692573,4,3.8233148093462868,3.8233148093462868,-0.5293015279003687
3yr,2021.0,B,20,3.628041295172953,4,3.814020647586476,3.814020647586476,-0.5571443482398646
3yr,2021.0,C,20,3.6466296186925744,4,3.823314809346287,3.823314809346287,-0.5293015279003673
3yr,2021.5,A,20,3.6803199012405807,4,3.8401599506202904,3.8401599506202904,-0.4788379945332597
3yr,2021.5,B,20,3.668441535707836,4,3.834220767853918,3.834220767853918,-0.4966301960250172
3yr,2021.5,C,20,3.68031990124058,4,3.84015995062029,3.84015995062029,-0.47883799453326104
3yr,2022.0,A,20,3.5876666617681434,4,3.7938333308840715,3.7938333308840715,-0.6176201444017139
3yr,2022.0,B,20,3.5722360418636305,4,3.7861180209318155,3.7861180209318155,-0.6407331474261595
3yr,2022.0,C,20,3.5876666617681447,4,3.7938333308840724,3.7938333308840724,-0.6176201444017112
