tag,window_type,window_center,pipeline,raw_csv,n_cities,feature_list,influencer_rank,city,delta_T_log,delta_abs,T_full,T_without_city,d_est_full,d_est_without_city
annual_2012.0_C,annual,2012.0,C,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2012.00_C_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,4,San Diego_USA_32.7157_-117.1611,-0.1814577843950931,0.1814577843950931,0.05257556967726757,-0.12888221471782554,4.017550156314501,3.956228600548444
annual_2012.0_C,annual,2012.0,C,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2012.00_C_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,5,Chicago_USA_41.8781_-87.6298,-0.13524342871640563,0.13524342871640563,0.05257556967726757,-0.08266785903913806,4.017550156314501,3.9719240712325643
annual_2014.0_A,annual,2014.0,A,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2014.00_A_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,1,Dallas_USA_32.7767_-96.797,-0.2764500550025346,0.2764500550025346,0.014367532389033464,-0.2620825226135011,4.004796000135215,3.910990676163479
annual_2014.0_A,annual,2014.0,A,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2014.00_A_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,2,San Diego_USA_32.7157_-117.1611,-0.20064736175618714,0.20064736175618714,0.014367532389033464,-0.18627982936715368,4.004796000135215,3.9367350348622647
annual_2014.0_A,annual,2014.0,A,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2014.00_A_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,3,Delhi_India_28.7041_77.1025,-0.184306809233441,0.184306809233441,0.014367532389033464,-0.16993927684440754,4.004796000135215,3.9422846667746136
annual_2014.0_A,annual,2014.0,A,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2014.00_A_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,4,Mexico City_Mexico_19.4326_-99.1332,0.15183951926505512,0.15183951926505512,0.014367532389033464,0.16620705165408858,4.004796000135215,4.056447782694801
annual_2014.0_A,annual,2014.0,A,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2014.00_A_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,5,Phoenix_USA_33.4484_-112.074,-0.1344863197562433,0.1344863197562433,0.014367532389033464,-0.12011878736720985,4.004796000135215,3.9592048644182753
annual_2014.0_C,annual,2014.0,C,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2014.00_C_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,1,Dallas_USA_32.7767_-96.797,-0.2764500550025346,0.2764500550025346,0.014367532389033464,-0.2620825226135011,4.004796000135215,3.910990676163479
annual_2014.0_C,annual,2014.0,C,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2014.00_C_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,2,San Diego_USA_32.7157_-117.1611,-0.20064736175618714,0.20064736175618714,0.014367532389033464,-0.18627982936715368,4.004796000135215,3.9367350348622647
annual_2014.0_C,annual,2014.0,C,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2014.00_C_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,3,Delhi_India_28.7041_77.1025,-0.184306809233441,0.184306809233441,0.014367532389033464,-0.16993927684440754,4.004796000135215,3.9422846667746136
annual_2014.0_C,annual,2014.0,C,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2014.00_C_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,4,Mexico City_Mexico_19.4326_-99.1332,0.15183951926505512,0.15183951926505512,0.014367532389033464,0.16620705165408858,4.004796000135215,4.056447782694801
annual_2014.0_C,annual,2014.0,C,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2014.00_C_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,5,Phoenix_USA_33.4484_-112.074,-0.1344863197562433,0.1344863197562433,0.014367532389033464,-0.12011878736720985,4.004796000135215,3.9592048644182753
annual_2016.0_A,annual,2016.0,A,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2016.00_A_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,1,New York_USA_40.7128_-74.006,-0.36781141334260614,0.36781141334260614,0.029689956256284185,-0.33812145708632196,4.009910750876633,3.8851660844464018
annual_2016.0_A,annual,2016.0,A,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2016.00_A_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,2,Delhi_India_28.7041_77.1025,-0.3499538743343892,0.3499538743343892,0.029689956256284185,-0.320263918078105,4.009910750876633,3.891230920272367
annual_2016.0_A,annual,2016.0,A,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2016.00_A_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,3,Los Angeles_USA_34.0522_-118.2437,-0.19873299816088966,0.19873299816088966,0.029689956256284185,-0.16904304190460548,4.009910750876633,3.942589049017256
annual_2016.0_A,annual,2016.0,A,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2016.00_A_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,4,Mexico City_Mexico_19.4326_-99.1332,0.16589810123967186,0.16589810123967186,0.029689956256284185,0.19558805749595604,4.009910750876633,4.066426256030385
annual_2016.0_A,annual,2016.0,A,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2016.00_A_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,5,London_UK_51.5074_-0.1278,-0.15349851017205776,0.15349851017205776,0.029689956256284185,-0.12380855391577358,4.009910750876633,3.957951733830523
annual_2016.0_B,annual,2016.0,B,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2016.00_B_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,1,New York_USA_40.7128_-74.006,-0.36781141334260614,0.36781141334260614,0.029689956256284185,-0.33812145708632196,4.009910750876633,3.8851660844464018
annual_2016.0_B,annual,2016.0,B,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2016.00_B_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,2,Delhi_India_28.7041_77.1025,-0.3499538743343892,0.3499538743343892,0.029689956256284185,-0.320263918078105,4.009910750876633,3.891230920272367
annual_2016.0_B,annual,2016.0,B,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2016.00_B_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,3,Los Angeles_USA_34.0522_-118.2437,-0.19873299816088966,0.19873299816088966,0.029689956256284185,-0.16904304190460548,4.009910750876633,3.942589049017256
annual_2016.0_B,annual,2016.0,B,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2016.00_B_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,4,Mexico City_Mexico_19.4326_-99.1332,0.16589810123967186,0.16589810123967186,0.029689956256284185,0.19558805749595604,4.009910750876633,4.066426256030385
annual_2016.0_B,annual,2016.0,B,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2016.00_B_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,5,London_UK_51.5074_-0.1278,-0.15349851017205776,0.15349851017205776,0.029689956256284185,-0.12380855391577358,4.009910750876633,3.957951733830523
annual_2016.0_C,annual,2016.0,C,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2016.00_C_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,1,New York_USA_40.7128_-74.006,-0.36781141334260614,0.36781141334260614,0.029689956256284185,-0.33812145708632196,4.009910750876633,3.8851660844464018
annual_2016.0_C,annual,2016.0,C,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2016.00_C_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,2,Delhi_India_28.7041_77.1025,-0.3499538743343892,0.3499538743343892,0.029689956256284185,-0.320263918078105,4.009910750876633,3.891230920272367
annual_2016.0_C,annual,2016.0,C,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2016.00_C_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,3,Los Angeles_USA_34.0522_-118.2437,-0.19873299816088966,0.19873299816088966,0.029689956256284185,-0.16904304190460548,4.009910750876633,3.942589049017256
annual_2016.0_C,annual,2016.0,C,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2016.00_C_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,4,Mexico City_Mexico_19.4326_-99.1332,0.16589810123967186,0.16589810123967186,0.029689956256284185,0.19558805749595604,4.009910750876633,4.066426256030385
annual_2016.0_C,annual,2016.0,C,results\temporal_cv_atypical_windows\temporal_cv_atypical_period_window_annual_2016.00_C_raw.csv,20,temperature_celsius;humidity_percent;precipitation_mm;wind_speed_ms;urban_heat_island_intensity,5,London_UK_51.5074_-0.1278,-0.15349851017205776,0.15349851017205776,0.029689956256284185,-0.12380855391577358,4.009910750876633,3.957951733830523
