ym,temperature_celsius,humidity_percent,precipitation_mm,wind_speed_ms,urban_heat_island_intensity
,0.014537896068919082,-1.2467859493355238,0.34795158226967204,-0.7708465822589659,
,0.3891422877982762,-0.7766863290942604,-1.1616229746541358,-0.3211860759412358,
,0.6677289473515166,-1.3898597468002563,-1.1651917088312607,-0.2569488607529886,
,0.9530774190298353,0.45988006327949665,-0.45144487340629236,1.0277954430119551,
,0.9382014323546625,-0.6847103164383612,0.3051267721441741,0.7387279746648426,
,0.5473686915251166,-0.17373246835003164,-0.11241512657943245,1.2205070885766964,
,0.018594983343966306,-0.6233929746677616,-0.20877094936180302,0.8029651898530896,
,-0.7860606595403927,0.7460276582089617,1.4435529746469984,0.5781349366942248,
,-1.0666758627311566,1.5022748733796893,1.9039196834961032,0.6744907594765952,
,-1.064647319093633,0.14307379746473287,0.9510676582037705,-2.023472278429786,
,-0.9422585196297094,-1.0526143670619588,1.3150785442705044,-0.8672024050413366,
,-0.39996118719840196,0.09197601265589991,0.3372453797382976,-1.541693164517932,
,-0.19507827980851897,-0.33724537973829727,-1.047423480986141,-0.7066093670707186,
,0.5581875909252424,-0.8380036708648602,-0.547800696188663,-0.06423721518824695,
,0.875316579591431,-0.9708579113678263,-0.3372453797382974,0.03211860759412347,
,1.144436702169561,-0.29636715189123103,-0.976048797443644,0.03211860759412347,
,0.9314396202295837,-1.4000793037620227,-0.8261619620044007,0.931439620229584,
,0.32220034775999745,-0.8686623417501603,0.9617738607351448,1.413218734141438,
,0.022652070619013528,1.0015165822531265,1.158054240477011,0.7387279746648426,
,-0.5845586582130491,-0.23504981012063134,0.8190244936501512,0.1605930379706179,
,-0.7224996255646534,-0.08175645569413245,1.6148522151489908,0.0,
,-1.1322654403444197,-2.074570063238618,0.73694360757628,0.5781349366942248,
,-1.0470666075684285,-1.0015165822531258,-0.5299570253030388,-0.8672024050413366,
,-0.6454149673387569,0.6642712025148285,-0.25159575948730123,-1.3168629113590669,
,-0.05037550033183587,-0.32702582277653053,-0.5335257594801637,-1.6380489873003028,
,0.33572397201015497,-0.07153689873236571,-1.0688358860488898,-0.2569488607529886,
,0.8996591032417142,-1.4511770885708557,-0.5156820885945395,0.9635582278237076,
,0.914535089916887,-1.778202911347387,-1.2151539873110084,1.092032658200202,
,0.690042927364276,-0.7562472151707277,0.07672778480818429,1.25262569617082,
,0.5514257788001636,-0.6233929746677616,0.6441565189710338,-0.1605930379706179,
,0.07201329913208768,-1.9110571518503523,0.8297306961815256,1.0599140506060785,
,-0.6765193031141186,1.420518417685557,1.7433266455254852,0.2890674683471124,
,-0.9037161905167612,-0.21461069619709786,1.950313227798726,-0.03211860759412347,
,-1.2431591591957092,0.7971254430177946,0.9260865189638965,-0.0963558227823707,
,-0.9287348953795522,2.82059772144758,0.40148259492654464,-0.995676835417831,
,-0.45202714056150756,2.27896120247395,0.2872831012585499,-0.1605930379706179,
,-0.3032672738097773,-0.29636715189123103,0.35152031644679693,0.09635582278237098,
,0.1416599640203977,-0.8891014556736931,-0.35508905062392154,-0.3854232911294828,
,1.1478176082321006,-0.5825147468206954,-0.547800696188663,-0.22483025315886487,
,1.1241512657943251,-1.3183228480678904,-0.5014071518860401,0.931439620229584,
,0.8191935389532782,-1.2467859493355238,-1.0581296835175154,-0.12847443037649417,
,0.6264818933885365,-0.8073449999795607,-0.019628037974186528,0.06423721518824752,
,0.11393653430757524,-0.8482232278266268,0.01605930379706189,0.6102535442883482,
,-0.4013135496234177,0.09197601265589991,-0.35152031644679665,0.8993210126354606,
,-0.5250547115123569,2.156326518932751,0.08029651898530893,0.4496605063177303,
,-1.1275321718568645,0.6949298734001287,1.2508413290822569,-0.8672024050413366,
,-0.9064209153667926,0.6233929746677622,0.9938924683292686,-0.2890674683471121,
,-0.5277594363623884,0.26570848100593153,0.5941942404912863,-1.0277954430119545,
,0.17479284343328308,-1.2467859493355238,0.49426968353179085,-0.2890674683471121,
,0.48921710724944023,-0.5314169620118624,-0.844005632890025,-1.0920326582002018,
,0.7644228607401412,0.4700996202412634,-0.4871322151775408,0.6744907594765952,
