window_id,W,phase,d,d_std,T_log,T_log_lower,T_log_upper
nonoverlap_60_3060,60,declining,3.2079570924789977,0.33561666695040693,-3.2428965714551974,-5.991157122094207,-0.494636020816188
nonoverlap_60_3120,60,min,3.2079570924789977,0.33561666695040693,-3.2428965714551974,-5.991157122094207,-0.494636020816188
nonoverlap_60_3180,60,max,3.2079570924789977,0.33561666695040693,-3.2428965714551974,-5.991157122094207,-0.494636020816188
nonoverlap_132_0,132,declining,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_132,132,declining,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_264,132,declining,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_396,132,min,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_528,132,max,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_660,132,declining,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_792,132,declining,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_924,132,rising,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_1056,132,declining,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_1188,132,declining,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_1320,132,declining,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_1452,132,declining,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_1584,132,max,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_1716,132,declining,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_1848,132,max,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_1980,132,max,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_2112,132,max,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_2244,132,declining,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_2376,132,declining,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_2508,132,declining,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_2640,132,declining,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_2772,132,declining,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_2904,132,declining,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_132_3036,132,declining,2.6771890149465656,0.22246734877417526,-6.459024021037281,-8.631552017651751,-4.286496024422809
nonoverlap_264_0,264,rising,3.4050404065289115,0.2550834041874692,-3.317464411623413,-6.162128569236669,-0.4728002540101563
nonoverlap_264_264,264,declining,3.4050404065289115,0.2550834041874692,-3.317464411623413,-6.162128569236669,-0.4728002540101563
nonoverlap_264_528,264,rising,3.4050404065289115,0.2550834041874692,-3.317464411623413,-6.162128569236669,-0.4728002540101563
nonoverlap_264_792,264,min,3.4050404065289115,0.2550834041874692,-3.317464411623413,-6.162128569236669,-0.4728002540101563
nonoverlap_264_1056,264,rising,3.4050404065289115,0.2550834041874692,-3.317464411623413,-6.162128569236669,-0.4728002540101563
nonoverlap_264_1320,264,min,3.4050404065289115,0.2550834041874692,-3.317464411623413,-6.162128569236669,-0.4728002540101563
nonoverlap_264_1584,264,rising,3.4050404065289115,0.2550834041874692,-3.317464411623413,-6.162128569236669,-0.4728002540101563
nonoverlap_264_1848,264,declining,3.4050404065289115,0.2550834041874692,-3.317464411623413,-6.162128569236669,-0.4728002540101563
nonoverlap_264_2112,264,min,3.4050404065289115,0.2550834041874692,-3.317464411623413,-6.162128569236669,-0.4728002540101563
nonoverlap_264_2376,264,rising,3.4050404065289115,0.2550834041874692,-3.317464411623413,-6.162128569236669,-0.4728002540101563
nonoverlap_264_2640,264,rising,3.4050404065289115,0.2550834041874692,-3.317464411623413,-6.162128569236669,-0.4728002540101563
nonoverlap_264_2904,264,rising,3.4050404065289115,0.2550834041874692,-3.317464411623413,-6.162128569236669,-0.4728002540101563
