lambda,N_lambda
1.7071877384842391e-09,1
0.0037331300969768114,2
0.012534590497622147,3
0.02947503810983512,4
0.049730317936905785,5
0.06573694722777436,6
0.08733903859403203,7
0.0957896615926095,8
0.1107443029754705,9
0.11777577094934998,10
0.130420028330965,11
0.13758303467709404,12
0.15233684387496355,13
0.1666761112645352,14
0.18559977951192735,15
0.19089441605464075,16
0.20301877921616732,17
0.21031132472529132,18
0.21228023202980442,19
0.23264414135006778,20
0.23946935568089103,21
0.24027134259555094,22
0.2459018442094934,23
0.25100508111692715,24
0.25585688149939373,25
0.2679456949333781,26
0.2707914958699958,27
0.2774746227425396,28
0.2816476720190727,29
0.283646838380044,30
0.29308911070144467,31
0.29819579049961115,32
0.2991633731099197,33
0.30763904485567234,34
0.3106203009932818,35
0.31662677123082505,36
0.31978601983014704,37
0.3271347123740173,38
0.33192045559699035,39
0.3330906946380477,40
0.33525373391516256,41
0.34004237803037296,42
0.3516599416489973,43
0.3553811479869442,44
0.35724815925913933,45
0.3577265808449287,46
0.3609569829795542,47
0.3630095867975637,48
0.3654305212216668,49
0.36957580372617366,50
0.3719637084275847,51
0.3753063375132673,52
0.37799560661219817,53
0.37957693308956353,54
0.386047476128791,55
0.39319774569166105,56
0.394820855462725,57
0.3966257434063343,58
0.39749212201338024,59
0.3990929265149131,60
0.40446825166887923,61
0.40544326895872457,62
0.408295487291037,63
0.4107954956208458,64
0.41351008834411157,65
0.4142881511564457,66
0.4198332876891303,67
0.42269140647031245,68
0.42459634496302207,69
0.426271789044558,70
0.4284891094279652,71
0.4304459053257835,72
0.4342199911306663,73
0.4358336436626426,74
0.4370263088792432,75
0.44148633902473394,76
0.44507344819526706,77
0.44586933347047597,78
0.4504002505685337,79
0.45413406789583743,80
0.4558522299523146,81
0.45757898426024174,82
0.45945327303379485,83
0.4626059411990909,84
0.4638123167514372,85
0.4670754733824877,86
0.46765205379300345,87
0.47071021812140906,88
0.4720708046638654,89
0.4746023708547414,90
0.4785543721849713,91
0.48078479718018724,92
0.48382484404729387,93
0.48598509339991486,94
0.48782093060211057,95
0.4882263365858009,96
0.49028197836303505,97
0.49142242238287126,98
0.49271389894570594,99
0.49409039868443416,100
0.49529256650765024,101
0.4955741175547423,102
0.4995888116788115,103
0.5026078590437784,104
0.5031984268675683,105
0.5051600704570539,106
0.5075358280292611,107
0.5083649204732597,108
0.5118952115175335,109
0.5137067276264615,110
0.5148571997827088,111
0.5171124988028023,112
0.5203423355300705,113
0.5213454314591387,114
0.5222348781951586,115
0.5233877557339051,116
0.5238531722517218,117
0.5251806833432494,118
0.5277531106385958,119
0.528194299180857,120
0.5308994993628536,121
0.5325930555661071,122
0.5357337217928119,123
0.5384030512569572,124
0.5405207612181862,125
0.5425385080938571,126
0.5445043878587374,127
0.5455274958151402,128
0.5457531227418759,129
0.548336820083724,130
0.5487723034546592,131
0.5502801132856195,132
0.5506920885974614,133
0.5537553881243585,134
0.5551939077912786,135
0.5578843134611053,136
0.5587563046717686,137
0.5592619103057782,138
0.5613255188172819,139
0.563426582725246,140
0.5645720674060916,141
0.5657476839991615,142
0.5671404582052996,143
0.5684253344470254,144
0.5712453880197688,145
0.5725973421767262,146
0.5730900236890119,147
0.5748602854312367,148
0.5763489863196348,149
0.5771911132793252,150
0.5778177000087602,151
0.5794188167854624,152
0.580939165811399,153
0.5831600357923526,154
0.5836434179877602,155
0.5850731259662926,156
0.5883136613829715,157
0.5891788163701527,158
0.5904882298167689,159
0.5915355517649606,160
0.592876495961356,161
0.5948853725863386,162
0.596293832464561,163
0.5970837472946503,164
0.5977337369503346,165
0.5983251122888689,166
0.5984855390462224,167
0.6008218587051849,168
0.6020452226485394,169
0.6032055657877002,170
0.6043178090318443,171
0.6053536438400967,172
0.6078150040733525,173
0.6086275256272701,174
0.6102728878409727,175
0.6103174841014406,176
0.6111848025048335,177
0.6142601814586901,178
0.6162018606343788,179
0.6175281085272585,180
0.6179896678148488,181
0.6203746945478673,182
0.6205092903344166,183
0.6214637111075016,184
0.6216807387739618,185
0.6235119380145355,186
0.6256635017686405,187
0.6269485682209607,188
0.6273224273997239,189
0.6283804384634238,190
0.6301909781995998,191
0.6321816594610259,192
0.6332509223376399,193
0.6337194313012393,194
0.635473184114687,195
0.6359950210088028,196
0.6371509199070459,197
0.6385442622738163,198
0.6391942907804127,199
0.6397444869743016,200
