lambda,N_lambda
3.22569136732261e-09,1
0.003899218469280668,2
0.012899173129852178,3
0.028917626569903508,4
0.050724275013288744,5
0.06933003539503586,6
0.08536210714276718,7
0.09508139731937584,8
0.10465682900039107,9
0.12648578573591748,10
0.13573042416095898,11
0.1446918315569531,12
0.1597158592919353,13
0.17201341158818517,14
0.18837231599935428,15
0.19440457754251486,16
0.1980326608526284,17
0.20561059469566031,18
0.21651811804419097,19
0.22824411747375056,20
0.24253583285632074,21
0.24963786082962539,22
0.2560151249219063,23
0.26017370539554546,24
0.2647356706062249,25
0.27493731237501506,26
0.27644373789581655,27
0.28163866366470725,28
0.2863110184684877,29
0.29306835198112674,30
0.2967369577841117,31
0.30579287947593864,32
0.30926991261460146,33
0.3132070778495242,34
0.3176774738100451,35
0.3185522849498013,36
0.3217242554015051,37
0.32442706399832644,38
0.3333757854723868,39
0.3414050742541376,40
0.34593556590553637,41
0.3503676688340504,42
0.35552972156805507,43
0.3594526878056167,44
0.3672072772932182,45
0.3690654530654774,46
0.3708487638618366,47
0.37253344013072587,48
0.37638505846631504,49
0.37972112293020277,50
0.38223066485594503,51
0.3855035485408427,52
0.3862036039859385,53
0.3887520060320799,54
0.3927645920636336,55
0.39495475543347225,56
0.3963699503841397,57
0.40235336920704073,58
0.4027934289056789,59
0.4047781207200344,60
0.4074225991077727,61
0.4106276120338006,62
0.4135216697529341,63
0.4155077417812859,64
0.41734501794776147,65
0.4201482248069056,66
0.42131924146055594,67
0.42418602064478744,68
0.42531674017062293,69
0.42886779920418877,70
0.43486560878950986,71
0.4355982204295193,72
0.437862498447477,73
0.4407554955023595,74
0.44274153303906066,75
0.44390902886261935,76
0.4505087740909533,77
0.4512898001391478,78
0.4516740464612013,79
0.4541904640124602,80
0.4547362426599464,81
0.4600835526565253,82
0.46319474308768543,83
0.466273509532263,84
0.46775386331862057,85
0.470124998982916,86
0.4716729784427621,87
0.4728497491020228,88
0.47556213923234475,89
0.47688666516185435,90
0.47787649478393335,91
0.4796321272145365,92
0.4822957523211587,93
0.4832708416292129,94
0.48602093824617415,95
0.48792350812376645,96
0.49048297640511296,97
0.49331509160648773,98
0.4941321461889475,99
0.4991339577265734,100
0.49960078414534365,101
0.500166179198331,102
0.5026256157058993,103
0.5036647348527366,104
0.5062513096068079,105
0.5081178087391823,106
0.5121439216791666,107
0.5142096209677574,108
0.5146377735467631,109
0.5164616711605481,110
0.5170784300116682,111
0.5220409160797822,112
0.5240299661459036,113
0.5248827924061067,114
0.5254187706668514,115
0.5276323415429811,116
0.5280576002355835,117
0.5299348631426928,118
0.532066594184061,119
0.5333185755871951,120
0.5345238898467539,121
0.5351481764549012,122
0.5370526952207825,123
0.5392377575176646,124
0.5407785170841021,125
0.5420143275917167,126
0.5426703317642193,127
0.5438303381041495,128
0.5471058880413422,129
0.5493541139783354,130
0.550077598088609,131
0.5515728961809363,132
0.5524538047424745,133
0.5535557029402041,134
0.5561381564391205,135
0.5588430761331918,136
0.5610262926737684,137
0.5621310369117682,138
0.5623095683985061,139
0.5653514125735536,140
0.5659946913202362,141
0.5672324946128133,142
0.568664347641427,143
0.5691674157283422,144
0.5726498657928081,145
0.57494829652939,146
0.5761817492208334,147
0.577361236518821,148
0.5780220983971669,149
0.5784708445212251,150
0.5798162803721478,151
0.580696748827347,152
0.5827718375682173,153
0.5844031471155342,154
0.5852559797579578,155
0.5881544430898724,156
0.5890619523618505,157
0.5899845496760956,158
0.5908109855122244,159
0.5915929179614515,160
0.5934877955469655,161
0.5956060501854031,162
0.59737311433648,163
0.5990206720420439,164
0.5994760836311392,165
0.6015808698878121,166
0.6025304715255065,167
0.6028412209256913,168
0.6040200481811179,169
0.6049172133231346,170
0.607146906532079,171
0.607761824848949,172
0.6100287767588655,173
0.6111306564564558,174
0.612899019522775,175
0.6133869216905579,176
0.61558549346569,177
0.6166114354214649,178
0.6170817038586548,179
0.6177690993789426,180
0.6183555418011155,181
0.6197108724939806,182
0.6217911915954205,183
0.622710115622588,184
0.6232354433270836,185
0.6238241596188395,186
0.6249483658869108,187
0.626812928253461,188
0.6283545395531822,189
0.6300772451524803,190
0.6313845755928674,191
0.6319617981946284,192
0.6327888218602589,193
0.6332267291337067,194
0.6352718607253218,195
0.6362098942067266,196
0.6368682255933421,197
0.639083528619639,198
0.6403140447387646,199
0.6424150725131348,200
