feature,n,n_nan,frac_nan,mean,median,std,skew,top3_idx_val,bottom3_idx_val
temperature_celsius,740,0,0.0,13.271932432432433,13.219999999999999,13.752976901840048,0.08949308002783797,731:51.76;705:51.62;730:50.95,453:-18.07;391:-17.48;478:-16.82
humidity_percent,740,0,0.0,48.651081081081074,48.55,12.886388594493859,0.011789292872491362,736:93.2;180:78.8;231:78.3,345:20.0;276:20.0;91:20.0
precipitation_mm,740,0,0.0,65.82783783783785,59.6,31.928135359341184,0.7615480635245089,130:169.8;662:165.7;143:162.9,273:15.4;63:15.5;322:16.8
wind_speed_ms,740,0,0.0,8.007567567567568,8.0,2.95647213733047,-0.024045021332654164,7:17.2;647:16.2;522:15.6,270:1.0;603:1.0;728:1.0
urban_heat_island_intensity,740,0,0.0,1.25,1.0,0.4333055749063535,1.1547005383792515,0:2.0;628:2.0;597:2.0,369:1.0;415:1.0;416:1.0
