fraction,rep,n_used,d_est_sub,d_factor,d_pert,T_log,regime
0.5,6,10,2.966490401374743,1.2,3.5597884816496914,-1.0136244799176954,Divergence
0.5,7,10,3.8296413853029843,0.8,3.0637131082423874,-2.1558802397268084,Divergence
0.5,7,10,3.8296413853029843,0.8500000000000001,3.255195177507537,-1.7149764814612214,Divergence
0.5,7,10,3.8296413853029843,0.9,3.446677246772686,-1.2740727231956361,Divergence
0.5,7,10,3.8296413853029843,0.95,3.638159316037835,-0.833168964930051,Divergence
0.5,7,10,3.8296413853029843,1.0,3.8296413853029843,-0.39226520666446485,Divergence
0.5,7,10,3.8296413853029843,1.05,4.021123454568134,0.04863855160112137,Saturation
0.5,7,10,3.8296413853029843,1.1,4.212605523833283,0.4895423098667086,Saturation
0.5,7,10,3.8296413853029843,1.15,4.404087593098431,0.9304460681322917,Saturation
0.5,7,10,3.8296413853029843,1.2,4.595569662363581,1.371349826397879,Saturation
0.5,8,10,3.7058426370250768,0.8,2.9646741096200615,-2.383925961579634,Divergence
0.5,8,10,3.7058426370250768,0.8500000000000001,3.1499662414713154,-1.9572750609298495,Divergence
0.5,8,10,3.7058426370250768,0.9,3.3352583733225694,-1.530624160280065,Divergence
0.5,8,10,3.7058426370250768,0.95,3.520550505173823,-1.1039732596302814,Divergence
0.5,8,10,3.7058426370250768,1.0,3.7058426370250768,-0.677322358980497,Divergence
0.5,8,10,3.7058426370250768,1.05,3.8911347688763307,-0.25067145833071236,Divergence
0.5,8,10,3.7058426370250768,1.1,4.076426900727585,0.17597944231907214,Saturation
0.5,8,10,3.7058426370250768,1.15,4.261719032578838,0.6026303429688546,Saturation
0.5,8,10,3.7058426370250768,1.2,4.447011164430092,1.0292812436186392,Saturation
0.5,9,10,2.985109690512985,0.8,2.3880877524103883,-3.711565112514368,Divergence
0.5,9,10,2.985109690512985,0.8500000000000001,2.5373432369360374,-3.367891658798005,Divergence
0.5,9,10,2.985109690512985,0.9,2.6865987214616864,-3.0242182050816417,Divergence
0.5,9,10,2.985109690512985,0.95,2.8358542059873355,-2.6805447513652783,Divergence
0.5,9,10,2.985109690512985,1.0,2.985109690512985,-2.3368712976489143,Divergence
0.5,9,10,2.985109690512985,1.05,3.1343651750386345,-1.9931978439325504,Divergence
0.5,9,10,2.985109690512985,1.1,3.2836206595642836,-1.6495243902161874,Divergence
0.5,9,10,2.985109690512985,1.15,3.4328761440899327,-1.3058509364998243,Divergence
0.5,9,10,2.985109690512985,1.2,3.5821316286155818,-0.9621774827834612,Divergence
0.5,10,10,3.6787118613910907,0.8,2.9429694891128726,-2.43390269720858,Divergence
0.5,10,10,3.6787118613910907,0.8500000000000001,3.1269050821824274,-2.0103753425356046,Divergence
0.5,10,10,3.6787118613910907,0.9,3.3108406752519817,-1.5868479878626296,Divergence
0.5,10,10,3.6787118613910907,0.95,3.494776268321536,-1.163320633189655,Divergence
0.5,10,10,3.6787118613910907,1.0,3.6787118613910907,-0.7397932785166792,Divergence
0.5,10,10,3.6787118613910907,1.05,3.8626474544606455,-0.3162659238437035,Divergence
0.5,10,10,3.6787118613910907,1.1,4.0465830475302,0.10726143082927223,Saturation
0.5,10,10,3.6787118613910907,1.15,4.230518640599754,0.5307887855022448,Saturation
0.5,10,10,3.6787118613910907,1.2,4.414454233669309,0.9543161401752216,Saturation
0.5,11,10,3.6312667842336905,0.8,2.905013427386953,-2.521299759127445,Divergence
0.5,11,10,3.6312667842336905,0.8500000000000001,3.0865767665986374,-2.1032347208243984,Divergence
0.5,11,10,3.6312667842336905,0.9,3.2681401058103217,-1.6851696825213531,Divergence
0.5,11,10,3.6312667842336905,0.95,3.449703445022006,-1.2671046442183076,Divergence
0.5,11,10,3.6312667842336905,1.0,3.6312667842336905,-0.8490396059152613,Divergence
0.5,11,10,3.6312667842336905,1.05,3.812830123445375,-0.43097456761221486,Divergence
0.5,11,10,3.6312667842336905,1.1,3.99439346265706,-0.012909529309168421,Divergence
0.5,11,10,3.6312667842336905,1.15,4.175956801868744,0.405155508993877,Saturation
0.5,11,10,3.6312667842336905,1.2,4.357520141080428,0.8232205472969224,Saturation
0.5,12,10,2.812131443327062,0.8,2.2497051546616498,-4.0302028192204045,Divergence
0.5,12,10,2.812131443327062,0.8500000000000001,2.390311726828003,-3.7064442221731673,Divergence
0.5,12,10,2.812131443327062,0.9,2.530918298994356,-3.3826856251259314,Divergence
0.5,12,10,2.812131443327062,0.95,2.6715248711607087,-3.058927028078697,Divergence
0.5,12,10,2.812131443327062,1.0,2.812131443327062,-2.7351684310314597,Divergence
0.5,12,10,2.812131443327062,1.05,2.9527380154934155,-2.411409833984223,Divergence
0.5,12,10,2.812131443327062,1.1,3.0933445876597685,-2.087651236936987,Divergence
0.5,12,10,2.812131443327062,1.15,3.233951159826121,-1.763892639889752,Divergence
0.5,12,10,2.812131443327062,1.2,3.3745577319924744,-1.4401340428425151,Divergence
0.5,13,10,2.9624977040527156,0.8,2.3699981632421725,-3.7532179308714877,Divergence
0.5,13,10,2.9624977040527156,0.8500000000000001,2.5181230484448087,-3.4121477783024434,Divergence
0.5,13,10,2.9624977040527156,0.9,2.666247933647444,-3.071077625733401,Divergence
0.5,13,10,2.9624977040527156,0.95,2.81437281885008,-2.7300074731643575,Divergence
0.5,13,10,2.9624977040527156,1.0,2.9624977040527156,-2.3889373205953137,Divergence
0.5,13,10,2.9624977040527156,1.05,3.1106225892553514,-2.0478671680262703,Divergence
0.5,13,10,2.9624977040527156,1.1,3.2587474744579876,-1.7067970154572258,Divergence
0.5,13,10,2.9624977040527156,1.15,3.4068723596606225,-1.3657268628881845,Divergence
0.5,13,10,2.9624977040527156,1.2,3.5549972448632587,-1.02465671031914,Divergence
0.5,14,10,2.8227863377501423,0.8,2.2582290702001138,-4.010575778367597,Divergence
0.5,14,10,2.8227863377501423,0.8500000000000001,2.399368387087621,-3.68559049126706,Divergence
0.5,14,10,2.8227863377501423,0.9,2.5405077039751283,-3.360605204166523,Divergence
0.5,14,10,2.8227863377501423,0.95,2.681647020862635,-3.0356199170659868,Divergence
0.5,14,10,2.8227863377501423,1.0,2.8227863377501423,-2.71063462996545,Divergence
0.5,14,10,2.8227863377501423,1.05,2.9639256546376496,-2.385649342864913,Divergence
0.5,14,10,2.8227863377501423,1.1,3.105064971525157,-2.060664055764376,Divergence
0.5,14,10,2.8227863377501423,1.15,3.2462042884126636,-1.73567876866384,Divergence
0.5,14,10,2.8227863377501423,1.2,3.387343605300171,-1.410693481563303,Divergence
0.5,15,10,2.926459902529329,0.8,2.3411679220234634,-3.81960201452911,Divergence
0.5,15,10,2.926459902529329,0.8500000000000001,2.48749091714993,-3.4826808671886678,Divergence
0.5,15,10,2.926459902529329,0.9,2.633813912276396,-3.145759719848226,Divergence
0.5,15,10,2.926459902529329,0.95,2.7801369074028623,-2.8088385725077845,Divergence
0.5,15,10,2.926459902529329,1.0,2.926459902529329,-2.471917425167342,Divergence
0.5,15,10,2.926459902529329,1.05,3.0727828976557956,-2.1349962778269,Divergence
0.5,15,10,2.926459902529329,1.1,3.2191058927822622,-1.7980751304864573,Divergence
0.5,15,10,2.926459902529329,1.15,3.365428887908728,-1.4611539831460167,Divergence
0.5,15,10,2.926459902529329,1.2,3.5117518830351946,-1.1242328358055742,Divergence
0.5,16,10,3.5285610129412097,0.8,2.822848810352968,-2.710490781481463,Divergence
0.5,16,10,3.5285610129412097,0.8500000000000001,2.9992768610000287,-2.3042501820755423,Divergence
0.5,16,10,3.5285610129412097,0.9,3.175704911647089,-1.8980095826696228,Divergence
0.5,16,10,3.5285610129412097,0.95,3.352132962294149,-1.4917689832637042,Divergence
0.5,16,10,3.5285610129412097,1.0,3.5285610129412097,-1.0855283838577834,Divergence
0.5,16,10,3.5285610129412097,1.05,3.7049890635882705,-0.6792877844518627,Divergence
0.5,16,10,3.5285610129412097,1.1,3.881417114235331,-0.273047185045943,Divergence
0.5,16,10,3.5285610129412097,1.15,4.057845164882391,0.13319341435997567,Saturation
0.5,16,10,3.5285610129412097,1.2,4.234273215529451,0.5394340137658954,Saturation
0.5,17,10,3.501932428284051,0.8,2.801545942627241,-2.759542447144746,Divergence
0.5,17,10,3.501932428284051,0.8500000000000001,2.976642564041444,-2.3563675768427808,Divergence
0.5,17,10,3.501932428284051,0.9,3.151739185455646,-1.9531927065408163,Divergence
0.5,17,10,3.501932428284051,0.95,3.3268358068698483,-1.5500178362388524,Divergence
0.5,17,10,3.501932428284051,1.0,3.501932428284051,-1.1468429659368873,Divergence
0.5,17,10,3.501932428284051,1.05,3.6770290496982536,-0.7436680956349221,Divergence
0.5,17,10,3.501932428284051,1.1,3.8521256711124563,-0.34049322533295695,Divergence
0.5,17,10,3.501932428284051,1.15,4.027222292526658,0.06268164496900613,Saturation
0.5,17,10,3.501932428284051,1.2,4.202318913940861,0.46585651527097127,Saturation
0.5,18,10,2.9356300908046022,0.8,2.348504072643682,-3.802709903471036,Divergence
0.5,18,10,2.9356300908046022,0.8500000000000001,2.495285577183912,-3.4647329991894638,Divergence
0.5,18,10,2.9356300908046022,0.9,2.642067081724142,-3.1267560949078925,Divergence
0.5,18,10,2.9356300908046022,0.95,2.788848586264372,-2.7887791906263213,Divergence
0.5,18,10,2.9356300908046022,1.0,2.9356300908046022,-2.450802286344749,Divergence
0.5,18,10,2.9356300908046022,1.05,3.0824115953448326,-2.112825382063177,Divergence
0.5,18,10,2.9356300908046022,1.1,3.229193099885063,-1.7748484777816047,Divergence
0.5,18,10,2.9356300908046022,1.15,3.3759746044252923,-1.4368715735000346,Divergence
0.5,18,10,2.9356300908046022,1.2,3.5227561089655226,-1.0988946692184625,Divergence
0.5,19,10,3.6998922876609246,0.8,2.9599138301287398,-2.394886910174837,Divergence
0.5,19,10,3.6998922876609246,0.8500000000000001,3.144908444511786,-1.9689210688122525,Divergence
0.5,19,10,3.6998922876609246,0.9,3.3299030588948324,-1.542955227449668,Divergence
0.5,19,10,3.6998922876609246,0.95,3.5148976732778783,-1.1169893860870848,Divergence
0.5,19,10,3.6998922876609246,1.0,3.6998922876609246,-0.6910235447245003,Divergence
0.5,19,10,3.6998922876609246,1.05,3.884886902043971,-0.265057703361916,Divergence
0.5,19,10,3.6998922876609246,1.1,4.069881516427017,0.16090813800066842,Saturation
0.5,19,10,3.6998922876609246,1.15,4.254876130810063,0.5868739793632507,Saturation
0.5,19,10,3.6998922876609246,1.2,4.439870745193109,1.0128398207258351,Saturation
0.5,20,10,3.594441124661947,0.8,2.875552899729558,-2.5891351309431014,Divergence
0.5,20,10,3.594441124661947,0.8500000000000001,3.0552749559626555,-2.175309803378533,Divergence
0.5,20,10,3.594441124661947,0.9,3.2349970121957528,-1.7614844758139656,Divergence
0.5,20,10,3.594441124661947,0.95,3.4147190684288495,-1.3476591482493994,Divergence
0.5,20,10,3.594441124661947,1.0,3.594441124661947,-0.933833820684831,Divergence
0.5,20,10,3.594441124661947,1.05,3.774163180895045,-0.5200084931202626,Divergence
0.5,20,10,3.594441124661947,1.1,3.953885237128142,-0.10618316555569529,Divergence
0.5,20,10,3.594441124661947,1.15,4.133607293361239,0.307642162008871,Saturation
0.5,20,10,3.594441124661947,1.2,4.313329349594336,0.7214674895734383,Saturation
0.5,21,10,3.7233628697289776,0.8,2.9786902957831822,-2.351652500259803,Divergence
0.5,21,10,3.7233628697289776,0.8500000000000001,3.164858439269631,-1.9229845082775292,Divergence
0.5,21,10,3.7233628697289776,0.9,3.35102658275608,-1.4943165162952554,Divergence
0.5,21,10,3.7233628697289776,0.95,3.5371947262425287,-1.0656485243129818,Divergence
0.5,21,10,3.7233628697289776,1.0,3.7233628697289776,-0.6369805323307082,Divergence
0.5,21,10,3.7233628697289776,1.05,3.9095310132154264,-0.20831254034843452,Divergence
0.5,21,10,3.7233628697289776,1.1,4.095699156701875,0.22035545163383916,Saturation
0.5,21,10,3.7233628697289776,1.15,4.281867300188324,0.6490234436161129,Saturation
0.5,21,10,3.7233628697289776,1.2,4.468035443674773,1.0776914355983864,Saturation
0.5,22,10,3.6240120720542306,0.8,2.8992096576433846,-2.534663432822155,Divergence
0.5,22,10,3.6240120720542306,0.8500000000000001,3.0804102612460964,-2.1174336241250273,Divergence
0.5,22,10,3.6240120720542306,0.9,3.261610864848808,-1.700203815427901,Divergence
0.5,22,10,3.6240120720542306,0.95,3.4428114684515188,-1.2829740067307756,Divergence
0.5,22,10,3.6240120720542306,1.0,3.6240120720542306,-0.8657441980336481,Divergence
0.5,22,10,3.6240120720542306,1.05,3.8052126756569424,-0.4485143893365206,Divergence
0.5,22,10,3.6240120720542306,1.1,3.986413279259654,-0.03128458063939412,Divergence
0.5,22,10,3.6240120720542306,1.15,4.167613882862365,0.38594522805773135,Saturation
0.5,22,10,3.6240120720542306,1.2,4.348814486465076,0.8031750367548578,Saturation
0.5,23,10,3.7035417568058637,0.8,2.962833405444691,-2.388164339574454,Divergence
0.5,23,10,3.7035417568058637,0.8500000000000001,3.1480104932849846,-1.961778337549345,Divergence
0.5,23,10,3.7035417568058637,0.9,3.3331875811252774,-1.535392335524238,Divergence
0.5,23,10,3.7035417568058637,0.95,3.5183646689655705,-1.1090063334991298,Divergence
0.5,23,10,3.7035417568058637,1.0,3.7035417568058637,-0.6826203314740218,Divergence
0.5,23,10,3.7035417568058637,1.05,3.888718844646157,-0.25623432944891367,Divergence
0.5,23,10,3.7035417568058637,1.1,4.07389593248645,0.17015167257619443,Saturation
0.5,23,10,3.7035417568058637,1.15,4.259073020326743,0.5965376746013015,Saturation
0.5,23,10,3.7035417568058637,1.2,4.4442501081670365,1.0229236766264107,Saturation
0.5,24,10,2.989460465818473,0.8,2.3915683726547785,-3.7035506882252616,Divergence
0.5,24,10,2.989460465818473,0.8500000000000001,2.5410413959457023,-3.3593763329908284,Divergence
0.5,24,10,2.989460465818473,0.9,2.6905144192366257,-3.0152019777563965,Divergence
0.5,24,10,2.989460465818473,0.95,2.839987442527549,-2.6710276225219642,Divergence
0.5,24,10,2.989460465818473,1.0,2.989460465818473,-2.3268532672875315,Divergence
0.5,24,10,2.989460465818473,1.05,3.1389334891093967,-1.9826789120530983,Divergence
0.5,24,10,2.989460465818473,1.1,3.2884065124003206,-1.6385045568186654,Divergence
0.5,24,10,2.989460465818473,1.15,3.4378795356912435,-1.2943302015842344,Divergence
0.5,24,10,2.989460465818473,1.2,3.5873525589821673,-0.9501558463498013,Divergence
0.5,25,10,3.5896160984492234,0.8,2.871692878759379,-2.5980231576876798,Divergence
0.5,25,10,3.5896160984492234,0.8500000000000001,3.0511736836818404,-2.1847533317946475,Divergence
0.5,25,10,3.5896160984492234,0.9,3.230654488604301,-1.7714835059016176,Divergence
0.5,25,10,3.5896160984492234,0.95,3.410135293526762,-1.3582136800085864,Divergence
0.5,25,10,3.5896160984492234,1.0,3.5896160984492234,-0.9449438541155544,Divergence
0.5,25,10,3.5896160984492234,1.05,3.769096903371685,-0.5316740282225223,Divergence
0.5,25,10,3.5896160984492234,1.1,3.9485777082941462,-0.11840420232949027,Divergence
0.5,25,10,3.5896160984492234,1.15,4.128058513216606,0.29486562356353874,Saturation
0.5,25,10,3.5896160984492234,1.2,4.307539318139068,0.7081354494565718,Saturation
0.5,26,10,3.5643191122196045,0.8,2.851455289775684,-2.644621928399676,Divergence
0.5,26,10,3.5643191122196045,0.8500000000000001,3.0296712453866643,-2.2342645256761444,Divergence
0.5,26,10,3.5643191122196045,0.9,3.2078872009976442,-1.8239071229526134,Divergence
0.5,26,10,3.5643191122196045,0.95,3.386103156608624,-1.4135497202290823,Divergence
0.5,26,10,3.5643191122196045,1.0,3.5643191122196045,-1.0031923175055504,Divergence
0.5,26,10,3.5643191122196045,1.05,3.742535067830585,-0.5928349147820184,Divergence
0.5,26,10,3.5643191122196045,1.1,3.9207510234415652,-0.18247751205848647,Divergence
0.5,26,10,3.5643191122196045,1.15,4.098966979052545,0.22787989066504344,Saturation
0.5,26,10,3.5643191122196045,1.2,4.277182934663525,0.6382372933885754,Saturation
0.5,27,10,3.056774454132322,0.8,2.4454195633058577,-3.579553739392106,Divergence
0.5,27,10,3.056774454132322,0.8500000000000001,2.5982582860124737,-3.2276295748556016,Divergence
0.5,27,10,3.056774454132322,0.9,2.7510970087190896,-2.8757054103190973,Divergence
0.5,27,10,3.056774454132322,0.95,2.9039357314257055,-2.523781245782593,Divergence
0.5,27,10,3.056774454132322,1.0,3.056774454132322,-2.1718570812460873,Divergence
0.5,27,10,3.056774454132322,1.05,3.209613176838938,-1.819932916709582,Divergence
0.5,27,10,3.056774454132322,1.1,3.362451899545554,-1.4680087521730776,Divergence
0.5,27,10,3.056774454132322,1.15,3.51529062225217,-1.1160845876365733,Divergence
0.5,27,10,3.056774454132322,1.2,3.668129344958786,-0.7641604231000688,Divergence
0.5,28,10,3.5318095784816403,0.8,2.8254476627853125,-2.704506702611855,Divergence
0.5,28,10,3.5318095784816403,0.8500000000000001,3.0020381417093946,-2.2978920982765842,Divergence
0.5,28,10,3.5318095784816403,0.9,3.1786286206334764,-1.8912774939413144,Divergence
0.5,28,10,3.5318095784816403,0.95,3.355219099557558,-1.4846628896060445,Divergence
0.5,28,10,3.5318095784816403,1.0,3.5318095784816403,-1.0780482852707738,Divergence
0.5,28,10,3.5318095784816403,1.05,3.7084000574057225,-0.6714336809355028,Divergence
0.5,28,10,3.5318095784816403,1.1,3.8849905363298047,-0.2648190766002319,Divergence
0.5,28,10,3.5318095784816403,1.15,4.0615810152538865,0.14179552773503798,Saturation
0.5,28,10,3.5318095784816403,1.2,4.238171494177968,0.5484101320703079,Saturation
0.5,29,10,3.705045764048882,0.8,2.9640366112391057,-2.385393855848431,Divergence
0.5,29,10,3.705045764048882,0.8500000000000001,3.14928889944155,-1.9588346985904457,Divergence
0.5,29,10,3.705045764048882,0.9,3.334541187643994,-1.5322755413324618,Divergence
0.5,29,10,3.705045764048882,0.95,3.5197934758464378,-1.1057163840744777,Divergence
0.5,29,10,3.705045764048882,1.0,3.705045764048882,-0.6791572268164926,Divergence
0.5,29,10,3.705045764048882,1.05,3.8902980522513264,-0.25259806955850755,Divergence
0.5,29,10,3.705045764048882,1.1,4.075550340453771,0.17396108769947752,Saturation
0.5,29,10,3.705045764048882,1.15,4.260802628656214,0.6005202449574606,Saturation
0.5,29,10,3.705045764048882,1.2,4.4460549168586585,1.0270794022154457,Saturation
0.5,30,10,3.5248678682610564,0.8,2.8198942946088454,-2.717293805390896,Divergence
0.5,30,10,3.5248678682610564,0.8500000000000001,2.996137688021898,-2.3114783949793156,Divergence
0.5,30,10,3.5248678682610564,0.9,3.172381081434951,-1.9056629845677353,Divergence
0.5,30,10,3.5248678682610564,0.95,3.348624474848003,-1.499847574156156,Divergence
0.5,30,10,3.5248678682610564,1.0,3.5248678682610564,-1.094032163744575,Divergence
0.5,30,10,3.5248678682610564,1.05,3.7011112616741095,-0.6882167533329936,Divergence
0.5,30,10,3.5248678682610564,1.1,3.8773546550871623,-0.28240134292141333,Divergence
0.5,30,10,3.5248678682610564,1.15,4.0535980485002145,0.1234140674901659,Saturation
0.5,30,10,3.5248678682610564,1.2,4.229841441913267,0.5292294779017461,Saturation
0.5,31,10,2.9735240933764615,0.8,2.3788192747011694,-3.7329065711223626,Divergence
0.5,31,10,2.9735240933764615,0.8500000000000001,2.5274954793699926,-3.3905669585689986,Divergence
0.5,31,10,2.9735240933764615,0.9,2.6761716840388154,-3.0482273460156355,Divergence
0.5,31,10,2.9735240933764615,0.95,2.8248478887076383,-2.705887733462272,Divergence
0.5,31,10,2.9735240933764615,1.0,2.9735240933764615,-2.363548120908908,Divergence
0.5,31,10,2.9735240933764615,1.05,3.1222002980452848,-2.0212085083555436,Divergence
0.5,31,10,2.9735240933764615,1.1,3.270876502714108,-1.6788688958021796,Divergence
0.5,31,10,2.9735240933764615,1.15,3.4195527073829304,-1.3365292832488174,Divergence
0.5,31,10,2.9735240933764615,1.2,3.5682289120517536,-0.9941896706954533,Divergence
0.5,32,10,3.699463970627008,0.8,2.9595711765016066,-2.395675899308734,Divergence
0.5,32,10,3.699463970627008,0.8500000000000001,3.144544375032957,-1.9697593697670186,Divergence
0.5,32,10,3.699463970627008,0.9,3.329517573564307,-1.5438428402253033,Divergence
0.5,32,10,3.699463970627008,0.95,3.514490772095657,-1.1179263106835888,Divergence
0.5,32,10,3.699463970627008,1.0,3.699463970627008,-0.6920097811418725,Divergence
0.5,32,10,3.699463970627008,1.05,3.8844371691583586,-0.2660932516001561,Divergence
0.5,32,10,3.699463970627008,1.1,4.069410367689709,0.15982327794156026,Saturation
0.5,32,10,3.699463970627008,1.15,4.254383566221058,0.5857398074832725,Saturation
0.5,32,10,3.699463970627008,1.2,4.439356764752409,1.011656337024989,Saturation
0.5,33,10,3.538315497273043,0.8,2.830652397818435,-2.6925223573116037,Divergence
0.5,33,10,3.538315497273043,0.8500000000000001,3.007568172682087,-2.285158731395068,Divergence
0.5,33,10,3.538315497273043,0.9,3.184483947545739,-1.877795105478532,Divergence
0.5,33,10,3.538315497273043,0.95,3.3613997224093906,-1.470431479561997,Divergence
0.5,33,10,3.538315497273043,1.0,3.538315497273043,-1.06306785364546,Divergence
0.5,33,10,3.538315497273043,1.05,3.7152312721366956,-0.655704227728923,Divergence
0.5,33,10,3.538315497273043,1.1,3.8921470470003476,-0.24834060181238699,Divergence
0.5,33,10,3.538315497273043,1.15,4.069062821863999,0.15902302410414693,Saturation
0.5,33,10,3.538315497273043,1.2,4.245978596727651,0.5663866500206839,Saturation
0.5,34,10,3.020317511375689,0.8,2.4162540091005513,-3.646709909734154,Divergence
0.5,34,10,3.020317511375689,0.8500000000000001,2.5672698846693356,-3.298983005844028,Divergence
0.5,34,10,3.020317511375689,0.9,2.71828576023812,-2.9512561019539016,Divergence
0.5,34,10,3.020317511375689,0.95,2.869301635806904,-2.603529198063775,Divergence
0.5,34,10,3.020317511375689,1.0,3.020317511375689,-2.2558022941736477,Divergence
0.5,34,10,3.020317511375689,1.05,3.1713333869444735,-1.9080753902835204,Divergence
0.5,34,10,3.020317511375689,1.1,3.322349262513258,-1.560348486393394,Divergence
0.5,34,10,3.020317511375689,1.15,3.473365138082042,-1.2126215825032678,Divergence
