lambda_max,n_pairs,n_valid_pairs,median_levina,median_d_s_spectral,median_diff_levina_minus_spectral
0.1,150,150,7.940163216034022,0.21205441307898182,7.72810880295504
0.2,150,150,7.940163216034022,0.2985201255600284,7.641643090473994
0.4,150,150,7.940163216034022,0.5178195234202944,7.422343692613728
