d_s
1.676003116753474
1.1996485904196208
2.956900289214538
1.6248688495487744
1.5986681029479382
1.1769481765269096
1.5959589666407716
1.5776624788217817
1.2952627732636646
4.904393773456937
1.9318786738982008
2.1378712082211675
2.87503123991455
1.3545775430941083
1.6761103081713102
1.8679725219597043
2.1304541040572675
3.188109263081127
1.8055358439739353
1.7883659123399185
2.2326834902787054
2.395987291674369
1.4478957659193228
1.1500555407513722
1.6393234574073465
2.8902010756770955
2.4546379875669175
2.7674301479550922
1.7343760978909157
1.8604692876493059
1.865402280465978
1.424748770362012
3.173027740208875
1.1272376397805637
3.7587186793756473
3.8314519340545035
2.747634028239403
2.6168988799101287
2.0957243534212795
2.628288221647056
4.338550675176277
2.861366568080689
1.395699366798031
3.6194362440756978
1.6993255474848539
2.2494345636007083
2.103861062307745
1.2869492536486944
4.4472053293130225
3.317293940898061
1.8230286259928816
1.6692479145412034
3.242434128426706
1.3407225127966897
1.7030962822018287
1.4043305780899875
1.2636918564631947
2.0548348161701937
3.0621680547328913
1.6675652385813438
2.3583900414210737
1.4087779806471925
4.422138958826446
3.1891232219236247
2.552774521599497
1.1513657815278164
2.6300474608823414
2.481754378694843
2.864686839424463
4.376110879900607
2.607732403134265
1.022711502622028
1.5808386415159386
1.3270386771394205
2.5250751550742256
1.5343872722420422
1.794181115172542
0.9281665029341823
1.5525835901429248
1.8748214150497224
3.940553942636717
2.1651625278545903
2.541619592240448
2.31240039543873
1.2427466445404953
2.6844119117521417
2.067610151947939
2.163303518835335
4.064389386149326
1.4605367056158343
1.6156201119117946
1.7560266141748457
1.904899636857374
2.7927674378626572
2.503457953611365
1.572989285411431
1.7137508961094734
4.8506134895942274
2.949394140752289
2.015887119432994
2.975937512954007
3.3115140439267714
1.846849648614335
2.1661648830150337
1.8972372693199078
2.907156812471405
2.9347080341784735
1.980394655779709
3.2861102309759733
2.0574527803161216
1.4183664545854415
1.856795721387652
3.141392957355429
2.0600045914385663
1.389627863801819
1.9205072558839626
2.047020936578595
2.201023368640303
1.2513915928207757
2.2529054752622293
2.0331785631581627
1.4403783213643147
1.6948186486517016
1.9703648920557795
1.8230745111382303
1.4871378311174988
2.0904505637176487
1.1096669252314297
1.0733178929848275
2.5402087520694296
2.380744511403854
1.7509602767297703
2.5264169941154737
1.4357941692411529
1.4448907685050574
2.139789674502163
1.4616002701136943
1.4397903689949259
2.4101629531227293
2.148055869092355
1.786435766239213
2.581798222344421
1.9208973311070616
3.278697883247712
2.243806215417742
1.4820365434298008
1.7507285866485864
1.1729596676251102
4.502620701470772
2.7334878295053784
1.5542415601950275
2.270327794776009
3.27899557332808
1.4648222148867773
2.4872405514942035
1.7119780503907147
1.9086064270629213
0.7617747695779965
2.9901784894275254
1.1110540430946316
3.7196251107241456
2.2483594898355284
2.0701118326340127
3.650987228624925
3.126769725763663
5.861053341607758
2.0070111102206156
1.4473743263651577
0.9447505714794106
2.7481662478798494
1.594832561149025
1.8744005371003654
2.528557309867913
1.9907279139134944
2.6668673367272215
1.3038141455654293
1.7892639197577207
2.4184008512413304
1.3478465293358575
2.4328509766591697
1.6078852757751114
2.0729848237464576
1.6332076080274056
1.2071709605879406
1.0666398425832422
2.4834843316288566
1.682337448615303
4.412557823960372
2.632438142369533
2.2438118068017268
3.866296248980331
2.620707981524273
1.60519900304507
2.23523482987628
1.7346749480891035
2.9731374259647687
3.340440936655781
2.103953686339866
1.8623048992405762
2.2424422532912374
