T_log
-18.803493739236032
-22.657685376990138
-8.439735449969076
-19.217221864336103
-19.429212499187514
-22.841354767249115
-19.451132161798846
-19.599169319952768
-21.884069585398116
7.3174636246694265
-16.73320075757199
-15.06651206388479
-9.102139159305821
-21.4041528905044
-18.80262645186198
-17.2502663941642
-15.126523965240839
-6.569020164636049
-17.755442494901494
-17.894364670017467
-14.29938446361835
-12.978090950157528
-20.649113745959895
-23.058943487820233
-19.100269414730366
-8.979399789970786
-12.503547287484126
-9.972741212854272
-18.331197070823507
-17.310975175831114
-17.271062256750767
-20.8363964351845
-6.691044993047342
-23.243563467795305
-1.952210794455419
-1.363724936816231
-10.132911915241417
-11.190691966853832
-15.407522900031474
-11.09854063154517
2.739218605232515
-9.212700224653629
-21.07143559637339
-3.0791470735133846
-18.61479160137919
-14.163851277405229
-15.341688666041062
-21.951334397652396
3.618345046204776
-5.523784993260707
-17.61390813246484
-18.858150181945312
-6.1294768619860704
-21.516254149044165
-18.584282530065845
-21.00160033598199
-22.13951034811131
-15.738360760978592
-7.5880123757528235
-18.87176473844686
-13.282290867483894
-20.9656163349951
3.415532665556798
-6.560816208389724
-11.70952311448519
-23.04834230998976
-11.08430660043051
-12.284148158991174
-9.185835859268591
3.043118786626796
-11.264858068326834
-24.08928601579692
-19.573470939819423
-21.626970269175427
-11.933639105687012
-19.94930966732257
-17.847313776428113
-24.854251030389793
-19.80208298548278
-17.194851897153796
-0.480978944296709
-14.845697586222636
-11.799777815718471
-13.65439378488998
-22.308978372829685
-10.644443010708622
-15.634995327037954
-14.860738856160106
0.5209754918607051
-20.54683571273406
-19.292053539673745
-18.156022417909433
-16.95148855208018
-9.767736819095983
-12.108544207882705
-19.636980198128736
-18.498075888675473
6.882326538988778
-8.500467810082448
-16.053487161119257
-8.285704986340626
-5.570550226594948
-17.421171880125726
-14.837587515542353
-17.013484883080935
-8.842210668524745
-8.619293319275352
-16.340657218405347
-5.776092859296656
-15.717178773695231
-20.88803584813368
-17.340698055710877
-6.94700249695582
-15.696532031519926
-21.120560218441533
-16.825207071770766
-15.801582978288332
-14.555546984017049
-22.239031966259127
-14.135768078943414
-15.913581829846024
-20.709937502929687
-18.651256987629687
-16.421808187560465
-17.613536875063627
-20.331605606173664
-15.450193211850369
-23.38572838350595
-23.67982895016483
-11.811192944763631
-13.101420514603753
-18.197014230383918
-11.92278226582072
-20.74702794671168
-20.673427225239013
-15.050989724348241
-20.538230396384048
-20.714694634394224
-12.863395460152647
-14.984107819581293
-17.909981511150974
-11.474691915191903
-16.82205096727327
-5.836066276260407
-14.209390327213592
-20.372880201586923
-18.198888838315792
-22.87362585276757
4.0667116558751175
-10.247369021981436
-19.788668324852512
-13.994803829695934
-5.833657661342384
-20.51216159276147
-12.239759452350127
-18.51242001005258
-16.921496856770634
-26.20052904779098
-8.170481031484742
-23.374505192010158
-2.2685174464488624
-14.172549715410248
-15.614754190977374
-2.8238675829448106
-7.065319283723215
15.057810580374017
-16.12530308516697
-20.653332721235984
-24.72006908233759
-10.12860571812507
-19.46024592557563
-17.198257226972768
-11.905464938873724
-16.257050671415012
-10.786396431135671
-21.814880303477274
-17.88709887849246
-12.796742502562967
-21.458613624068366
-12.679826320452625
-19.35463621520081
-15.59150877667188
-19.149752844056305
-22.596821766808947
-23.733861156413358
-12.27015108378062
-18.752242564862787
3.3380115592387387
-11.064963560557702
-14.209345087241669
-1.08179906063326
-11.159872468398387
-19.376370888265715
-14.278741536557863
-18.328779069374754
-8.30836053228865
-5.336502302414584
-15.340939243603946
-17.296123214835408
-14.220426165295466
