lambda
-1.673242591078738e-16
0.003291893806481489
0.010945253707454288
0.024811860088685578
0.04093576629057277
0.054747544234461175
0.07067856523693077
0.07772939026452648
0.09066548655423597
0.09403556005720122
0.11302071162002363
0.11484937728107666
0.12887040065245045
0.14197115900360294
0.1517644959498798
0.15689033898668378
0.16739509656549145
0.16854793747002025
0.1882053081502553
0.1923633477555329
0.200739537934512
0.21324254890997413
0.21391385793401652
0.22060601386894876
0.22478613054525645
0.23045722011329756
0.23144171695690205
0.23349491900031213
0.23685928282786697
0.24187595929149883
0.2474875951676736
0.25603417845736864
0.2581586676838869
0.2684891267264022
0.26906759465484315
0.2742934993717133
0.2772189115117922
0.2785241213902222
0.28197735160506765
0.2867893664166529
0.29023687652834507
0.2946982130250841
0.29655588865823085
0.29750205973954214
0.30228712468019514
0.30439527916594006
0.3045806134081441
0.310900843497976
0.31136013281901964
0.3143412469032966
0.31553404811227537
0.3201985403034844
0.32408391224385885
0.3260423147251568
0.3278687561978167
0.3288133478649574
0.3315816340701383
0.33326540739481814
0.3358943003632308
0.3395808582830119
0.34336807678801906
0.34379672892067226
0.34539361820733966
0.34799825301537335
0.34872652467908893
0.35210894788478814
0.3546093594455522
0.356831822579577
0.35955881237177556
0.36227961303649514
0.3642359140445695
0.36553777679071486
0.36731952243647487
0.3676458221777383
0.37018756692751026
0.37396152118618414
0.3752312841949522
0.3767153422819298
0.37774419071798104
0.380924456557223
0.3837850170857602
0.3847286420259737
0.38701923219019474
0.39273449165218227
0.39408137519056763
0.3945574009426465
0.39726716848070875
0.3985615265213972
0.40009397732477253
0.40136653562772895
0.40293305434474375
0.4045619963770452
0.40658896090412705
0.4071049644926425
0.41012265126832054
0.4112846932985171
0.41487918855932715
0.41547273251585887
0.41697989966639876
0.4175440992833311
0.41982137036838607
0.42136390747148156
0.4221134267262583
0.42305228918129745
0.4246795495101885
0.4250902521574572
0.42644859598347495
0.4286353509158243
0.430154337099632
0.4307058754076533
0.43254663626887
0.4338825962860391
0.43551326288387
0.436311026585837
0.4369511617311137
0.43842191210731524
0.4427984863779018
0.4433678624289415
0.44526158719845726
0.4465222594180296
0.44703729632300376
0.4476273384833035
0.4499199445699891
0.4505639156283907
0.4519646569507592
0.4536151564093516
0.45403546166309344
0.4560513920478294
0.45790947931822523
0.45918142308735055
0.4607229042039528
0.4620298377315056
0.4637755582594783
0.4657861668165043
0.467069706069455
0.4677634650700356
0.46981526476562985
0.4701155456412145
0.471481661908374
0.47225335624999704
0.47330357961787806
0.47470805476092276
0.4763055889423346
0.4779405668803446
0.4794256635747902
0.4795457190087955
0.481685018592404
0.48243933277442397
0.48463443385038824
0.48499465835265615
0.4860981568846171
0.48656549228946133
0.48775057179930903
0.4879316293802008
0.48953486024792714
0.4906540141447329
0.491267030721407
0.49268911470033805
0.49381113326935827
0.4951998004047487
0.4953785860972886
0.496864467333176
0.49792297238919014
0.4992650690399297
0.4995003795633726
0.5012795076339891
0.5020953097884189
0.5026208375027514
0.503828407647712
0.5065510370812167
0.5067438017441356
0.5081235679825382
0.5083658398367672
0.5092357097748559
0.5095898283895236
0.5112278635624782
0.5139616806918623
0.5155009421320221
0.5158525622101914
0.5171193214205381
0.5175512460615255
0.5180286144167384
0.5195907526854563
0.5196710703037035
0.5205178998745283
0.5225375644009023
0.5235334531424797
0.524200022710716
0.525939775349204
0.5264903852253929
0.5267929222401281
0.5277612030932041
0.5285681168269354
0.5303381878210309
0.5305535467511516
0.5315928539869396
0.5328591235656673
0.5337459443577217
0.534448077099471
0.5350037307009717
