series,W,G,phase,k,n_windows,PR_point,PR_mean,PR_std,PR_10,PR_50,PR_90,n_bootstrap_effective
S0,60,12,rising,12,84,2.185501820139067,2.2346005810430833,0.19604121762020021,1.995941290441192,2.2217982164840726,2.497230937438028,1000
S0,60,12,rising,13,84,2.212042470150898,2.2530758323134616,0.1992989424584831,2.005081782923724,2.241962868623828,2.522601118497991,1000
S0,60,12,rising,14,84,2.236089180692621,2.289666240064885,0.21455419247624175,2.022854979703536,2.2728487150288643,2.577163798534027,1000
S0,60,12,rising,15,84,2.257521920690641,2.30838062887339,0.21787286630738711,2.0390502752765327,2.298683570385718,2.5948973136231746,1000
S0,60,12,rising,16,84,2.2779509313571755,2.318513330107149,0.20385603577313915,2.0732024986821713,2.304953389878688,2.5898757820573732,1000
S0,60,12,rising,17,84,2.2966560723828953,2.3401478852110054,0.2077645259936098,2.0913396231543744,2.3213273267941728,2.6199618518669125,1000
S0,60,12,rising,18,84,2.313501765062131,2.3572912678273914,0.2185398127896798,2.082501174256372,2.3509326653393154,2.6457167358497693,1000
S0,60,12,rising,19,84,2.330081083465107,2.3676748618265657,0.22394854501438471,2.095174263373666,2.367703468158859,2.6539562238402046,1000
S0,60,12,rising,20,84,2.3462161698117012,2.383619371354518,0.21079045250382158,2.115886016943002,2.374155571229104,2.6562340887073588,1000
S0,60,12,max,5,25,1.8359966308736884,1.9075761306930745,0.22344222414110504,1.6471546248363682,1.8825740818049552,2.2066806195761024,1000
S0,60,12,max,6,25,1.9098958691402868,2.010079556104018,0.260376474723001,1.7097787267240754,1.9744403456156276,2.371249916852859,1000
S0,60,12,max,7,25,1.9781918605182436,2.072517291413112,0.2585490278611224,1.7675854279013437,2.047413130291325,2.4158811788840655,1000
S0,60,12,max,8,25,2.0392912587333427,2.1459228129680517,0.2851518746192797,1.819881469318053,2.1060589074973377,2.5166586753072506,1000
S0,60,12,max,9,25,2.0949086517266733,2.186254667007517,0.29063112290202686,1.8517883327848463,2.1404447785435545,2.5706663614786227,1000
S0,60,12,max,10,25,2.1499058403911135,2.23647473614743,0.30437493296352397,1.8737240155955257,2.2025477901479356,2.633028566552524,1000
S0,60,12,max,11,25,2.1917176695669394,2.2633992032993695,0.31487213200904957,1.9065319215384877,2.2291405512704596,2.6805496124340125,1000
S0,60,12,max,12,25,2.231938841542923,2.293740527147982,0.3232751611673982,1.913609012966559,2.2558414703532765,2.730255845225362,1000
S0,60,12,max,13,25,2.2687041143218636,2.3212262522924183,0.3209843954599243,1.949132896694927,2.2789410926830653,2.744807643336889,1000
S0,60,12,max,14,25,2.2995791053242307,2.343612809316052,0.335430033821395,1.9567658451446714,2.300349666402121,2.7868398900020646,1000
S0,60,12,max,15,25,2.3273451302161865,2.341285636338574,0.33737838796169456,1.9583779420236875,2.2856948244779183,2.7897205669090614,1000
S0,60,12,max,16,25,2.354783255191443,2.3681332122423617,0.3446275583320069,1.977351803083105,2.3195467534117737,2.816150841858295,1000
S0,60,12,max,17,25,2.3764566582838147,2.3517414342986687,0.3381585259779417,1.9471577073387463,2.3127222599053145,2.832099462030832,1000
S0,60,12,max,18,25,2.394418899764989,2.3444077075996392,0.3458441937534362,1.9499775668288213,2.29356549305436,2.821419364895556,1000
S0,60,12,max,19,25,2.408177219187794,2.3590661334970893,0.3375556097915415,1.966418542140136,2.3280616870732334,2.809107866164167,1000
S0,60,12,max,20,25,2.4208625597349807,2.358703725618051,0.3504607408979401,1.9595458260933056,2.3018197131166973,2.836142225079014,1000
S0,60,12,unknown,5,6,1.357294085945979,1.2875032365633323,0.1352134523797497,1.1204898280975928,1.270250655052639,1.4696140894554655,1000
S0,60,12,unknown,6,6,1.3572940859459794,1.2798371558724484,0.13053329521738927,1.119455647463976,1.263074100616962,1.4375181514826845,1000
S0,60,12,unknown,7,6,1.3572940859459801,1.2756483780939563,0.12589383318760486,1.1215672079174956,1.262194345221857,1.4367644236566148,1000
S0,60,12,unknown,8,6,1.3572940859459803,1.2756861043158065,0.13224460581965816,1.1156379053239864,1.2621943452218576,1.4367891487776374,1000
S0,60,12,unknown,9,6,1.3572940859459808,1.2863900810727964,0.13378144604835643,1.134259023819323,1.2665330983033716,1.4696140894554663,1000
S0,60,12,unknown,10,6,1.3572940859459808,1.2796756058025454,0.12942909592284615,1.1302942842388715,1.2630741006169637,1.4367891487776367,1000
S0,60,12,unknown,11,6,1.3572940859459808,1.28162192859676,0.13645598451872346,1.1204952315149699,1.2630741006169628,1.4786781724533027,1000
S0,60,12,unknown,12,6,1.3572940859459808,1.2884465605646855,0.13304441557773042,1.1305463048272484,1.2757529067145443,1.4696140894554677,1000
S0,60,12,unknown,13,6,1.3572940859459808,1.2831035974858,0.1301095760084054,1.1305463048272484,1.2654401175811631,1.4386937257600139,1000
S0,60,12,unknown,14,6,1.3572940859459808,1.2813699781140604,0.13368200674303213,1.1144096110295107,1.2702506550526402,1.4442734991530504,1000
S0,60,12,unknown,15,6,1.3572940859459808,1.2806191077593383,0.13202104030148665,1.1155936730072349,1.2630741006169623,1.4547857010057137,1000
S0,60,12,unknown,16,6,1.357294085945983,1.2676810645533265,0.12055151666463339,1.1190296409332257,1.2592126743001184,1.4316146214098813,1000
S0,60,12,unknown,17,6,1.357294085945983,1.2824922446964329,0.13221175642308094,1.1156379053239869,1.2695800050332349,1.4445857501587311,1000
S0,60,12,unknown,18,6,1.357294085945983,1.2749005211554194,0.1298033633414778,1.1204952315149705,1.2592126743001184,1.437518151482686,1000
S0,60,12,unknown,19,6,1.357294085945983,1.2813415482825437,0.1347672382885018,1.12049523151497,1.269879599535967,1.4375181514826854,999
S0,60,12,unknown,20,6,1.357294085945983,1.27548898474624,0.12798368587129047,1.1237395241100736,1.262754704217524,1.4367644236566164,999
S0,132,1,declining,5,1470,2.694190107143154,2.6917413284062444,0.03856279255708037,2.641212136316176,2.6923811258342982,2.7407957573296344,1000
S0,132,1,declining,6,1470,2.7499930587869708,2.7502679846793923,0.03814209712953115,2.7018645413964655,2.750171400881716,2.8001034728981073,1000
S0,132,1,declining,7,1470,2.785880179075808,2.7854180112481073,0.039270595163599605,2.7340525274674854,2.785658971746174,2.836910014544086,1000
S0,132,1,declining,8,1470,2.814487800049396,2.8154404991743105,0.04081012635546091,2.7617015668383997,2.818450806676421,2.864918718742757,1000
S0,132,1,declining,9,1470,2.8428518010647528,2.845155477873947,0.038375729681530454,2.796360138990308,2.844901663684608,2.892677733239135,1000
S0,132,1,declining,10,1470,2.870312033130874,2.873478717314925,0.04106867661707194,2.8245105267773303,2.871693757693945,2.925367384902826,1000
S0,132,1,declining,11,1470,2.8956401146664983,2.9016103575069363,0.04039082188485324,2.8474902874525077,2.903573857970871,2.9533658005339505,1000
S0,132,1,declining,12,1470,2.918255791846298,2.924033701176412,0.04179388859004686,2.8727165892220414,2.9230441647016234,2.974724310878244,1000
S0,132,1,declining,13,1470,2.9406298151641193,2.946350603452387,0.042458661515394,2.891911271391356,2.946521291456391,3.0005869021903266,1000
S0,132,1,declining,14,1470,2.96178636224282,2.9690456226464086,0.04120878560932664,2.915952169903284,2.968220373469715,3.021377068696476,1000
S0,132,1,declining,15,1470,2.981262234210894,2.989050357264167,0.04148384026451709,2.9371447610219703,2.9877627796029635,3.041537040495232,1000
S0,132,1,declining,16,1470,3.0006664258124127,3.012935927402128,0.04379102474297578,2.955931875638476,3.014076233249241,3.06947771410856,1000
S0,132,1,declining,17,1470,3.0193717906217388,3.0267091080674504,0.043833921322714124,2.9700087538588944,3.026942472278981,3.082399000062226,1000
S0,132,1,declining,18,1470,3.0373776274083073,3.046824645469411,0.043711243914981636,2.9913829270383796,3.0451464499579246,3.1045368392793193,1000
S0,132,1,declining,19,1470,3.05446264878458,3.0650903600500867,0.04323729255408398,3.0103193611764487,3.066808680637008,3.119017547113047,1000
S0,132,1,declining,20,1470,3.071519546415255,3.0843842811133784,0.04560666181738232,3.028193285537904,3.083382540197631,3.1452445906276525,1000
S0,132,1,min,5,288,1.6696785609372131,1.6955797082077906,0.058770630005523024,1.6214402260353606,1.6922770375748981,1.7721145929569309,1000
S0,132,1,min,6,288,1.7213940898223967,1.7543182775573671,0.0661797113505369,1.6701771122613023,1.7503260462344934,1.8432445088021714,1000
S0,132,1,min,7,288,1.7665485794004256,1.806318817972518,0.07362895866101378,1.7148458755382348,1.802907491747015,1.9009239063416488,1000
S0,132,1,min,8,288,1.8046153196970065,1.8493324415910444,0.07245987401952857,1.7591600846495317,1.8443408855153847,1.9464926247229024,1000
S0,132,1,min,9,288,1.84284300830436,1.899899646538212,0.07864433039022077,1.8031317881075335,1.8946197312997861,2.0038675289511794,1000
S0,132,1,min,10,288,1.8795699932716814,1.9408127866338243,0.0827582115099462,1.8405858872683496,1.932827018446079,2.0482849285651925,1000
S0,132,1,min,11,288,1.9150871967595187,1.9762059299959047,0.0866516572604822,1.86887790222901,1.9706503690224766,2.089005957237024,1000
S0,132,1,min,12,288,1.9501160498163794,2.0118116492087488,0.09403998191059737,1.8956483598857714,2.004315041302915,2.1318170775084155,1000
S0,132,1,min,13,288,1.9849077647256212,2.0581503084670625,0.09199401528365359,1.9451821014055357,2.053888195680005,2.182857719685497,1000
S0,132,1,min,14,288,2.0168592133753283,2.0802266107217857,0.09642191256807474,1.9612877422005635,2.0780392027573225,2.204157978423954,1000
S0,132,1,min,15,288,2.0469896517443296,2.1149951929712616,0.09910007518781493,1.996095844016263,2.111589882000649,2.241041317828421,1000
S0,132,1,min,16,288,2.075074132977636,2.148646652745033,0.09969769130541732,2.0221356807604742,2.1416861634348194,2.282663370881766,1000
S0,132,1,min,17,288,2.1003131366704855,2.176397259833174,0.10567161747568836,2.045500873644215,2.1718559801800743,2.307708940558246,1000
S0,132,1,min,18,288,2.1255451280147426,2.208321861483715,0.10711437576716995,2.074122647736255,2.202745434343827,2.348019062416566,1000
S0,132,1,min,19,288,2.1493559806736258,2.2341771526824545,0.11341208899498266,2.093140831299109,2.228975773835966,2.3752853701024934,1000
S0,132,1,min,20,288,2.1720440803509637,2.261475031015464,0.11159347337932102,2.1259408295350273,2.2562426606738413,2.409059353313091,1000
S0,132,1,rising,5,996,2.354452029002616,2.3561528687801148,0.028766420961071657,2.3193209959575554,2.3567111041703654,2.3921613673449964,1000
S0,132,1,rising,6,996,2.4034690163623957,2.405734573931751,0.029584972835648853,2.367811941177535,2.405929274634424,2.4432938879732853,1000
S0,132,1,rising,7,996,2.4457072393071133,2.4514860237123317,0.03019732133297696,2.4122913954120047,2.4521903167132506,2.490337869364321,1000
S0,132,1,rising,8,996,2.487983179837149,2.495955487449018,0.03155016627962353,2.455539094717143,2.4964908709604274,2.5363114547711607,1000
S0,132,1,rising,9,996,2.527440088292044,2.5360155512457205,0.032363540831951795,2.4961166558209062,2.537173647134016,2.576900297199289,1000
S0,132,1,rising,10,996,2.561406727951196,2.5730877146072797,0.03449534029496081,2.5277240735217563,2.5742246321828324,2.6172696355661786,1000
S0,132,1,rising,11,996,2.594133240190136,2.6070424232699043,0.032164714259715434,2.566734381273946,2.6082369634064446,2.6469165734909006,1000
S0,132,1,rising,12,996,2.6256272532352414,2.6379012272877653,0.03480695519437593,2.5918769483269952,2.639716934739412,2.6802396555317647,1000
S0,132,1,rising,13,996,2.6558212486820176,2.671266943900284,0.034225228085844626,2.626969883964671,2.670455771792109,2.715528849266558,1000
S0,132,1,rising,14,996,2.684327077643244,2.701608326718664,0.03498436979777715,2.6584682035154636,2.702705415628115,2.746462580051055,1000
S0,132,1,rising,15,996,2.7119712740125292,2.7310732738157313,0.036242574651463993,2.6847906504790813,2.7317427637901996,2.777002978131369,1000
S0,132,1,rising,16,996,2.7366287700775938,2.7565983842403456,0.03756433417458496,2.7083893954399683,2.7581822141308967,2.8027244001060976,1000
S0,132,1,rising,17,996,2.761042931771452,2.7811381005544398,0.03735906434647199,2.7328096073986505,2.7810341719541016,2.828597229136655,1000
S0,132,1,rising,18,996,2.7848409133410534,2.809042165888761,0.0385271764348967,2.7568547783548842,2.8095995191717895,2.8569113589814346,1000
S0,132,1,rising,19,996,2.8086233550971382,2.8316518378762185,0.040378482707545606,2.7821073409064345,2.8314565443473407,2.8817704876522843,1000
S0,132,1,rising,20,996,2.8306449586422,2.8548674032017405,0.040522080088860955,2.801987027434293,2.8557137903638896,2.9053034647440596,1000
S0,132,1,max,5,300,1.8547228309054304,1.8638280865424297,0.05780210438925089,1.789180416579737,1.8635057869021623,1.9380057405877227,1000
S0,132,1,max,6,300,1.9106402465386085,1.9295662432767824,0.06352075601963994,1.850672230399418,1.9252409551923477,2.0117791359282235,1000
S0,132,1,max,7,300,1.9628768480275427,1.9840916989759596,0.062341942734614755,1.9061971445510895,1.9823240324150766,2.062082837830639,1000
S0,132,1,max,8,300,2.008767245506928,2.034541570800536,0.06723252842253331,1.949355434421327,2.0332853320757014,2.1187358116608217,1000
S0,132,1,max,9,300,2.0497465326125313,2.079594861976417,0.06924277005156175,1.993859242910944,2.0779958205875513,2.1702406890263433,1000
S0,132,1,max,10,300,2.0874404419089267,2.1222640947330986,0.07165265632427198,2.031648494424972,2.1227585101925555,2.214250251783299,1000
S0,132,1,max,11,300,2.122696715047774,2.1639928490566733,0.07420656258626958,2.068237921683982,2.163877850777612,2.259722047638159,1000
S0,132,1,max,12,300,2.1561190602007234,2.198073165563797,0.07661027345167212,2.102024105089114,2.1946802229439153,2.294062673727182,1000
S0,132,1,max,13,300,2.1888831976292895,2.2405014938240764,0.07818483386967218,2.144203636656332,2.240185106933099,2.3420009368472905,1000
S0,132,1,max,14,300,2.219305498431592,2.271937356279019,0.08441810794342969,2.1660697603858803,2.2732955922648497,2.381200785575793,1000
S0,132,1,max,15,300,2.249523753704505,2.302686323201476,0.0852624946000035,2.1960102097711705,2.3009583050287,2.4136901026495297,1000
S0,132,1,max,16,300,2.2759096096728992,2.3307720614691836,0.08646607448598659,2.2201133382389173,2.3312389528341564,2.4456766977743705,1000
S0,132,1,max,17,300,2.302280901914262,2.361395542205938,0.08615160584167088,2.2535874776281757,2.3591481990641197,2.4690414022525355,1000
S0,132,1,max,18,300,2.3280115061813778,2.3900552583678976,0.08902417908981146,2.277810906103026,2.3835321704733294,2.509403343832965,1000
S0,132,1,max,19,300,2.3523527248440828,2.4193336135583063,0.09014256738072834,2.2981009452642334,2.4169659616881813,2.534982988800559,1000
S0,132,1,max,20,300,2.3759313915646714,2.441810631903101,0.0922960143629106,2.3230409098733493,2.4386949793302124,2.559622533750265,1000
S0,132,1,unknown,5,80,1.6270633534764787,1.6492416789216742,0.06911378340790457,1.557979682618484,1.6459870384099147,1.7451425543026238,1000
S0,132,1,unknown,6,80,1.6457148608175756,1.6750295156443151,0.07179452816467999,1.586550553310977,1.672677176166633,1.7655077549344371,1000
S0,132,1,unknown,7,80,1.6638852007336276,1.7007323369474951,0.07522894534073164,1.606223240066302,1.697532247877669,1.7997614543421565,1000
S0,132,1,unknown,8,80,1.6820497662591307,1.718859323794762,0.07648062987424656,1.6239751530766722,1.72041862087371,1.8173059866488046,1000
S0,132,1,unknown,9,80,1.6999585595073832,1.7418655357495578,0.07730394397241754,1.6436056736575695,1.7370581579785758,1.844326262838113,1000
S0,132,1,unknown,10,80,1.7160372098739785,1.7609730028662463,0.08210775572870002,1.6602349739012188,1.7557838612004573,1.864175736167517,1000
S0,132,1,unknown,11,80,1.730972467346734,1.7733014938626734,0.08138528687400691,1.6733616896359522,1.7686810922857075,1.8751614741765668,1000
S0,132,1,unknown,12,80,1.7456848798723676,1.79662767759026,0.0826721008330224,1.6946894085149031,1.7944000312667105,1.9006251876055373,1000
S0,132,1,unknown,13,80,1.758329895235779,1.8143707331655796,0.08658944890355039,1.708160268562122,1.8093893993472792,1.9233932814449737,1000
S0,132,1,unknown,14,80,1.770993503348022,1.82753362212148,0.08699115149147535,1.71713562636426,1.8253458687334292,1.939421611186524,1000
S0,132,1,unknown,15,80,1.7834947889127872,1.8377289095492424,0.08896685241153596,1.7267594638178165,1.8331035658590031,1.9508694180655461,1000
S0,132,1,unknown,16,80,1.7934839388415695,1.8567328968990238,0.09132312815451556,1.742095514091006,1.8484059345502335,1.9792871398178131,1000
S0,132,1,unknown,17,80,1.8030931783947413,1.8699830348512574,0.09169654605763713,1.7559741067824568,1.8663423514711197,1.98641966622488,1000
S0,132,1,unknown,18,80,1.8119312608980225,1.8778615580466083,0.09194894682260667,1.772234950651109,1.8732235407188549,1.997148795495484,1000
S0,132,1,unknown,19,80,1.8207250501167025,1.888139685845327,0.09074648504945906,1.772845937577301,1.8848177361005174,2.007085607716091,1000
S0,132,1,unknown,20,80,1.8293421144856679,1.895413531941925,0.09165912293211587,1.7832165564910074,1.890281834107061,2.013976475087492,1000
S0,132,6,declining,5,247,2.6944321505841127,2.687099173702453,0.089453763997102,2.5712456426454415,2.684878175260227,2.8027714182726475,1000
S0,132,6,declining,6,247,2.755458593510546,2.757017067493519,0.08998204454633862,2.6377604825923657,2.758284473730487,2.873303098849572,1000
S0,132,6,declining,7,247,2.796906378535176,2.80026540626987,0.09533493521338487,2.680208953194791,2.801759349436419,2.925492117282584,1000
S0,132,6,declining,8,247,2.8311369421476362,2.8429216119652847,0.09601926590239479,2.7189083676066907,2.8433646282011473,2.9676184856886776,1000
S0,132,6,declining,9,247,2.8651371190762127,2.8837170036730795,0.09936522810739,2.757026857820135,2.8859303950167607,3.0063577219688757,1000
S0,132,6,declining,10,247,2.8959265996881043,2.9115269381828277,0.10271986108823382,2.7822569353863176,2.9097387346760346,3.045351259129012,1000
S0,132,6,declining,11,247,2.9257982990368743,2.952724022304831,0.103393961403148,2.821870722260833,2.947023140027397,3.0905575386370336,1000
S0,132,6,declining,12,247,2.953369268426824,2.982107654822099,0.10468552936436978,2.847299736121409,2.982458892884342,3.1118143880954743,1000
S0,132,6,declining,13,247,2.9798971892324713,3.0058989199281587,0.10918704745119469,2.871361181474976,3.0034260521060228,3.142042930161258,1000
S0,132,6,declining,14,247,3.0054838515677877,3.041798827922893,0.10521473352088438,2.906782850857349,3.040884265436619,3.178800532483085,1000
S0,132,6,declining,15,247,3.0293707402391368,3.067920684292424,0.10780293970092596,2.9345492965766327,3.0598454907629824,3.208654967597312,1000
S0,132,6,declining,16,247,3.051736846667507,3.0886542940050368,0.10804051910615967,2.950574933343457,3.087518088959082,3.225868800315234,1000
S0,132,6,declining,17,247,3.07399832265361,3.1105147314153445,0.10978942448782154,2.9781213502623434,3.111188764698819,3.2475276442298946,1000
S0,132,6,declining,18,247,3.0945888049417145,3.132906025598998,0.11010232522385505,2.993417413034025,3.1360369899815854,3.273492092089603,1000
S0,132,6,declining,19,247,3.114955227547855,3.1579625928324386,0.11165902355817765,3.0160625909427585,3.157399556770609,3.3032890409346694,1000
S0,132,6,declining,20,247,3.133611748345257,3.181383718354284,0.11375897002857226,3.0362967853655234,3.18237038256862,3.3302221922496087,1000
S0,132,6,min,5,48,1.6940857490096966,1.8225441395304534,0.17198773598528153,1.6225161792516292,1.8053753388608902,2.0486825463220226,1000
S0,132,6,min,6,48,1.776219035644086,1.918247564085607,0.19680872699897262,1.6856957998962585,1.8987391518702883,2.176650502411146,1000
S0,132,6,min,7,48,1.8470395362766319,2.014098447643926,0.22242637424684683,1.7484861163923815,1.9891719133900776,2.3122561040539007,1000
S0,132,6,min,8,48,1.914551711206921,2.097599452619871,0.2451944431416997,1.8162031923903048,2.0597881651542003,2.4277678345799805,1000
S0,132,6,min,9,48,1.9803170627076991,2.1742761772795016,0.25164106109361845,1.8821165776909063,2.145959567420139,2.505446820118002,1000
S0,132,6,min,10,48,2.039761464804263,2.2285069466948455,0.2626575925035768,1.9327741298546712,2.1943787688952616,2.563521019561295,1000
S0,132,6,min,11,48,2.0957783512853303,2.297397766449214,0.2893933126098609,1.964307197305038,2.245274022380693,2.6711876269115384,1000
S0,132,6,min,12,48,2.1490004982028985,2.3468922404958095,0.29450646344180004,2.016918485855539,2.3126186821934387,2.7280678504352793,1000
S0,132,6,min,13,48,2.1999711035886307,2.3904619372984843,0.3068861979201278,2.038884882049246,2.3460726343039653,2.79230046598233,1000
S0,132,6,min,14,48,2.241464059359296,2.4177163749973913,0.32262243417978315,2.0589041324143436,2.3792821773711,2.8320827667914807,1000
S0,132,6,min,15,48,2.2815558456691565,2.4883658499217316,0.3364578759008139,2.0941196952585535,2.4487532917785226,2.9288320140424378,1000
S0,132,6,min,16,48,2.3195733687278928,2.5244478759090043,0.34225365340762853,2.1375998037736865,2.4752650838842163,2.941175856910133,1000
S0,132,6,min,17,48,2.356149768717131,2.515181194561089,0.3010200394291448,2.157594036880941,2.485496435201292,2.9046192296663005,1000
S0,132,6,min,18,48,2.388753469447643,2.591268059400917,0.37241319419539776,2.1802994804924887,2.5334723588901316,3.0871085905955846,1000
S0,132,6,min,19,48,2.41998610956967,2.602520149289801,0.3611353259712914,2.208070608585029,2.556296916430896,3.0564705160272694,1000
S0,132,6,min,20,48,2.449628455688958,2.6213945286095415,0.3538954136368927,2.214302502973641,2.5806335187995506,3.0715124729078633,1000
S0,132,6,rising,5,165,2.3530118085430827,2.3574992515132984,0.07352935847339867,2.2637138206031975,2.3592251103310207,2.447991046748112,1000
S0,132,6,rising,6,165,2.41264606879516,2.4337090336651817,0.07647519872233532,2.340368647099726,2.4333788556510183,2.5331102956027687,1000
S0,132,6,rising,7,165,2.4677966255407173,2.503587103720269,0.08030094208417503,2.400779783584408,2.506474518881295,2.6033468014646948,1000
S0,132,6,rising,8,165,2.5181692820694046,2.556333153300105,0.08175923255836715,2.4496953307598393,2.556417140465238,2.659217525404275,1000
S0,132,6,rising,9,165,2.563159105104962,2.6147136685586947,0.08735867644535711,2.4994213672111973,2.6182361501219797,2.7265165782538725,1000
S0,132,6,rising,10,165,2.605725300100202,2.6601061618051602,0.08843686728120387,2.54942100404054,2.660397105008694,2.7701771247309215,1000
S0,132,6,rising,11,165,2.646527815313704,2.7073021534771193,0.09484722807386749,2.5881151837109817,2.708996000567326,2.827145314596393,1000
S0,132,6,rising,12,165,2.686235696268519,2.752755514903074,0.09811679489328048,2.623995820406493,2.7542867963811792,2.870204504373675,1000
S0,132,6,rising,13,165,2.725607490678468,2.79495756223876,0.09835441813315861,2.6644591811192706,2.7985120603572295,2.9188345077129036,1000
S0,132,6,rising,14,165,2.762655208505355,2.833005474159378,0.09878465304167482,2.7024294861532923,2.8341989873841387,2.965137471689932,1000
S0,132,6,rising,15,165,2.7960095363843207,2.872080299004478,0.1033957078744116,2.739412252929742,2.8707601943839607,3.008548186825453,1000
S0,132,6,rising,16,165,2.8274380893395743,2.9045283781382016,0.10266574083508191,2.773542114185686,2.9085018960228477,3.038820876121061,1000
S0,132,6,rising,17,165,2.857565463306165,2.9401037941130843,0.1073508990377973,2.8026383100470404,2.943216905591014,3.0680699689847675,1000
S0,132,6,rising,18,165,2.8863242438707633,2.9686353437891246,0.10789572326672926,2.8250861352316776,2.9748187037333382,3.1002955665850487,1000
S0,132,6,rising,19,165,2.913106998675267,2.989946216340103,0.11597867388079068,2.837488975392581,2.990974143621198,3.1371666317085998,1000
S0,132,6,rising,20,165,2.938381822851448,3.0254723754254886,0.11426039961756979,2.883169889350955,3.0232071584423554,3.1688363622919002,1000
S0,132,6,max,5,50,1.9483567843790077,2.0065687611234964,0.14957205121622777,1.8219164400538992,1.997967369846289,2.197865465044521,1000
S0,132,6,max,6,50,2.032964184927383,2.112800175548652,0.1670831254689735,1.9032823942871406,2.0995315766656493,2.339544014829048,1000
S0,132,6,max,7,50,2.104946092252768,2.2090208330698253,0.18336607057624987,1.9863666378510971,2.1954737736835943,2.4600899145064266,1000
S0,132,6,max,8,50,2.1727554963172593,2.2850996600884765,0.1912002243412225,2.0503841812376504,2.273899428883129,2.5269630491385846,1000
S0,132,6,max,9,50,2.2382473351379306,2.3540302934935333,0.19829227838483718,2.106029736248589,2.345340492696051,2.6121307770569544,1000
S0,132,6,max,10,50,2.297988523281391,2.4233222610891576,0.20864654018063725,2.167381938635403,2.406579526564682,2.704988500908314,1000
S0,132,6,max,11,50,2.356246180562962,2.488985866382602,0.21381757692049289,2.224911062185516,2.4674271815042097,2.7689500837900636,1000
S0,132,6,max,12,50,2.410495582316586,2.5330438805534596,0.22534403540073925,2.2442552030013467,2.517415907933751,2.8093575565265163,1000
S0,132,6,max,13,50,2.461775993331398,2.587812761005967,0.2366079236396413,2.3065995712551635,2.571827368153306,2.906141184178374,1000
S0,132,6,max,14,50,2.5032167434736445,2.6438813722341794,0.249135980464942,2.3454150771288447,2.6198665974095703,2.9590682205963184,1000
S0,132,6,max,15,50,2.54247315819013,2.6708903362186955,0.24753715116725966,2.3572639162480216,2.659675104445415,2.9869749445133387,1000
S0,132,6,max,16,50,2.581814112964727,2.7121323629616216,0.24695630622557715,2.3980344140255383,2.6959402621107937,3.0239957682765617,1000
S0,132,6,max,17,50,2.6182837777703174,2.7354038442003397,0.25370926189279497,2.4313523659104734,2.7135395787027905,3.058059455741026,1000
S0,132,6,max,18,50,2.6540187114023794,2.774010339759638,0.2620129934618529,2.454193533247191,2.759666102952533,3.1155327639973907,1000
S0,132,6,max,19,50,2.6845998830692444,2.7934588777344374,0.2580236018344487,2.473495548203032,2.774455687290114,3.1330647539763774,1000
S0,132,6,max,20,50,2.713196640508581,2.8150013179725346,0.27540913836240505,2.4759291879340584,2.7823324769396116,3.1626756422837508,1000
S0,132,6,unknown,5,13,1.707516183495491,1.726997223666156,0.19229845814037225,1.4872948470375744,1.7102909603791097,1.9778873411310771,1000
S0,132,6,unknown,6,13,1.7510529422855596,1.7664646106778161,0.21213564884493225,1.515633456857109,1.7430540343901377,2.0498942915977776,1000
S0,132,6,unknown,7,13,1.7946909424280082,1.8117468898147648,0.20888123348245094,1.56534434533843,1.8049520747146617,2.0921597575284534,1000
S0,132,6,unknown,8,13,1.8361291749262303,1.8055686401796336,0.2088183298576078,1.5430818908090582,1.794495140874848,2.0824426545792454,1000
S0,132,6,unknown,9,13,1.872770555677549,1.8195128231978728,0.21535365875852838,1.5535621426949229,1.803713608090614,2.104072866649203,1000
S0,132,6,unknown,10,13,1.8991638949631724,1.815683252351981,0.2070817135041367,1.5768697341827926,1.7948671623470231,2.10412707972557,1000
S0,132,6,unknown,11,13,1.9208424602499128,1.8285975891600124,0.21319187863420827,1.5626369518141494,1.820673863659681,2.111042845724861,1000
S0,132,6,unknown,12,13,1.9373556999767318,1.817002541671154,0.2159246076689243,1.5525122485943195,1.80263524196981,2.097044903522769,1000
S0,132,6,unknown,13,13,1.9373556999767323,1.8174741742788045,0.21473401684244003,1.547560185562083,1.804711454187426,2.097154465926411,1000
S0,132,6,unknown,14,13,1.937355699976733,1.8260303250661787,0.22025368414335528,1.5646864173359616,1.8077047937544513,2.1290575671502214,1000
S0,132,6,unknown,15,13,1.9373556999767334,1.8190531884279753,0.20680639830664688,1.568136548157921,1.7992195615565316,2.0926167193223932,1000
S0,132,6,unknown,16,13,1.9373556999767334,1.8154329094476658,0.20833099115996415,1.5576557041384034,1.8023037260834354,2.0906607077912898,1000
S0,132,6,unknown,17,13,1.9373556999767334,1.817760858657474,0.20692313079098534,1.5584641817936902,1.8057559598611015,2.079939126952658,1000
S0,132,6,unknown,18,13,1.9373556999767334,1.8114237801566155,0.21201762948971978,1.5525043361423814,1.7979373990745378,2.092620077276041,1000
S0,132,6,unknown,19,13,1.9373556999767334,1.8203136137578582,0.21720807130650546,1.5644168971077699,1.7961994024925108,2.1141948076124986,1000
S0,132,6,unknown,20,13,1.9373556999767334,1.808425158833823,0.2154739939045186,1.5461280238241581,1.7841024206373146,2.1008293365183586,1000
S0,132,12,declining,5,123,2.719289813787737,2.692767425913051,0.12157936742566025,2.5375019824959972,2.695399595279972,2.8455036073141695,1000
