W,G,k,n_min,n_max,mean_min,mean_max,median_min,median_max,std_min,std_max,diff_means,cliffs_delta,p_perm,q_fdr,significant_fdr_0_05
132,12,8,18,17,10.861378479171265,10.265505636137098,8.57397896776471,9.832366662847884,4.39267263295869,3.520956848444305,0.5958728430341669,0.0457516339869281,0.6711644177911045,0.9355322338830584,False
132,12,9,18,17,10.828357953507957,9.60429439469885,9.493544980646906,8.845807081410902,4.571571250151587,2.8828148741051653,1.2240635588091067,0.1437908496732026,0.3808095952023988,0.7844077961019491,False
132,12,10,18,17,9.254093502233115,9.055974537212489,8.734790091599839,8.541970267399313,2.7861408159464616,3.1468644872131963,0.1981189650206261,0.0718954248366013,0.8460769615192404,0.9509138560490747,False
132,12,11,18,17,8.96991418009166,8.525370658712506,9.074012341717776,8.813094397790238,3.0044823236138805,2.0965191660202493,0.4445435213791544,0.0784313725490196,0.5947026486756621,0.9281889667411193,False
132,12,12,18,17,8.705688760176534,8.290357282035124,8.116578216013822,8.478936391554155,2.9359826517627297,1.9979658408580327,0.41533147814140925,0.006535947712418301,0.6231884057971014,0.9281889667411193,False
132,12,13,18,17,8.283429496373351,8.089258629067098,8.253262348424444,8.397624466473012,2.1115162990951317,1.9261170019752396,0.19417086730625321,0.0457516339869281,0.7731134432783608,0.9509138560490747,False
132,12,14,18,17,7.690175886932224,8.269729202807726,7.376490000076666,7.992186004832442,2.0268195680854775,2.0254994983891432,-0.5795533158755024,-0.1503267973856209,0.39730134932533734,0.7946026986506747,False
132,12,15,18,17,7.609800179128213,8.14445083226484,7.306311904683616,7.672028144684875,1.9291987434560793,2.018221865933518,-0.5346506531366266,-0.09803921568627451,0.43478260869565216,0.8460634547591069,False
132,12,16,18,17,7.4533959389648965,7.912373054321593,7.578935319064662,7.576319388232011,1.8056488130814283,1.955781856674005,-0.4589771153566966,-0.0915032679738562,0.48375812093953025,0.8817869546239537,False
132,12,17,18,17,7.483433424390343,7.672330495292319,7.583784748803536,7.030990751652206,1.886169840502482,1.9272780288722953,-0.18889707090197572,0.026143790849673203,0.7706146926536732,0.9509138560490747,False
132,12,18,18,17,7.184814938391859,7.272325412477293,7.362108503692808,6.666785339536216,1.7972353056283552,2.0624768357669128,-0.087510474085434,0.0392156862745098,0.8905547226386806,0.9642096245110526,False
132,12,19,18,17,7.159401747857556,7.13272495398212,7.111520404480048,6.373510385821764,1.832018253048598,2.0624876166482236,0.026676793875436644,0.0784313725490196,0.9620189905047476,0.9958401081149565,False
132,12,20,18,17,6.988940299603669,6.666039002780038,6.8073793670191005,5.935716711579,1.8988673149866746,1.7629685078940651,0.32290129682363133,0.20915032679738563,0.6131934032983508,0.9281889667411193,False
264,1,5,10,10,9.21677923882029,9.90476583475294,7.729370691305114,7.800612774791226,4.379958921564753,6.229429278749885,-0.6879865959326494,-0.02,0.7891054472763618,0.9509138560490747,False
264,1,6,10,10,11.39722562248505,10.804717775841194,9.488572414034376,8.870053571694575,5.420371520847825,5.608625186695058,0.5925078466438567,0.12,0.8035982008995503,0.9509138560490747,False
264,1,7,10,10,9.298837662465955,9.66486309386801,8.605948945823311,8.421013849898522,3.016643776680995,3.4063440906529636,-0.3660254314020559,-0.06,0.7986006996501749,0.9509138560490747,False
264,1,8,10,10,10.410003198830376,10.000597205562846,8.894775942716421,8.86992616572515,3.51403213083961,3.8526879610495044,0.40940599326753,0.06,0.8125937031484258,0.9509138560490747,False
264,1,9,10,10,9.818488429447564,8.827363263575887,8.044181793359165,7.927388107712061,4.491122731695503,3.816959829896471,0.9911251658716775,0.08,0.5897051474262869,0.9281889667411193,False
264,1,10,10,10,10.410109280738869,9.18277900221759,8.692768819647302,8.280680593000085,4.739588075157256,3.7729481132471734,1.2273302785212792,0.08,0.5152423788105946,0.9159864512188348,False
264,1,11,10,10,8.881890312610976,8.630664437412234,8.097003021314265,7.549015398225912,2.9105365218762564,4.466063608232443,0.25122587519874173,0.18,0.8900549725137431,0.9642096245110526,False
264,1,12,10,10,9.233716749993249,8.650515852617527,7.849621404783468,7.906691332985044,3.1818206349637697,3.4256302424492744,0.5832008973757219,0.12,0.688655672163918,0.9355322338830584,False
264,1,13,10,10,9.38449312513988,7.664788936748678,8.158561802876905,7.318550643801201,3.0931564045047524,2.785201909753082,1.7197041883912014,0.32,0.21989005497251374,0.7427229781335748,False
264,1,14,10,10,9.391422845452428,7.843019043882836,7.795359084213728,7.641292277566146,2.9468184456644173,3.056772124534659,1.5484038015695925,0.28,0.2613693153423288,0.7427229781335748,False
264,1,15,10,10,9.292392676376538,7.894574150011652,8.010045393897972,7.869337190556003,2.706875863495972,2.9053056489776505,1.397818526364886,0.28,0.2893553223388306,0.7575848439416656,False
264,1,16,10,10,9.454903219642786,8.222315497692522,7.931886169496218,8.196408194952397,2.931783112297657,3.097594912653717,1.2325877219502637,0.26,0.35082458770614694,0.7725548990210778,False
264,1,17,10,10,9.822068925239842,8.083677329757075,8.315009379713052,7.569980260205401,3.147600034282553,3.494548505217216,1.7383915954827671,0.36,0.2703648175912044,0.7427229781335748,False
264,1,18,10,10,10.117760915210313,8.35498378384865,8.546620189807165,7.49884614924199,3.261703056629843,3.6023812526226537,1.7627771313616627,0.36,0.2733633183408296,0.7427229781335748,False
264,1,19,10,10,10.204981107101565,8.386051099307288,8.681276694120601,7.6012638200084925,3.4312061156402893,3.65377672936017,1.8189300077942772,0.38,0.2683658170914543,0.7427229781335748,False
264,1,20,10,10,10.257735766095092,8.518444862345813,9.007455983719527,7.6510357080635,3.581600416745998,3.713572716979266,1.7392909037492785,0.38,0.3353323338330835,0.7699007639037624,False
264,6,5,10,10,15.509630704918084,17.82645844060098,15.846721224512011,11.758172218097208,6.920269674292827,10.869148152725005,-2.316827735682896,-0.06,0.5782108945527237,0.9281889667411193,False
264,6,6,10,10,12.387197477277393,14.50998710601797,9.407720315267444,11.789824536965856,7.6886071800137055,6.819664578436541,-2.122789628740577,-0.18,0.5417291354322838,0.9281889667411193,False
264,6,7,10,10,11.582693995053267,12.422208198562444,8.778036207138301,10.370952678904398,7.090672997829604,5.553245458608526,-0.8395142035091769,-0.22,0.7656171914042978,0.9509138560490747,False
264,6,8,10,10,11.463228204798366,11.439009482763433,9.76402244007555,9.501768973560942,6.839898104063917,4.827264802992287,0.024218722034932583,0.02,0.9960019990004998,0.9960019990004998,False
264,6,9,10,10,11.560517217209487,11.27279565915136,9.872153526983876,9.664856978669565,7.615644295179557,5.295241101386278,0.28772155805812716,0.02,0.9270364817591205,0.9888389138763951,False
264,6,10,10,10,10.607908517395417,10.473163401667698,8.733621780176708,10.135200303066839,5.315759528367063,4.507911282509806,0.13474511572771952,-0.02,0.9500249875062469,0.991330421745649,False
264,6,11,10,10,10.792057396519716,10.718427242285616,9.487444350123646,10.201267710204437,6.039158470250521,4.758914564281474,0.07363015423410069,-0.02,0.9820089955022488,0.9958401081149565,False
264,6,12,10,10,10.138034766016187,9.77693150128569,9.679908902332004,8.928879979645505,5.306894385259096,3.0346620927435763,0.36110326473049703,-0.04,0.8615692153923038,0.9509138560490747,False
264,6,13,10,10,9.443086954022103,9.694478738689318,8.432838672370437,9.130250541255688,3.964807424731172,2.8528973620716713,-0.2513917846672147,-0.1,0.8605697151424287,0.9509138560490747,False
264,6,14,10,10,8.787229245752794,9.616272108521015,7.965312772076873,9.45832331768273,3.5538761078011594,2.6636085917121792,-0.8290428627682207,-0.24,0.559720139930035,0.9281889667411193,False
264,6,15,10,10,8.891386881776722,9.52804569514231,8.168872918640105,9.39523687360564,3.6801959221174827,2.6872068772551505,-0.6366588133655888,-0.26,0.656671664167916,0.9355322338830584,False
