series,W,G,phase,k,n_windows_x,PR_point_x,PR_mean_orig,PR_std_orig,PR_10_x,PR_50_x,PR_90_x,n_bootstrap_effective_x,n_windows_y,PR_point_y,PR_mean_corr,PR_std_corr,PR_10_y,PR_50_y,PR_90_y,n_bootstrap_effective_y,diff_PR_mean,rel_diff_PR_mean
S0,60,1,rising,11,996,2.058917795574383,2.072237198686704,0.052960510022166,2.0045290863793515,2.070980675260752,2.1408795143118184,1000,996,2.7774963384503715,2.800278978486794,0.0576186227353745,2.723705571959963,2.7991854496325503,2.871547765986913,1000,0.72804177980009,0.3513312955975754
S0,60,1,rising,12,996,2.08350606837784,2.0902543353619927,0.0519680654955065,2.0243999275818823,2.0887177371914927,2.1600107871931824,1000,996,2.8412516703756783,2.862602814879512,0.05612622707714,2.7934009196080134,2.8637800906786657,2.932563240083169,1000,0.7723484795175195,0.3694997620391316
S0,60,1,rising,13,996,2.105989612802788,2.116109137095158,0.0543503393825849,2.0471599703229644,2.116353771593157,2.1832602562908554,1000,996,2.9012299688639307,2.923768246343072,0.0565697452938865,2.848582441690492,2.9245785598512835,2.993645209126345,1000,0.807659109247914,0.3816717649811815
S0,60,1,rising,14,996,2.127278102695687,2.13575944566938,0.0569635932888757,2.0624973920804184,2.1337561849769404,2.2103489221223827,1000,996,2.9607413146498347,2.985301389693101,0.0619580928051115,2.9065868321673185,2.984151335560446,3.0685111900350823,1000,0.8495419440237213,0.39777042575947114
S0,60,1,rising,15,996,2.147515863911519,2.1604846448606696,0.0577604663335634,2.0878511080261104,2.158819637836531,2.2351157165869,1000,996,3.0155150281500527,3.0417660948267096,0.0651654445845228,2.9563297525344474,3.0407435920925407,3.126386633017761,1000,0.88128144996604,0.40790914763611946
S0,60,1,rising,16,996,2.166298258043489,2.179258152415079,0.0592643003701936,2.1052733494605875,2.17867024675722,2.2550936915985926,1000,996,3.0666627335024,3.0964942099970845,0.0680003004243944,3.014317435589878,3.0956137094605314,3.1841000494517187,1000,0.9172360575820053,0.4208937140216792
S0,60,1,rising,17,996,2.1842696783265567,2.197607634826166,0.0580650768800033,2.123722099677875,2.194834411021274,2.271576592991023,1000,996,3.1173382054862744,3.147616388839677,0.0687878156801817,3.0592997136064097,3.146106975013489,3.235922500984698,1000,0.9500087540135111,0.43229225224668383
S0,60,1,rising,18,996,2.2020282084583656,2.213839147871261,0.0607237149500609,2.1428187742110096,2.20942825920548,2.290633047610032,1000,996,3.16751025973303,3.195022872766913,0.0677368143347714,3.1080572171104928,3.1940066776977263,3.278948089426548,1000,0.9811837248956521,0.443204613957215
S0,60,1,rising,19,996,2.2193979719634176,2.2318005883618017,0.0596542668285494,2.1565599590446545,2.2303377488355105,2.307530224740422,1000,996,3.2166033916245205,3.245958286936592,0.0737955276121228,3.152075279200038,3.247620259052842,3.339894812086017,1000,1.0141576985747904,0.45441232691815353
S0,60,1,rising,20,996,2.23620866908745,2.2479498997920926,0.0601148691759034,2.1730586194679646,2.24523859927759,2.326183680346755,1000,996,3.263184770613269,3.2918441534468075,0.0730801399665507,3.201599306747044,3.289756459988396,3.382936869676158,1000,1.0438942536547149,0.46437612054933347
S0,60,1,max,5,300,1.6158140190071355,1.6334411332448364,0.0563411024074085,1.5608985937788176,1.633079395416137,1.705912198519361,1000,300,1.8432839172276747,1.8925776220414356,0.0677557240692669,1.805359538217644,1.892273680048547,1.982683426078237,1000,0.25913648879659923,0.15864452261087836
S0,60,1,max,6,300,1.66756801915652,1.6884661677600952,0.0598982433857875,1.613340156832595,1.686372426308143,1.7703200907581962,1000,300,1.9598342851058808,2.0290432830890164,0.0803271240461039,1.933384964359474,2.024913439365627,2.1368938248946603,1000,0.3405771153289212,0.20170798908024784
