city,feature,count,mean,std,median,min,max,skew
Chicago_USA_41.8781_-87.6298,meta,552.0,0.2273824263315575,0.2051468808612571,0.4129402036120923,11.0,183.3333333333333,-0.2273824263315575
Chicago_USA_41.8781_-87.6298,temperature_celsius,552.0,6.774528985507247,10.87950455574465,6.875,-13.43,26.65,0.018732392834160522
Chicago_USA_41.8781_-87.6298,humidity_percent,552.0,38.92065217391305,9.232899488661548,38.650000000000006,20.0,63.5,-0.0010283080488038404
Chicago_USA_41.8781_-87.6298,precipitation_mm,552.0,58.58949275362319,28.053637342834655,51.849999999999994,15.1,133.2,0.6606179145585725
Chicago_USA_41.8781_-87.6298,wind_speed_ms,552.0,7.988768115942028,3.0413634713141384,8.0,1.0,15.2,-0.05349689932938181
Chicago_USA_41.8781_-87.6298,urban_heat_island_intensity,552.0,1.0,0.0,1.0,1.0,1.0,0.0
